Experiment: April_27_Phage_Osmo_expt vial 12, Tue Apr 27 19:11:19 2021
0.0049,0.0
0.0106,-0.0071206793031066695
0.016,0.01097606644598148
0.0216,-0.005166031828227613
0.0273,-0.002705386637275542
0.0327,0.030124703985562384
0.0383,-0.0011688086634155659
0.0439,-0.007044674497512005
0.0493,0.001038697593382154
0.0548,-0.01738403976434366
0.0605,-0.01983663400839014
0.066,-0.008049126641618887
0.0716,-0.013556004542540634
0.077,-0.012909467524432783
0.0826,0.022330173398232067
0.0883,-0.022894870092578512
0.0939,-0.025707856261990902
0.0992,-0.0015718610134681787
0.1049,-0.02067078092018293
0.1105,-0.0071005006750276545
0.1159,-0.018263252798766172
0.1215,-0.012414913026737251
0.1272,-0.021272439561705547
0.1327,-0.02171602814619683
0.1383,-0.004426378426518107
0.1437,-0.019475166150798084
0.1493,-0.014833010973493654
0.155,-0.008384495247781842
0.1603,-0.018532555696311404
0.166,-0.02608275683130029
0.1716,-0.015715106400016277
0.1772,-0.014256972103337318
0.1827,-0.008128691249886355
0.1883,-0.018479105249397054
0.1937,-0.01109387045441812
0.1994,-0.023579902606146952
0.205,-0.01214968745385292
0.2104,-0.011178833006129762
0.216,-0.012211816295012223
0.2216,-0.015103379251937665
0.2273,-0.020818353183936267
0.2326,-0.024120228039848424
0.2382,-0.015793045869591738
0.2439,-0.00952575077324308
0.2492,-0.02105581326471262
0.2549,-0.0006528322754280058
0.2605,-0.013997256671197222
0.2661,0.016943469036532766
0.2714,-0.02374345114491544
0.2771,-0.014830191143170246
0.2827,-0.02343357697537579
0.2883,-0.013881586513639133
0.2937,-0.022731750664897188
0.2993,-0.020746318297064026
0.305,-0.022792078416217998
0.3103,-0.018773506038684884
0.316,-0.017095580993726822
0.3216,-0.027695524266725446
0.3272,-0.02355703064768172
0.3326,-0.0244880008666139
0.3383,-0.025895645125860678
0.3439,-0.021542369857305843
0.3492,-0.025522227433600997
0.3549,-0.026413522389906963
0.3605,-0.028958606411836285
0.3659,-0.025212090127547715
0.3715,-0.024198612934036023
0.3772,-0.026184611807094416
0.3828,-0.024241735188530733
0.3881,-0.02372399340135045
0.3938,-0.018769740500314214
0.3994,-0.0243850040881885
0.405,-0.028171730583645416
0.4104,-0.028275185070418096
0.416,-0.02771620283716797
0.4217,-0.02543973099100494
0.427,-0.026661853633656474
0.4327,-0.025132804052228896
0.4383,-0.018870049432323732
0.4437,-0.024862978172829786
0.4493,-0.02488223048064231
0.4549,-0.02771644631148895
0.4606,0.0025027612972349234
0.4659,-0.018392837109676208
0.4716,0.00880794063625745
0.4772,-0.025296078006452616
0.4828,-0.030118491887653365
0.4881,-0.02902059166599602
0.4938,-0.025192261080736245
0.4994,-0.02829602409062587
0.5048,-0.026226470968564897
0.5105,-0.02862728063455866
0.5161,-0.02457137818727545
0.5214,-0.02697097067427262
0.5271,-0.019442977113440563
0.5327,-0.022442624540298106
0.5383,-0.004063773029578055
0.544,-0.014206508723464017
0.5493,-0.022298748758188547
0.5549,-0.022546711135154107
0.5606,-0.011125388811542902
0.566,-0.025401357988459494
0.5716,-0.023622077176422507
0.5772,-0.026950715878214293
0.5826,-0.029352087320243248
0.5882,-0.01082460119453188
0.5938,-0.016357991338159017
0.5995,-0.029020372056639654
0.6048,-0.02318669147547825
0.6105,-0.028730747074570073
0.6161,-0.01282472197345852
0.6215,-0.025937872939829076
0.6271,-0.002279558461723341
0.6327,-0.0226700690012544
0.6384,-0.019657946964755313
0.6437,-0.023397931535216576
0.6494,-0.016337576689588906
0.6548,-0.020761234679660123
0.6604,-0.023951506763255637
0.6661,-0.013284869304141966
0.6717,-0.02107972211550968
0.6771,-0.02199047688466571
0.6827,-0.009408580445279424
0.6883,-0.02649615864225685
0.6937,-0.02568926462544424
0.6994,-0.0254823613746889
0.705,-0.019068161541175854
0.7106,-0.02327012613359386
0.716,-0.024551647733837667
0.7216,-0.024282937731653187
0.7272,-0.02355931901589936
0.7326,-0.005302092877856712
0.7382,-0.00670616510983052
0.7438,-0.017891444755103347
0.7495,-0.02207135089376311
0.7548,-0.0024839993137104055
0.7605,-0.01747046162126087
0.7661,-0.008647327013142025
0.7715,-0.022567270273836426
0.7771,-0.023355314419404027
0.7828,-0.022712432229219093
0.7881,-0.022526152198732274
0.7938,-0.016546492304924554
0.7994,-0.0238495023534937
0.8048,-0.023187819662667752
0.8104,-0.02661977166351892
0.8159,-0.029124178495639252
0.8216,-0.028296072735648714
0.8272,-0.02450956618082989
0.8329,-0.028275373961231365
0.8382,-0.027323344586275278
0.8437,-0.02931047881427795
0.8494,-0.027964926133922596
0.855,-0.028027003056620314
0.8604,-0.025296078006452616
0.866,-0.024924201546139446
0.8715,-0.029848908664272034
0.8772,-0.02862728857072322
0.8825,-0.028047695768720793
0.8882,-0.0275096333577039
0.8938,-0.024489825428778922
0.8994,-0.025958090934164568
