Experiment: Mar_1_Turb_expt vial 13, Mon Mar  1 18:39:12 2021
0.0038,106
0.0094,105
0.0151,106
0.0204,109
0.0261,110
0.0318,107
0.0372,105
0.0429,105
0.0482,104
0.0539,103
0.0595,104
0.065,106
0.0707,106
0.0766,105
0.0817,106
0.0873,101
0.0927,106
0.0984,102
0.104,107
0.1094,108
0.115,107
0.1207,105
0.126,105
0.1317,104
0.1373,108
0.143,104
0.1483,105
0.154,105
0.1594,106
0.165,106
0.1707,103
0.1761,106
0.1817,107
0.1874,105
0.1928,104
0.1985,105
0.2039,110
0.2096,108
0.215,106
0.2205,105
0.2261,104
0.2315,104
0.2373,108
0.2427,106
0.2483,105
0.254,106
0.2594,106
0.265,104
0.2707,105
0.2761,102
0.2817,103
0.2874,107
0.2927,103
0.2984,107
0.304,105
0.3094,106
0.3151,105
0.3207,106
0.3261,108
0.3317,104
0.3374,106
0.3427,105
0.3484,106
0.354,105
0.3594,106
0.365,106
0.3707,105
0.3761,102
0.3817,105
0.3874,105
0.3927,105
0.3984,108
0.404,104
0.4094,102
0.415,108
0.4207,106
0.426,104
0.4317,108
0.4373,108
0.4429,105
0.4483,105
0.4539,105
0.4596,105
0.465,105
0.4706,106
0.476,106
0.4817,107
0.4873,106
0.4929,105
0.4983,106
0.504,105
0.5096,105
0.515,106
0.5206,110
0.5263,101
0.5316,103
0.5373,106
0.5429,108
0.5483,104
0.5539,106
0.5596,109
0.5649,106
0.5706,107
0.5762,107
0.5819,108
0.5872,109
0.5929,109
0.5982,107
0.6039,105
0.6095,99
0.6152,102
0.6205,107
0.6262,105
0.6318,103
0.6372,103
0.6428,106
0.6485,104
0.6539,105
0.6594,107
0.665,104
0.6706,105
0.6763,107
0.6817,105
0.6872,106
0.6928,106
0.6985,105
0.7038,104
0.7095,102
0.715,99
0.7206,100
0.7263,101
0.7316,104
0.7373,105
0.7428,104
0.7484,105
0.7541,101
0.7594,102
0.7651,102
0.7706,102
0.7763,102
0.7816,104
0.7873,103
0.7929,104
0.7983,102
0.8039,103
0.8096,103
0.8152,106
0.8206,103
0.8262,103
0.8316,104
0.8372,104
0.8429,98
0.8485,102
0.8539,106
0.8595,102
0.8649,104
0.8706,100
0.8762,104
0.8818,102
0.8872,104
0.8928,100
0.8985,106
0.9039,107
0.9095,105
0.9152,104
0.9205,104
0.9262,107
0.9318,104
0.9372,104
0.9428,105
0.9485,105
0.9539,103
0.9595,102
0.9652,106
0.9705,102
