Experiment: Mar_1_Turb_expt vial 2, Mon Mar  1 18:39:12 2021
0.0038,28773
0.0094,28774
0.0151,28775
0.0204,28760
0.0261,28777
0.0318,28783
0.0372,28780
0.0429,28847
0.0482,28818
0.0539,28825
0.0595,28823
0.065,28811
0.0707,28809
0.0766,28805
0.0817,28811
0.0873,28808
0.0927,28789
0.0984,28798
0.104,28800
0.1094,28794
0.115,28798
0.1207,28802
0.126,28804
0.1317,28806
0.1373,28797
0.143,28775
0.1483,28796
0.154,28792
0.1594,28798
0.165,28801
0.1707,28793
0.1761,28800
0.1817,28786
0.1874,28797
0.1928,28799
0.1985,28776
0.2039,28796
0.2096,28799
0.215,28792
0.2205,28793
0.2261,28800
0.2315,28796
0.2373,28810
0.2427,28797
0.2483,28792
0.254,28799
0.2594,28802
0.265,28800
0.2707,28795
0.2761,28792
0.2817,28802
0.2874,28804
0.2927,28789
0.2984,28799
0.304,28783
0.3094,28797
0.3151,28788
0.3207,28805
0.3261,28814
0.3317,28805
0.3374,28804
0.3427,28804
0.3484,28811
0.354,28810
0.3594,28815
0.365,28814
0.3707,28804
0.3761,28805
0.3817,28795
0.3874,28791
0.3927,28795
0.3984,28798
0.404,28794
0.4094,28788
0.415,28796
0.4207,28797
0.426,28793
0.4317,28796
0.4373,28802
0.4429,28784
0.4483,28796
0.4539,28798
0.4596,28787
0.465,28800
0.4706,28799
0.476,28799
0.4817,28795
0.4873,28801
0.4929,28793
0.4983,28787
0.504,28802
0.5096,28805
0.515,28802
0.5206,28769
0.5263,28805
0.5316,28799
0.5373,28795
0.5429,28800
0.5483,28799
0.5539,28809
0.5596,28806
0.5649,28802
0.5706,28801
0.5762,28809
0.5819,28811
0.5872,28805
0.5929,28811
0.5982,28809
0.6039,28809
0.6095,28803
0.6152,28800
0.6205,28800
0.6262,28789
0.6318,28806
0.6372,28807
0.6428,28806
0.6485,28813
0.6539,28811
0.6594,28807
0.665,28815
0.6706,28821
0.6763,28818
0.6817,28816
0.6872,28813
0.6928,28816
0.6985,28801
0.7038,28809
0.7095,28815
0.715,28815
0.7206,28812
0.7263,28819
0.7316,28801
0.7373,28805
0.7428,28821
0.7484,28812
0.7541,28801
0.7594,28814
0.7651,28812
0.7706,28820
0.7763,28827
0.7816,28830
0.7873,28825
0.7929,28829
0.7983,28833
0.8039,28827
0.8096,28832
0.8152,28823
0.8206,28827
0.8262,28822
0.8316,28818
0.8372,28827
0.8429,28827
0.8485,28837
0.8539,28835
0.8595,28828
0.8649,28839
0.8706,28825
0.8762,28832
0.8818,28823
0.8872,28831
0.8928,28817
0.8985,28834
0.9039,28827
0.9095,28830
0.9152,28837
0.9205,28828
0.9262,28830
0.9318,28835
0.9372,28821
0.9428,28835
0.9485,28838
0.9539,28834
0.9595,28829
0.9652,28822
0.9705,28804
0.9762,28817
0.9818,28828
0.9872,28833
0.9928,28834
0.9985,28838
1.0039,28838
1.0095,28833
1.0151,28839
1.0208,28832
1.0261,28832
1.0318,28832
1.0372,28834
1.0428,28836
1.0485,28828
1.0539,28837
1.0595,28832
1.0651,28826
1.0705,28835
1.0761,28835
1.0818,28816
1.0872,28817
1.0928,28813
1.0985,28819
1.1038,28802
