Experiment: Mar_23_T2_osmo_expt vial 11, Tue Mar 23 18:19:48 2021
0.0016,1629
0.0069,1629
0.0125,1618
0.0179,1624
0.0235,1627
0.0292,1622
0.0348,1624
0.0401,1628
0.0458,1624
0.0514,1620
0.057,1625
0.0624,1626
0.068,1620
0.0736,1626
0.0793,1628
0.0846,1622
0.0902,1620
0.0959,1629
0.1015,1627
0.1068,1621
0.1124,1624
0.1181,1628
0.1234,1618
0.129,1620
0.1346,1628
0.1403,1626
0.1459,1618
0.1512,1623
0.1569,1629
0.1625,1628
0.1681,1619
0.1735,1622
0.1791,1631
0.1847,1625
0.1904,1621
0.1957,1624
0.2013,1629
0.207,1623
0.2123,1621
0.2179,1627
0.2236,1628
0.2292,1620
0.2346,1621
0.2401,1629
0.2457,1628
0.2514,1621
0.257,1622
0.2623,1628
0.2679,1626
0.2735,1620
0.2792,1623
0.2848,1629
0.2901,1625
0.2957,1617
0.3014,1621
0.307,1629
0.3123,1626
0.318,1617
0.3235,1624
0.3292,1628
0.3348,1625
0.3401,1616
0.3458,1621
0.3513,1631
0.357,1626
0.3623,1619
0.368,1623
0.3736,1630
0.3792,1623
0.3848,1619
0.3901,1627
0.3958,1629
0.4014,1623
0.407,1619
0.4126,1626
0.4179,1626
0.4236,1620
0.4292,1622
0.4348,1630
0.4401,1625
0.4458,1621
0.4514,1625
0.4568,1629
0.4624,1622
0.468,1620
0.4737,1624
0.479,1629
0.4846,1624
0.4903,1618
0.4959,1625
0.5012,1629
0.5069,1621
0.5125,1621
0.5181,1629
0.5234,1622
0.5291,1621
0.5347,1627
0.5401,1626
0.5458,1621
0.5514,1623
0.557,1629
0.5623,1624
0.568,1621
0.5736,1626
0.5792,1628
0.5846,1621
0.5902,1619
0.5959,1629
0.6015,1629
0.6068,1619
0.6125,1620
0.6181,1630
0.6237,1624
0.629,1618
0.6347,1625
0.6403,1627
0.6457,1621
0.6513,1621
0.6569,1628
0.6625,1624
0.6679,1619
0.6735,1626
0.6791,1629
0.6847,1620
0.6901,1619
0.6957,1627
0.7013,1629
0.7069,1622
0.7125,1621
0.7179,1630
0.7235,1626
0.7291,1619
0.7348,1624
0.7401,1628
0.7457,1626
0.7514,1620
0.757,1625
0.7623,1630
0.768,1624
0.7736,1617
0.7792,1627
0.7846,1630
0.7902,1621
0.7958,1620
0.8015,1626
0.8068,1631
0.8124,1622
0.8181,1619
0.8234,1627
0.829,1627
0.8347,1619
0.8403,1622
0.8459,1629
0.8513,1627
0.8569,1620
0.8625,1621
0.8679,1628
0.8735,1623
0.8792,1620
0.8848,1624
0.8902,1627
0.8958,1622
0.9014,1622
0.9068,1627
0.9124,1626
0.9181,1620
0.9237,1622
0.929,1628
0.9347,1625
0.9403,1618
0.9459,1624
0.9513,1628
0.9569,1622
0.9625,1619
0.9681,1628
0.9735,1627
0.9791,1620
0.9847,1620
0.9903,1626
0.9957,1627
1.0013,1619
1.007,1622
1.0126,1628
1.0179,1626
1.0235,1618
1.0292,1624
1.0348,1629
1.0401,1623
1.0458,1619
1.0514,1623
1.057,1628
1.0626,1623
1.068,1619
1.0736,1625
1.0792,1626
1.0848,1618
1.0902,1619
1.0958,1627
1.1014,1630
1.1068,1622
1.1124,1622
1.1181,1627
1.1237,1628
1.129,1619
1.1347,1620
1.1403,1628
1.1459,1629
1.1513,1620
1.157,1622
1.1623,1628
1.1679,1627
1.1736,1617
1.1792,1623
1.1845,1627
1.1901,1626
1.1958,1619
1.2014,1626
1.207,1628
1.2124,1623
1.218,1619
1.2237,1627
1.2293,1628
1.2346,1621
1.2402,1620
1.2459,1630
1.2515,1628
1.2568,1619
1.2625,1622
1.2681,1628
1.2737,1629
1.279,1619
1.2847,1620
1.2903,1628
1.2957,1627
1.3013,1621
1.3069,1620
1.3125,1628
1.3179,1625
1.3235,1617
1.3292,1625
1.3348,1627
1.3401,1622
1.3458,1622
1.3514,1629
1.357,1625
1.3624,1620
1.368,1622
1.3736,1630
1.379,1623
1.3846,1621
1.3903,1627
1.3959,1628
1.4012,1619
1.4069,1621
1.4125,1626
1.4181,1626
1.4235,1620
1.4291,1624
1.4348,1627
1.4401,1624
1.4458,1620
1.4514,1626
1.457,1627
1.4624,1619
1.468,1621
1.4736,1628
1.4792,1626
1.4846,1618
1.4903,1624
1.4959,1627
1.5012,1623
1.5069,1622
1.5125,1628
1.5181,1624
1.5235,1620
1.5291,1624
1.5348,1629
1.5401,1622
1.5458,1622
1.5514,1628
1.5568,1625
1.5624,1619
1.568,1625
1.5736,1628
1.5793,1623
1.5846,1621
1.5902,1628
1.5959,1627
1.6015,1620
1.6068,1622
1.6124,1625
1.6181,1625
1.6237,1621
1.6291,1625
1.6347,1629
1.6403,1620
1.6457,1620
1.6513,1628
1.6569,1628
1.6626,1619
1.6679,1621
1.6736,1631
1.6792,1627
1.6848,1619
1.6902,1622
1.6958,1628
1.7015,1624
1.7068,1618
1.7124,1621
1.7181,1628
1.7237,1623
1.729,1620
1.7346,1626
1.7403,1629
1.7459,1620
1.7513,1619
1.7569,1626
1.7624,1626
1.768,1621
1.7736,1624
1.7793,1626
1.7846,1621
1.7902,1621
1.7958,1629
1.8014,1627
1.8071,1620
1.8124,1621
1.818,1631
1.8236,1623
1.8293,1620
1.8346,1624
1.8402,1628
1.8458,1624
1.8514,1618
1.8571,1627
1.8624,1626
1.868,1622
1.8736,1623
1.8792,1628
1.8846,1624
1.8902,1619
1.8958,1625
1.9014,1627
1.9071,1621
1.9124,1619
1.918,1626
1.9237,1628
1.9292,1619
1.9349,1621
1.9402,1630
1.9458,1626
1.9515,1619
1.9568,1623
1.9624,1628
1.9681,1627
1.9737,1622
1.979,1624
1.9847,1628
1.9903,1624
1.9959,1619
2.0069,1629
2.0126,1623
2.018,1620
2.0236,1629
2.0292,1627
2.0348,1618
2.0402,1620
2.0458,1629
2.0515,1628
2.0568,1620
2.0624,1621
2.0681,1627
2.0737,1627
2.0791,1624
2.0847,1624
2.0904,1630
2.096,1623
2.1013,1619
2.107,1628
2.1126,1628
2.1179,1620
2.1236,1626
2.1292,1629
2.1348,1625
2.1401,1620
2.1458,1626
2.1514,1628
2.157,1623
2.1624,1618
2.168,1628
2.1736,1629
2.1793,1621
2.1846,1622
2.1902,1627
2.1959,1626
2.2015,1619
2.2069,1623
2.2125,1629
2.2181,1622
2.2235,1619
2.2291,1623
2.2347,1628
2.2404,1623
2.2457,1620
2.2514,1627
2.257,1627
2.2627,1619
2.268,1622
2.2737,1630
2.2793,1626
2.2847,1620
2.2903,1624
2.2959,1631
2.3015,1624
2.3069,1619
2.3125,1624
2.3182,1627
2.3235,1622
2.3291,1619
2.3348,1628
2.3404,1627
2.3457,1621
2.3514,1624
2.357,1628
2.3626,1620
2.368,1620
2.3736,1626
2.3792,1630
2.3849,1622
2.3902,1619
2.3958,1626
2.4015,1629
2.4068,1622
2.4124,1618
2.4181,1627
2.4237,1629
2.4293,1622
2.4347,1621
2.4403,1629
2.446,1629
2.4513,1623
2.457,1621
2.4626,1630
2.4682,1627
2.4736,1619
2.4792,1624
2.4848,1629
2.4902,1623
2.4958,1619
2.5014,1627
2.5071,1630
2.5124,1623
2.5181,1618
2.5237,1628
2.5293,1628
2.5347,1620
2.5403,1623
2.5459,1629
2.5513,1624
2.5569,1618
2.5626,1622
2.5682,1628
2.5736,1624
2.5792,1621
2.5848,1626
2.5905,1629
2.5958,1624
2.6014,1619
2.6071,1626
2.6124,1628
2.618,1623
2.6236,1619
2.6293,1626
2.6346,1628
2.6403,1619
2.6459,1622
2.6515,1629
2.6569,1627
2.6625,1619
2.6681,1624
2.6737,1630
2.6793,1623
2.6847,1622
2.6903,1629
2.6959,1629
