Experiment: Mar_23_T2_osmo_expt vial 14, Tue Mar 23 18:19:48 2021
0.0016,4064
0.0069,4064
0.0125,4064
0.0179,4062
0.0235,4062
0.0292,4064
0.0348,4065
0.0401,4064
0.0458,4064
0.0514,4063
0.057,4064
0.0624,4063
0.068,4063
0.0736,4065
0.0793,4065
0.0846,4063
0.0902,4064
0.0959,4065
0.1015,4064
0.1068,4064
0.1124,4063
0.1181,4065
0.1234,4063
0.129,4064
0.1346,4064
0.1403,4064
0.1459,4063
0.1512,4063
0.1569,4063
0.1625,4063
0.1681,4065
0.1735,4065
0.1791,4064
0.1847,4064
0.1904,4065
0.1957,4063
0.2013,4064
0.207,4064
0.2123,4061
0.2179,4065
0.2236,4064
0.2292,4064
0.2346,4064
0.2401,4064
0.2457,4063
0.2514,4065
0.257,4063
0.2623,4065
0.2679,4064
0.2735,4065
0.2792,4063
0.2848,4065
0.2901,4065
0.2957,4065
0.3014,4064
0.307,4064
0.3123,4066
0.318,4065
0.3235,4065
0.3292,4067
0.3348,4063
0.3401,4066
0.3458,4064
0.3513,4065
0.357,4065
0.3623,4065
0.368,4064
0.3736,4064
0.3792,4066
0.3848,4064
0.3901,4065
0.3958,4066
0.4014,4065
0.407,4066
0.4126,4063
0.4179,4064
0.4236,4065
0.4292,4064
0.4348,4065
0.4401,4064
0.4458,4064
0.4514,4064
0.4568,4064
0.4624,4064
0.468,4067
0.4737,4066
0.479,4063
0.4846,4064
0.4903,4065
0.4959,4063
0.5012,4066
0.5069,4067
0.5125,4066
0.5181,4064
0.5234,4066
0.5291,4066
0.5347,4065
0.5401,4065
0.5458,4066
0.5514,4063
0.557,4062
0.5623,4065
0.568,4064
0.5736,4066
0.5792,4066
0.5846,4064
0.5902,4065
0.5959,4066
0.6015,4065
0.6068,4066
0.6125,4066
0.6181,4064
0.6237,4064
0.629,4065
0.6347,4066
0.6403,4065
0.6457,4066
0.6513,4065
0.6569,4062
0.6625,4064
0.6679,4065
0.6735,4065
0.6791,4065
0.6847,4066
0.6901,4065
0.6957,4066
0.7013,4062
0.7069,4065
0.7125,4065
0.7179,4067
0.7235,4064
0.7291,4066
0.7348,4066
0.7401,4066
0.7457,4067
0.7514,4064
0.757,4065
0.7623,4065
0.768,4065
0.7736,4065
0.7792,4063
0.7846,4065
0.7902,4068
0.7958,4065
0.8015,4063
0.8068,4065
0.8124,4064
0.8181,4063
0.8234,4064
0.829,4065
0.8347,4064
0.8403,4067
0.8459,4065
0.8513,4064
0.8569,4064
0.8625,4065
0.8679,4064
0.8735,4065
0.8792,4063
0.8848,4066
0.8902,4064
0.8958,4065
0.9014,4065
0.9068,4064
0.9124,4066
0.9181,4065
0.9237,4065
0.929,4066
0.9347,4064
0.9403,4064
0.9459,4065
0.9513,4064
0.9569,4066
0.9625,4063
0.9681,4065
0.9735,4064
0.9791,4065
0.9847,4065
0.9903,4065
0.9957,4065
1.0013,4066
1.007,4065
1.0126,4064
1.0179,4065
1.0235,4065
1.0292,4065
1.0348,4067
1.0401,4065
1.0458,4066
1.0514,4065
1.057,4064
1.0626,4064
1.068,4064
1.0736,4064
1.0792,4065
1.0848,4065
1.0902,4064
1.0958,4063
1.1014,4066
1.1068,4066
1.1124,4064
1.1181,4066
1.1237,4064
1.129,4066
1.1347,4065
1.1403,4067
1.1459,4066
1.1513,4066
1.157,4067
1.1623,4066
1.1679,4065
1.1736,4066
1.1792,4065
1.1845,4067
1.1901,4067
1.1958,4066
1.2014,4065
1.207,4064
1.2124,4065
1.218,4065
1.2237,4066
1.2293,4066
1.2346,4065
1.2402,4066
1.2459,4065
1.2515,4065
1.2568,4066
1.2625,4064
1.2681,4065
1.2737,4065
1.279,4065
1.2847,4065
1.2903,4064
1.2957,4066
1.3013,4065
1.3069,4066
1.3125,4066
1.3179,4064
1.3235,4065
1.3292,4068
1.3348,4066
1.3401,4066
1.3458,4066
1.3514,4064
1.357,4066
1.3624,4064
1.368,4065
1.3736,4066
1.379,4065
1.3846,4065
1.3903,4064
1.3959,4064
1.4012,4065
1.4069,4063
1.4125,4065
1.4181,4064
1.4235,4065
1.4291,4066
1.4348,4065
1.4401,4066
1.4458,4067
1.4514,4067
1.457,4063
1.4624,4065
1.468,4064
1.4736,4065
1.4792,4066
1.4846,4066
1.4903,4066
1.4959,4065
1.5012,4066
1.5069,4065
1.5125,4064
1.5181,4065
1.5235,4066
1.5291,4064
1.5348,4064
1.5401,4064
1.5458,4063
1.5514,4067
1.5568,4064
1.5624,4065
1.568,4065
1.5736,4066
1.5793,4065
1.5846,4065
1.5902,4063
1.5959,4064
1.6015,4066
1.6068,4064
1.6124,4064
1.6181,4063
1.6237,4064
1.6291,4065
1.6347,4065
1.6403,4065
1.6457,4064
1.6513,4063
1.6569,4065
1.6626,4066
1.6679,4065
1.6736,4064
1.6792,4065
1.6848,4067
1.6902,4066
1.6958,4066
1.7015,4067
1.7068,4065
1.7124,4067
1.7181,4066
1.7237,4066
1.729,4067
1.7346,4067
1.7403,4065
1.7459,4066
1.7513,4066
1.7569,4067
1.7624,4066
1.768,4065
1.7736,4066
1.7793,4066
1.7846,4066
1.7902,4065
1.7958,4066
1.8014,4067
1.8071,4067
1.8124,4064
1.818,4068
1.8236,4064
