Experiment: Mar_23_T2_osmo_expt vial 1, Tue Mar 23 18:19:48 2021
0.0016,1632
0.0069,1632
0.0125,1624
0.0179,1627
0.0235,1634
0.0292,1629
0.0348,1627
0.0401,1628
0.0458,1634
0.0514,1634
0.057,1627
0.0624,1625
0.068,1631
0.0736,1634
0.0793,1630
0.0846,1623
0.0902,1628
0.0959,1634
0.1015,1631
0.1068,1626
0.1124,1624
0.1181,1633
0.1234,1633
0.129,1628
0.1346,1625
0.1403,1630
0.1459,1634
0.1512,1631
0.1569,1622
0.1625,1626
0.1681,1633
0.1735,1635
0.1791,1626
0.1847,1625
0.1904,1632
0.1957,1633
0.2013,1627
0.207,1624
0.2123,1629
0.2179,1634
0.2236,1631
0.2292,1624
0.2346,1623
0.2401,1633
0.2457,1634
0.2514,1627
0.257,1625
0.2623,1630
0.2679,1634
0.2735,1630
0.2792,1626
0.2848,1629
0.2901,1635
0.2957,1628
0.3014,1627
0.307,1628
0.3123,1634
0.318,1633
0.3235,1623
0.3292,1627
0.3348,1632
0.3401,1633
0.3458,1626
0.3513,1625
0.357,1631
0.3623,1635
0.368,1629
0.3736,1619
0.3792,1627
0.3848,1635
0.3901,1634
0.3958,1625
0.4014,1625
0.407,1629
0.4126,1633
0.4179,1629
0.4236,1626
0.4292,1627
0.4348,1635
0.4401,1631
0.4458,1624
0.4514,1626
0.4568,1634
0.4624,1630
0.468,1624
0.4737,1627
0.479,1632
0.4846,1632
0.4903,1627
0.4959,1625
0.5012,1633
0.5069,1632
0.5125,1627
0.5181,1623
0.5234,1629
0.5291,1635
0.5347,1632
0.5401,1623
0.5458,1624
0.5514,1631
0.557,1633
0.5623,1627
0.568,1627
0.5736,1633
0.5792,1633
0.5846,1626
0.5902,1627
0.5959,1631
0.6015,1634
0.6068,1629
0.6125,1624
0.6181,1625
0.6237,1632
0.629,1632
0.6347,1626
0.6403,1626
0.6457,1630
0.6513,1632
0.6569,1627
0.6625,1627
0.6679,1631
0.6735,1632
0.6791,1626
0.6847,1627
0.6901,1630
0.6957,1632
0.7013,1628
0.7069,1623
0.7125,1630
0.7179,1635
0.7235,1630
0.7291,1624
0.7348,1624
0.7401,1633
0.7457,1634
0.7514,1627
0.757,1624
0.7623,1630
0.768,1633
0.7736,1629
0.7792,1625
0.7846,1627
0.7902,1634
0.7958,1634
0.8015,1626
0.8068,1624
0.8124,1629
0.8181,1632
0.8234,1628
0.829,1625
0.8347,1629
0.8403,1635
0.8459,1630
0.8513,1625
0.8569,1628
0.8625,1634
0.8679,1630
0.8735,1624
0.8792,1625
0.8848,1632
0.8902,1630
0.8958,1624
0.9014,1627
0.9068,1633
0.9124,1632
0.9181,1626
0.9237,1625
0.929,1630
0.9347,1635
0.9403,1627
0.9459,1625
0.9513,1631
0.9569,1636
0.9625,1630
0.9681,1624
0.9735,1626
0.9791,1633
0.9847,1634
0.9903,1625
0.9957,1624
1.0013,1629
1.007,1636
1.0126,1629
1.0179,1625
1.0235,1628
1.0292,1633
1.0348,1630
1.0401,1624
1.0458,1625
1.0514,1632
1.057,1631
1.0626,1626
1.068,1626
1.0736,1632
1.0792,1634
1.0848,1629
1.0902,1625
1.0958,1630
1.1014,1634
1.1068,1630
1.1124,1625
1.1181,1625
1.1237,1631
1.129,1634
1.1347,1627
1.1403,1624
1.1459,1631
1.1513,1633
1.157,1628
1.1623,1626
1.1679,1632
1.1736,1631
1.1792,1626
1.1845,1626
1.1901,1631
1.1958,1633
1.2014,1626
1.207,1625
1.2124,1631
1.218,1634
1.2237,1627
1.2293,1627
1.2346,1631
1.2402,1632
1.2459,1626
1.2515,1626
1.2568,1630
1.2625,1632
1.2681,1628
1.2737,1624
1.279,1627
1.2847,1632
1.2903,1630
1.2957,1625
1.3013,1629
1.3069,1633
1.3125,1629
1.3179,1625
1.3235,1629
1.3292,1632
1.3348,1630
1.3401,1624
1.3458,1626
1.3514,1633
1.357,1630
1.3624,1624
1.368,1627
1.3736,1632
1.379,1631
1.3846,1626
1.3903,1627
1.3959,1634
1.4012,1632
1.4069,1626
1.4125,1627
1.4181,1634
1.4235,1632
1.4291,1627
1.4348,1627
1.4401,1632
1.4458,1630
1.4514,1625
1.457,1625
1.4624,1633
1.468,1634
1.4736,1628
1.4792,1625
1.4846,1628
1.4903,1631
1.4959,1628
1.5012,1626
1.5069,1631
1.5125,1633
1.5181,1626
1.5235,1626
1.5291,1629
1.5348,1630
1.5401,1626
1.5458,1627
1.5514,1633
1.5568,1633
1.5624,1626
1.568,1624
1.5736,1633
1.5793,1633
1.5846,1628
1.5902,1624
1.5959,1630
1.6015,1634
1.6068,1629
1.6124,1623
1.6181,1628
1.6237,1632
1.6291,1631
1.6347,1625
1.6403,1627
1.6457,1634
1.6513,1630
1.6569,1626
1.6626,1628
1.6679,1632
1.6736,1631
1.6792,1626
1.6848,1627
1.6902,1632
1.6958,1630
1.7015,1628
1.7068,1628
1.7124,1632
1.7181,1630
1.7237,1625
1.729,1626
1.7346,1632
1.7403,1634
1.7459,1626
1.7513,1624
1.7569,1631
1.7624,1634
1.768,1628
1.7736,1626
1.7793,1628
1.7846,1633
1.7902,1633
1.7958,1624
1.8014,1626
1.8071,1633
1.8124,1632
1.818,1626
1.8236,1628
1.8293,1631
1.8346,1630
1.8402,1626
1.8458,1626
1.8514,1633
1.8571,1631
1.8624,1624
1.868,1626
1.8736,1632
1.8792,1633
1.8846,1627
1.8902,1624
1.8958,1632
1.9014,1634
1.9071,1628
1.9124,1622
1.918,1627
1.9237,1633
1.9292,1630
1.9349,1625
1.9402,1627
1.9458,1634
1.9515,1628
1.9568,1626
1.9624,1631
1.9681,1633
1.9737,1632
1.979,1626
1.9847,1629
1.9903,1635
1.9959,1630
2.0069,1626
2.0126,1633
2.018,1631
2.0236,1627
2.0292,1626
2.0348,1633
2.0402,1630
2.0458,1626
2.0515,1626
2.0568,1634
2.0624,1633
2.0681,1625
2.0737,1626
2.0791,1629
2.0847,1633
2.0904,1629
2.096,1627
2.1013,1628
2.107,1634
2.1126,1629
2.1179,1622
2.1236,1630
2.1292,1633
2.1348,1632
2.1401,1626
2.1458,1625
2.1514,1632
2.157,1631
2.1624,1625
2.168,1625
2.1736,1631
2.1793,1631
2.1846,1627
2.1902,1626
2.1959,1633
2.2015,1636
2.2069,1629
2.2125,1623
2.2181,1627
2.2235,1633
2.2291,1631
2.2347,1625
2.2404,1627
2.2457,1635
2.2514,1631
2.257,1626
2.2627,1627
2.268,1634
2.2737,1628
2.2793,1626
2.2847,1626
2.2903,1633
2.2959,1633
2.3015,1629
2.3069,1624
2.3125,1628
2.3182,1634
2.3235,1630
2.3291,1623
2.3348,1626
2.3404,1633
2.3457,1633
2.3514,1626
2.357,1626
2.3626,1630
2.368,1632
2.3736,1627
2.3792,1624
2.3849,1629
2.3902,1632
2.3958,1630
2.4015,1624
2.4068,1627
2.4124,1633
2.4181,1630
2.4237,1623
2.4293,1630
2.4347,1632
2.4403,1632
2.446,1625
2.4513,1628
2.457,1633
2.4626,1630
2.4682,1625
2.4736,1626
2.4792,1633
2.4848,1633
2.4902,1627
2.4958,1627
2.5014,1631
2.5071,1633
2.5124,1629
2.5181,1627
2.5237,1628
2.5293,1634
2.5347,1630
2.5403,1626
2.5459,1629
2.5513,1631
2.5569,1628
2.5626,1626
2.5682,1629
2.5736,1632
2.5792,1631
2.5848,1625
2.5905,1629
2.5958,1634
2.6014,1631
2.6071,1623
2.6124,1627
2.618,1635
2.6236,1629
2.6293,1624
2.6346,1627
2.6403,1634
2.6459,1630
2.6515,1625
2.6569,1627
2.6625,1633
2.6681,1631
2.6737,1625
2.6793,1628
2.6847,1635
2.6903,1633
2.6959,1625
2.7016,1626
2.7069,1632
2.7126,1634
2.7182,1627
2.7235,1624
2.7292,1630
2.7348,1633
2.7404,1628
2.7458,1625
2.7514,1630
2.757,1634
2.7626,1628
2.768,1624
2.7736,1630
2.7792,1633
2.7849,1628
2.7902,1626
2.7959,1630
2.8015,1633
2.8071,1628
2.8125,1625
2.8181,1629
2.8237,1632
2.8291,1626
2.8347,1629
2.8404,1634
2.846,1632
2.8513,1627
2.857,1629
2.8626,1633
2.8682,1629
2.8736,1626
2.8792,1628
2.8848,1632
2.8902,1628
2.8958,1626
2.9015,1630
2.9071,1633
2.9124,1627
2.9181,1624
2.9237,1632
2.9293,1631
2.9346,1626
2.9403,1625
2.9459,1630
2.9515,1632
2.9571,1625
2.9625,1627
2.9681,1631
2.9737,1633
2.9793,1627
2.9847,1624
2.9903,1631
2.9959,1633
3.0069,1627
3.0125,1632
3.0182,1631
3.0236,1628
3.0292,1624
3.0348,1630
3.0405,1634
3.0458,1627
3.0514,1626
3.0571,1633
3.0627,1632
3.068,1625
3.0737,1625
3.0793,1633
3.0849,1633
3.0902,1627
3.0959,1625
3.1015,1631
3.1071,1635
3.1125,1628
3.1181,1625
3.1237,1631
3.1294,1633
3.1347,1627
3.1403,1625
3.146,1629
3.1513,1634
3.157,1627
3.1626,1626
3.1682,1629
3.1736,1635
3.1792,1627
3.1848,1626
3.1905,1631
3.1958,1633
3.2014,1626
3.207,1627
3.2127,1632
3.218,1631
3.2236,1625
3.2293,1628
3.2349,1632
3.2402,1628
3.2458,1626
3.2515,1629
3.2571,1633
3.2627,1627
3.268,1626
3.2737,1634
3.2793,1630
3.2846,1624
3.2903,1627
3.2959,1634
3.3015,1631
3.3071,1626
3.3125,1629
3.3181,1632
3.3237,1630
3.3294,1626
3.3347,1629
3.3403,1632
3.3459,1632
3.3516,1624
3.3569,1628
3.3625,1635
3.3681,1631
3.3737,1624
3.3791,1629
3.3847,1633
3.3904,1632
3.3959,1625
3.4015,1626
3.4072,1632
3.4125,1634
3.4181,1627
3.4237,1624
3.4293,1630
3.4347,1636
3.4404,1629
3.446,1626
3.4513,1628
3.457,1634
3.4626,1628
3.4682,1625
3.4739,1630
3.4792,1635
3.4848,1629
3.4904,1625
3.4961,1629
3.5015,1633
3.5071,1627
3.5127,1627
3.518,1630
3.5237,1634
3.5293,1628
3.5346,1624
3.5403,1629
3.5459,1632
3.5515,1629
3.5572,1627
3.5625,1630
3.5681,1632
3.5738,1626
3.5794,1625
3.5847,1632
3.5903,1632
3.596,1628
3.6016,1625
3.6069,1629
3.6126,1634
3.6182,1625
3.6236,1627
3.6292,1631
3.6349,1631
3.6405,1624
3.6458,1626
3.6515,1632
3.6571,1630
3.6627,1625
3.6681,1628
3.6737,1632
3.6793,1630
3.6847,1624
3.6903,1629
3.696,1633
3.7016,1630
3.7069,1627
3.7126,1632
3.7182,1631
3.7238,1625
3.7292,1626
3.7348,1633
3.7405,1631
3.7458,1626
3.7514,1628
3.7571,1633
3.7627,1632
3.7681,1625
3.7737,1627
3.7793,1632
3.7849,1631
3.7903,1625
3.7959,1627
3.8015,1631
3.8072,1632
3.8125,1628
3.8182,1623
3.8238,1631
3.8291,1633
3.8348,1627
3.8404,1627
3.846,1631
3.8514,1631
3.857,1627
3.8626,1627
3.8682,1631
3.8736,1633
3.8792,1624
3.8848,1626
3.8905,1631
3.8958,1631
3.9014,1626
3.9071,1626
3.9127,1633
3.9181,1632
3.9237,1625
3.9293,1627
3.9347,1631
3.9403,1631
3.946,1626
3.9516,1628
3.9569,1631
3.9626,1628
3.9682,1627
3.9738,1627
3.9792,1632
3.9848,1627
3.9904,1627
3.9961,1630
4.0014,1633
4.0071,1628
4.0127,1624
4.018,1629
4.0237,1633
4.0293,1629
4.0349,1625
4.0403,1629
4.0459,1632
4.0516,1628
4.0569,1626
4.0626,1629
4.0682,1634
4.0738,1628
4.0792,1625
4.0848,1628
4.0904,1633
4.096,1627
4.1014,1628
4.107,1630
4.1126,1633
4.1183,1625
4.1236,1627
4.1292,1630
4.1348,1632
4.1405,1628
4.1461,1626
4.1515,1630
4.1571,1633
4.1627,1629
4.1681,1627
4.1737,1631
4.1793,1631
4.1849,1626
4.1903,1625
4.1959,1630
4.2016,1633
4.2072,1623
4.2125,1625
4.2182,1632
4.2238,1631
4.2294,1624
4.2348,1627
4.2404,1635
4.246,1630
4.2514,1624
4.257,1625
4.2626,1631
4.2682,1632
4.2739,1625
4.2792,1627
4.2848,1631
4.2905,1633
4.2958,1627
4.3014,1625
4.3071,1631
4.3127,1632
4.318,1627
4.3236,1627
4.3293,1630
4.3349,1633
4.3405,1625
4.3459,1627
4.3515,1633
4.3571,1634
4.3627,1624
4.3681,1626
4.3737,1631
4.3793,1634
4.385,1626
4.3903,1625
4.3959,1631
4.4016,1632
4.4072,1627
4.4125,1625
4.4182,1630
4.4238,1634
4.4294,1627
4.4347,1624
4.4404,1627
4.446,1635
4.4514,1630
4.457,1625
4.4626,1627
4.4683,1634
4.4736,1631
4.4793,1624
4.4849,1627
4.4903,1632
4.4959,1632
4.5015,1626
4.5071,1627
4.5125,1635
4.5181,1631
4.5238,1627
4.5294,1627
4.5347,1633
4.5404,1630
4.546,1626
4.5516,1626
4.557,1635
4.5626,1630
4.5682,1627
4.5738,1627
4.5792,1632
4.5848,1631
