Experiment: Mar_23_T2_osmo_expt vial 0, Tue Mar 23 18:19:48 2021
0.0016,1631
0.0069,1635
0.0125,1638
0.0179,1633
0.0235,1632
0.0292,1638
0.0348,1633
0.0401,1631
0.0458,1639
0.0514,1639
0.057,1629
0.0624,1631
0.068,1638
0.0736,1634
0.0793,1630
0.0846,1639
0.0902,1637
0.0959,1630
0.1015,1634
0.1068,1637
0.1124,1631
0.1181,1634
0.1234,1637
0.129,1632
0.1346,1632
0.1403,1639
0.1459,1637
0.1512,1629
0.1569,1636
0.1625,1638
0.1681,1632
0.1735,1633
0.1791,1640
0.1847,1636
0.1904,1629
0.1957,1635
0.2013,1636
0.207,1631
0.2123,1633
0.2179,1639
0.2236,1633
0.2292,1630
0.2346,1641
0.2401,1636
0.2457,1631
0.2514,1636
0.257,1635
0.2623,1629
0.2679,1637
0.2735,1637
0.2792,1631
0.2848,1633
0.2901,1638
0.2957,1631
0.3014,1631
0.307,1640
0.3123,1637
0.318,1631
0.3235,1634
0.3292,1639
0.3348,1634
0.3401,1628
0.3458,1638
0.3513,1637
0.357,1631
0.3623,1638
0.368,1639
0.3736,1630
0.3792,1632
0.3848,1642
0.3901,1633
0.3958,1628
0.4014,1636
0.407,1638
0.4126,1629
0.4179,1633
0.4236,1640
0.4292,1634
0.4348,1630
0.4401,1635
0.4458,1637
0.4514,1633
0.4568,1630
0.4624,1639
0.468,1637
0.4737,1630
0.479,1631
0.4846,1639
0.4903,1633
0.4959,1628
0.5012,1636
0.5069,1637
0.5125,1630
0.5181,1632
0.5234,1639
0.5291,1633
0.5347,1630
0.5401,1639
0.5458,1636
0.5514,1632
0.557,1636
0.5623,1637
0.568,1630
0.5736,1632
0.5792,1640
0.5846,1635
0.5902,1629
0.5959,1636
0.6015,1639
0.6068,1630
0.6125,1632
0.6181,1638
0.6237,1636
0.629,1630
0.6347,1635
0.6403,1637
0.6457,1631
0.6513,1633
0.6569,1639
0.6625,1632
0.6679,1631
0.6735,1637
0.6791,1634
0.6847,1630
0.6901,1637
0.6957,1637
0.7013,1631
0.7069,1636
0.7125,1638
0.7179,1630
0.7235,1636
0.7291,1639
0.7348,1629
0.7401,1634
0.7457,1640
0.7514,1632
0.757,1630
0.7623,1637
0.768,1638
0.7736,1629
0.7792,1632
0.7846,1638
0.7902,1633
0.7958,1631
0.8015,1639
0.8068,1637
0.8124,1628
0.8181,1635
0.8234,1638
0.829,1630
0.8347,1632
0.8403,1638
0.8459,1634
