Experiment: Mar_5_Turb_expt vial 9, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,-0.00016172626909827237
0.0164,0.0
0.0218,-0.0004759845793426143
0.0275,0.00016171531673514483
0.0329,-1.8455999737487794e-05
0.0384,-1.8455999737487794e-05
0.0441,-0.000332690825275872
0.0495,-0.00015249846363474262
0.0552,0.00017094384261984175
0.0606,0.0
0.0663,0.00017094384261984175
0.0717,0.0005035716962639158
0.0774,-0.00016172626909827237
0.0831,0.00016171531673514483
0.0885,1.8456441884917574e-05
0.0942,-0.00017095396402488916
0.0996,0.000314190905548406
0.1052,0.00016171531673514483
0.1106,0.00045742601741882716
0.1163,1.8456441884917574e-05
0.1217,-9.228055137144864e-06
0.1274,-0.00017095396402488916
0.1331,-0.00016172626909827237
0.1385,1.8456441884917574e-05
0.1442,-0.00015249846363474262
0.1496,0.0003326485672022761
0.1553,0.00017094384261984175
0.1607,0.0005035716962639158
