Experiment: Mar_5_Turb_expt vial 0, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,0.011442887321540418
0.0164,0.007666605835785489
0.0218,0.002308847514315815
0.0275,0.00806627351587963
0.0329,0.005040597602710584
0.0384,0.0045020919474616505
0.0441,0.009917479751995195
0.0495,0.0024627643457604265
0.0552,0.0035641531665451254
0.0606,0.009648437979810964
0.0663,0.0075035065102424525
0.0717,0.0025782372453173608
0.0774,0.0017123498646078872
0.0831,0.014337991585813725
0.0885,0.011711836770522233
0.0942,0.008604468877555504
0.0996,0.009061134940051119
0.1052,0.00875990996417908
0.1106,0.018089662498781856
0.1163,0.010692526954084514
0.1217,0.008335369946028237
0.1274,0.008229323473992523
0.1331,0.00640245672157036
0.1385,0.01163047756911606
0.1442,0.011067707013243222
0.1496,0.00039912692055832366
0.1553,0.0071038887581407195
0.1607,0.008979614530256086
