Experiment: Mar_5_Turb_expt vial 10, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,0.00029474522480366083
0.0164,0.00029474522480366083
0.0218,-0.0002432552172257907
0.0275,3.090383501702654e-05
0.0329,-0.0005174317747188573
0.0384,-0.0002535584125203938
0.0441,-0.00021234324387320314
0.0495,5.1508381251785806e-05
0.0552,-0.00021234324387320314
0.0606,0.0005482747029992296
0.0663,0.0005894684598229949
0.0717,-0.0010246024166369327
0.0774,-0.0005071266624687709
0.0831,-0.00021234324387320314
0.0885,-0.0002226476329023619
0.0942,-0.00047620893824928956
0.0996,-0.0007400887018782498
0.1052,0.00032564689015568415
0.1106,5.1508381251785806e-05
0.1163,-0.00047620893824928956
0.1217,5.1508381251785806e-05
0.1274,-0.00048651524423393155
0.1331,-0.0010142926746521397
0.1385,-0.0007503969248183751
0.1442,-0.00023295162401981706
0.1496,-0.001531812408269495
0.1553,-0.0007607047498476849
0.1607,-0.0004555951325463381
