Experiment: Mar_5_Turb_expt vial 11, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,-0.0011537422880030235
0.0164,-0.0014678904918792313
0.0218,-0.0008395995853787142
0.0275,0.0002627283403464631
0.0329,0.00013136440781202907
0.0384,0.0012849972854169778
0.0441,0.00044547446908005384
0.0495,0.00044547446908005384
0.0552,0.0006282232768288765
0.0606,-0.0007596188204619381
0.0663,-0.00026273024145062607
0.0717,0.000890934306092106
0.0774,0.0012050290370888561
0.0831,-0.0005768587872836406
0.0885,0.00013136440781202907
0.0942,-0.00013136488308784777
0.0996,0.00044547446908005384
0.1052,0.0005768340738452338
0.1106,0.0
0.1163,0.0003141143890399434
0.1217,0.000890934306092106
0.1274,0.002227226024718476
0.1331,0.0011536434342520607
0.1385,-0.0013365111996526124
0.1442,0.0003141143890399434
0.1496,5.1392803130489995e-05
0.1553,0.0002627283403464631
0.1607,0.0013363795110361565
