Experiment: Mar_5_Turb_expt vial 6, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,-2.12029039650119e-05
0.0164,0.00028610816766860836
0.0218,0.0002755060453656366
0.0275,0.0002755060453656366
0.0329,0.00028610816766860836
0.0384,0.001292592158737449
0.0441,0.0005297946048499202
0.0495,-0.0004874277576523145
0.0552,0.0010489333217660324
0.0606,0.0008052682457042604
0.0663,0.0005191954435272983
0.0717,0.001292592158737449
0.0774,0.0005297946048499202
0.0831,0.0005509953483628927
0.0885,0.0005191954435272983
0.0942,0.0007946696244942597
0.0996,0.0013031856649432516
0.1052,0.0002543042216269775
0.1106,0.0007946696244942597
0.1163,0.0010383376615359374
0.1217,0.00028610816766860836
0.1274,0.00026490473001850035
0.1331,2.120613178724362e-05
0.1385,0.0
0.1442,0.0005297946048499202
0.1496,0.0010489333217660324
0.1553,0.0005085970891600677
0.1607,1.0602662416037134e-05
