Experiment: Mar_5_Turb_expt vial 13, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,0.0002185239693511809
0.0164,0.0006555347233425657
0.0218,0.00041775224625151264
0.0275,0.0004466774914867466
0.0329,0.000864381380547119
0.0384,0.0006266125074003703
0.0441,0.0004370355437988138
0.0495,0.0006555347233425657
0.0552,0.00042739379538703215
0.0606,0.0008836618346943492
0.0663,0.0006458937854189051
0.0717,0.001529407492480206
0.0774,0.0010732174631004066
0.0831,0.00018959689048025918
0.0885,0.0004081108963922553
0.0942,0.0004370355437988138
0.0996,0.0006651758605423774
0.1052,-9.643369388134815e-06
0.1106,0.0008740215079826585
0.1163,0.0004081108963922553
0.1217,0.0004466774914867466
0.1274,0.001102135413942329
0.1331,0.0006458937854189051
0.1385,0.0008836618346943492
0.1442,0.0006266125074003703
0.1496,0.0008451017235049374
0.1553,0.0004370355437988138
0.1607,0.0010828565807714519
