Experiment: Mar_5_Turb_expt vial 7, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,0.0
0.0164,-0.0010818363233866535
0.0218,-0.0002617005361500446
0.0275,0.005635432142547359
0.0329,0.0007851093768387329
0.0384,0.001343507211551298
0.0441,0.0026869721925599777
0.0495,0.001343507211551298
0.0552,0.004292062910440819
0.0606,0.001343507211551298
0.0663,0.0026869721925599777
0.0717,0.0069787591441112795
0.0774,0.0029486514477916614
0.0831,0.005635432142547359
0.0885,0.0016051977546069907
0.0942,0.0040303949430295916
0.0996,0.0034720138424582103
0.1052,0.0
0.1106,0.0021285827249180045
0.1163,0.0024252942320579507
0.1217,0.0029486514477916614
0.1274,0.0069787591441112795
0.1331,-0.0005584062017796043
0.1385,-0.003769039323543666
0.1442,0.0021285827249180045
0.1496,0.005635432142547359
0.1553,0.0024252942320579507
0.1607,0.013433171741169758
