Experiment: Mar_5_Turb_expt vial 12, Fri Mar  5 17:59:36 2021
0.0053,0.0
0.0107,-0.0016377864084287097
0.0164,-0.00047915058303615865
0.0218,-0.0007985853163905432
0.0275,-0.0012181830743553945
0.0329,-0.001318328234839683
0.0384,-0.0007985853163905432
0.0441,-0.0023768660213807635
0.0495,-5.957012129620409e-05
0.0552,-0.001377906604490775
0.0606,0.0012586719163625304
0.0663,0.0
0.0717,0.0016782180695980031
0.0774,-0.0012181830743553945
0.0831,0.0005197101074934096
0.0885,-0.0012181830743553945
0.0942,0.0008391201870168175
0.0996,0.0009988249233785496
0.1052,-0.00047915058303615865
0.1106,-0.0006388678485809152
0.1163,-0.0006388678485809152
0.1217,0.00010014108192279991
0.1274,0.0014183707926651579
0.1331,-0.0010584597464866619
0.1385,-0.001318328234839683
0.1442,-0.00047915058303615865
0.1496,-0.0006388678485809152
0.1553,-5.957012129620409e-05
0.1607,0.0011991378072693237
