Experiment: Apr28_cal_tst_expt vial 4, Thu Apr 28 17:02:21 2022
0.0027,0.0
0.0078,0.005845171500998447
0.0131,0.004858741653284315
0.0188,0.005594632785876075
0.0244,0.001939877439516291
0.03,0.002272630518053431
0.0354,0.013988885079879776
0.041,0.006062035824416001
0.0466,0.004641347159390852
0.052,0.008345642384725849
0.0576,0.0064524984224049176
0.0632,0.005223559057947913
0.0689,2.7455326309655526e-05
0.0742,0.0013266973945408878
0.0799,0.0056251823976559145
0.0855,-0.0035454133122513887
0.0911,0.003232821723957724
0.0964,0.004273641604597644
0.1021,0.029518622464628164
0.1077,0.026584098582282334
0.1134,0.027657474645415847
0.1187,0.029619988731600766
0.1243,0.03477861964499129
0.1299,0.021975608089548127
0.1356,0.025010111693897552
0.1409,0.024600077655955843
0.1465,0.02996694556862395
0.1521,0.03343617014280498
0.1577,0.03304198966674593
0.1633,0.03527248988533849
0.1687,0.03202698239535656
0.1743,0.038321868854267416
0.1799,0.034534453301226675
0.1855,0.027263349650518354
0.1909,0.03605628448607817
0.1965,0.03552721374754114
0.2022,0.03585866729301079
0.2078,0.033990716673483135
0.2131,0.03797491182037577
0.2188,0.031253262854225694
0.2244,0.03314430977263294
0.23,0.034204421144778174
0.2354,0.03413255119254127
0.241,0.04023860381076527
0.2467,0.0371060449718249
0.252,0.03083100579710757
0.2577,0.0299386885309173
0.2633,0.03381537406700025
0.2689,0.0403965206910778
0.2743,0.019273573683437684
0.2799,0.024787491232725445
0.2855,0.03524262316568877
0.2911,0.02629495295755624
0.2965,0.034826761180895505
0.3021,0.038926827865821856
0.3078,0.031879668354847734
0.3134,0.03626215096794144
0.3187,0.03159482513493034
0.3243,0.03511940532147656
0.33,0.034547162412171206
0.3353,0.039692715169007686
0.341,0.03741695845091075
0.3466,0.036506870443322015
0.3522,0.04488846662209611
0.3576,0.004986626844327602
0.3632,0.027427321153005557
0.3688,0.03663851892094172
0.3745,0.035077647694932323
0.3798,0.03311778453282255
0.3854,0.04011722218827868
0.391,0.037425916595453745
0.3967,0.04109252636897098
0.4023,0.04054100614028899
0.4076,0.034644431343018256
0.4133,0.03803670077876764
