Experiment: June_23_negative_cntrl_expt vial 15, Wed Jun 23 11:25:37 2021
0,0
0.0268,0.4
10.1214,0.2
10.1381,0.4
11.9158,0.2
11.9325,0.4
13.9049,0.2
13.9216,0.4
15.5993,0.2
15.616,0.4
17.2382,0.2
17.2606,0.4
18.6939,0.2
18.7106,0.4
20.2383,0.2
20.255,0.4
21.8885,0.2
21.905,0.4
23.5775,0.2
23.594,0.4
25.0942,0.2
25.1107,0.4
26.6554,0.2
26.6718,0.4
28.2551,0.2
28.2718,0.4
29.794,0.2
29.8163,0.4
31.4665,0.2
31.4886,0.4
33.2,0.2
33.2221,0.4
34.7945,0.2
34.8165,0.4
36.4276,0.2
36.4499,0.4
38.0387,0.2
38.0611,0.4
39.6721,0.2
39.6944,0.4
41.3945,0.2
41.4168,0.4
42.8835,0.2
42.9057,0.4
44.5056,0.2
44.528,0.4
46.3278,0.2
46.35,0.4
48.039,0.2
48.0611,0.4
49.7335,0.2
49.7559,0.4
51.4836,0.2
51.5059,0.4
53.1948,0.2
53.2169,0.4
55.3336,0.2
55.3558,0.4
57.2782,0.2
57.3003,0.4
59.2729,0.2
59.295,0.4
61.2951,0.2
61.3173,0.4
63.2674,0.2
63.2895,0.4
65.3341,0.2
65.3562,0.4
67.2896,0.2
67.3117,0.4
69.2674,0.2
69.2896,0.4
71.3063,0.2
71.3285,0.4
73.4176,0.2
73.4397,0.4
75.3397,0.2
75.3619,0.4
77.512,0.2
77.5342,0.4
79.5398,0.2
79.5622,0.4
81.6511,0.2
81.6733,0.4
83.6621,0.2
83.6845,0.4
85.7402,0.2
85.7624,0.4
87.7513,0.2
87.7734,0.4
89.7179,0.2
89.7401,0.4
91.7012,0.2
91.7235,0.4
93.7181,0.2
93.7402,0.4
95.8903,0.2
95.9125,0.4
98.0071,0.2
98.0293,0.4
100.1183,0.2
100.1405,0.4
102.2294,0.2
102.2516,0.4
104.3182,0.2
104.3407,0.4
106.3239,0.2
106.3461,0.4
108.4018,0.2
108.4239,0.4
110.4129,0.2
110.4351,0.4
112.3573,0.2
112.3796,0.4
114.2408,0.2
114.2632,0.4
116.2021,0.2
116.2243,0.4
118.2798,0.2
118.3019,0.4
120.3242,0.2
120.3464,0.4
122.6243,0.2
122.6465,0.4
124.8855,0.2
124.9079,0.4
127.0189,0.2
127.041,0.4
129.1857,0.2
129.2078,0.4
131.2634,0.2
131.2858,0.4
133.3025,0.2
133.3247,0.4
135.5135,0.2
135.536,0.4
137.5358,0.2
137.558,0.4
139.7915,0.2
139.8136,0.4
141.9416,0.2
141.9639,0.4
144.0916,0.2
144.1138,0.4
146.2028,0.2
146.2249,0.4
148.3584,0.2
148.3806,0.4
150.5528,0.2
150.5752,0.4
152.6363,0.2
152.6585,0.4
154.7919,0.2
154.8141,0.4
157.0309,0.2
157.0531,0.4
159.1367,0.2
159.1589,0.4
161.3256,0.2
161.3478,0.4
163.4645,0.2
163.4868,0.4
165.7813,0.2
165.8035,0.4
167.8757,0.2
167.8981,0.4
170.1646,0.2
170.1868,0.4
172.3314,0.2
172.3537,0.4
174.5149,0.2
174.5371,0.4
176.7036,0.2
176.726,0.4
178.9204,0.2
178.9426,0.4
181.326,0.2
181.3484,0.4
183.6817,0.2
183.7039,0.4
186.265,0.2
186.2873,0.4
188.8818,0.2
188.9042,0.4
191.6098,0.2
191.632,0.4
193.9876,0.2
194.0097,0.4
196.7876,0.2
196.8098,0.4
200.0543,0.2
200.0767,0.4
203.2432,0.2
203.2656,0.4
206.5546,0.2
206.5768,0.4
209.888,0.2
209.9102,0.4
213.9713,0.2
213.9937,0.4
217.8161,0.2
217.838,0.4
