Experiment: June_23_negative_cntrl_expt vial 1, Wed Jun 23 11:25:37 2021
0,0
0.0268,0.4
7.3714,0.2
7.3881,0.4
8.5326,0.2
8.5492,0.4
10.0324,0.2
10.0492,0.4
11.4492,0.2
11.4659,0.4
11.6213,0.2
11.6327,0.4
11.9047,0.2
11.9158,0.4
13.9271,0.2
13.9381,0.4
16.355,0.2
16.3717,0.4
16.9495,0.2
16.9606,0.4
17.616,0.2
17.6271,0.4
18.8829,0.2
18.8938,0.4
19.4494,0.2
19.4604,0.4
21.0939,0.2
21.105,0.4
23.4331,0.2
23.4495,0.4
23.9164,0.2
23.9275,0.4
23.9829,0.2
23.994,0.4
27.1106,0.2
27.1274,0.4
28.3773,0.2
28.422,0.4
29.694,0.2
29.7164,0.4
30.972,0.2
30.9997,0.4
32.3054,0.2
32.3275,0.4
33.6554,0.2
33.6776,0.4
35.0221,0.2
35.0442,0.4
36.3556,0.2
36.3777,0.4
37.65,0.2
37.6721,0.4
37.861,0.2
37.8721,0.4
40.1165,0.2
40.1389,0.4
41.3501,0.2
41.3722,0.4
42.4779,0.2
42.5557,0.4
43.8947,0.2
43.9834,0.4
45.8891,0.2
45.9112,0.4
47.1614,0.2
47.1834,0.4
48.2723,0.2
48.2948,0.4
49.6614,0.2
49.717,0.4
50.9336,0.2
50.9558,0.4
52.3169,0.2
52.3392,0.4
53.6671,0.2
53.6892,0.4
55.0171,0.2
55.0393,0.4
56.2114,0.2
56.2392,0.4
57.6949,0.2
57.7171,0.4
59.0893,0.2
59.1117,0.4
60.4617,0.2
60.4838,0.4
61.8616,0.2
61.8841,0.4
62.4618,0.2
62.4784,0.4
64.5117,0.2
64.5395,0.4
65.8339,0.2
65.8564,0.4
67.1729,0.2
67.1952,0.4
68.4175,0.2
68.4508,0.4
69.7508,0.2
69.773,0.4
70.623,0.2
70.6396,0.4
72.3396,0.2
72.3674,0.4
73.6121,0.2
73.6342,0.4
74.8785,0.2
74.9009,0.4
76.1787,0.2
76.2065,0.4
77.5898,0.2
77.612,0.4
78.9845,0.2
79.0066,0.4
80.2123,0.2
80.2344,0.4
81.7511,0.2
81.7733,0.4
83.151,0.2
83.1734,0.4
84.5067,0.2
84.5288,0.4
84.6901,0.2
84.6955,0.4
86.8345,0.2
86.8567,0.4
88.1069,0.2
88.1291,0.4
89.3401,0.2
89.3625,0.4
90.3792,0.2
90.4014,0.4
91.4901,0.2
91.5125,0.4
92.5125,0.2
92.5346,0.4
93.8958,0.2
93.9179,0.4
95.2848,0.2
95.3181,0.4
96.5571,0.2
96.5904,0.4
97.8683,0.2
97.9017,0.4
99.0517,0.2
99.085,0.4
100.2128,0.2
100.2349,0.4
101.6459,0.2
101.6738,0.4
102.1627,0.2
102.1792,0.4
104.1238,0.2
104.146,0.4
105.5017,0.2
105.5238,0.4
106.6685,0.2
106.6961,0.4
108.0573,0.2
108.1019,0.4
109.3018,0.2
109.324,0.4
110.6962,0.2
110.724,0.4
111.9964,0.2
112.0239,0.4
113.4131,0.2
113.4352,0.4
114.5185,0.2
114.541,0.4
115.7464,0.2
115.7799,0.4
116.8354,0.2
116.8576,0.4
118.6576,0.2
118.6797,0.4
118.7075,0.2
118.7243,0.4
120.0966,0.2
120.1187,0.4
121.5742,0.2
121.5966,0.4
123.0133,0.2
123.0355,0.4
124.5577,0.2
124.5799,0.4
126.0079,0.2
126.0301,0.4
127.5412,0.2
127.569,0.4
129.2689,0.2
129.2911,0.4
130.869,0.2
130.8912,0.4
132.4801,0.2
132.5023,0.4
134.2745,0.2
134.297,0.4
135.6525,0.2
135.6803,0.4
137.5358,0.2
137.5637,0.4
139.2803,0.2
139.3024,0.4
141.0469,0.2
141.0694,0.4
142.9805,0.2
143.0026,0.4
144.9751,0.2
144.9973,0.4
147.6748,0.2
147.6973,0.4
150.0807,0.2
150.103,0.4
