Experiment: T3_Aug_19_pumped_od_cal_expt vial 0, Thu Aug 19 18:27:13 2021
0.0032,18037
0.0086,18024
0.0143,18111
0.0197,18062
0.0254,18104
0.0308,18043
0.0365,18099
0.0419,18145
0.0476,18101
0.053,18062
0.0585,18643
0.0642,18510
0.0696,18457
0.0753,18397
0.081,18427
0.0864,18546
0.0921,18578
0.0974,18356
0.1031,18481
0.1085,18976
0.1142,19019
0.1196,19071
0.1252,19106
0.1309,19079
0.1363,19142
0.142,19098
0.1474,19106
0.153,19011
0.1587,19097
0.1642,19651
0.1699,19514
0.1753,19642
0.1808,19619
0.1865,19608
0.1919,19457
0.1976,19618
0.203,19547
0.2086,19612
0.2141,19662
0.2198,20187
0.2252,20156
0.2309,20127
0.2363,20252
0.242,20225
0.2474,20225
0.2531,20229
0.2588,20255
0.2642,20166
0.2697,20777
0.2754,20736
0.2808,20651
0.2865,20729
0.2919,20822
0.2976,20847
0.303,20811
0.3087,20759
0.3141,20677
0.3198,20565
0.3253,21313
0.3307,21358
0.3364,21338
0.3421,21402
0.3474,21307
0.3531,21126
0.3586,21318
0.3643,21390
0.3697,21337
0.3754,21193
0.3808,21813
0.3865,21799
0.3919,21898
0.3976,21834
0.403,21858
0.4087,21893
0.4141,21828
0.4198,21988
0.4252,21853
0.4309,21895
0.4363,22430
0.4421,22405
0.4475,22247
0.4532,22364
0.4586,22335
0.4643,22421
0.4697,22276
0.4753,22352
0.4807,22343
0.4864,22328
0.4919,22894
0.4976,23003
0.503,22735
0.5087,22926
0.5141,22960
0.5198,22866
0.5252,23038
0.5309,22982
0.5363,22984
0.542,23041
0.5474,23475
0.5532,23427
0.5586,23450
0.5643,23544
0.5697,23421
0.5754,23474
0.5808,23322
0.5865,23390
0.5919,23457
0.5976,23273
0.603,23776
0.6087,23908
0.6141,23930
0.6198,23860
0.6252,23854
0.6309,23780
0.6365,23829
0.6419,23833
0.6476,23649
0.653,23710
0.6587,24453
0.6641,24097
0.6698,24369
0.6752,24355
0.6809,24189
0.6863,24217
0.692,24294
0.6974,24309
0.7031,24210
0.7086,24647
0.7142,24686
0.7197,24787
0.7253,24726
0.7307,24665
0.7364,24691
0.7419,24661
0.7475,24636
0.753,24707
0.7586,24851
0.7641,25139
0.7698,24906
0.7752,25134
0.7809,25186
0.7863,25006
0.792,25291
0.7974,25313
0.803,24986
0.8087,25017
0.8142,25392
0.8199,25546
0.8253,25499
0.831,25118
0.8364,24949
0.8421,25398
0.8475,25323
0.8532,25453
0.8586,25337
0.8643,25312
0.8698,25873
0.8754,25851
0.8808,25790
0.8865,25968
0.8919,25818
0.8976,25885
0.903,25876
0.9087,26037
0.9141,25878
0.9198,26039
0.9253,25211
0.931,26247
0.9364,26186
0.942,26061
0.9474,26107
0.9531,26302
0.9585,25987
0.9642,26374
0.9697,26407
0.9753,25895
0.9808,26266
0.9865,26647
0.9919,26732
0.9976,26439
1.003,26690
1.0087,26648
1.0142,26642
1.0199,26694
1.0253,26677
1.0308,26036
1.0365,26885
1.0419,26819
1.0476,26858
1.053,26930
1.0587,26949
1.0641,26759
1.0698,26845
