Experiment: T3_Aug_19_pumped_od_cal_expt vial 6, Thu Aug 19 18:27:13 2021
0.0032,21243
0.0086,21231
0.0143,21247
0.0197,21190
0.0254,21208
0.0308,21203
0.0365,21237
0.0419,21224
0.0476,21228
0.053,21206
0.0585,21614
0.0642,21675
0.0696,21618
0.0753,21702
0.081,21705
0.0864,21747
0.0921,21703
0.0974,21664
0.1031,21658
0.1085,22186
0.1142,22210
0.1196,22178
0.1252,22122
0.1309,22138
0.1363,22150
0.142,22172
0.1474,22198
0.153,22135
0.1587,22160
0.1642,22617
0.1699,22634
0.1753,22658
0.1808,22587
0.1865,22645
0.1919,22648
0.1976,22667
0.203,22579
0.2086,22605
0.2141,22579
0.2198,23076
0.2252,23120
0.2309,23111
0.2363,23124
0.242,23074
0.2474,23099
0.2531,23084
0.2588,23101
0.2642,23098
0.2697,23504
0.2754,23595
0.2808,23547
0.2865,23555
0.2919,23541
0.2976,23556
0.303,23571
0.3087,23580
0.3141,23571
0.3198,23574
0.3253,23992
0.3307,24036
0.3364,24027
0.3421,24041
0.3474,24038
0.3531,24020
0.3586,24072
0.3643,24042
0.3697,24025
0.3754,24031
0.3808,24496
0.3865,24507
0.3919,24519
0.3976,24472
0.403,24476
0.4087,24483
0.4141,24475
0.4198,24477
0.4252,24495
0.4309,24509
0.4363,24921
0.4421,24929
0.4475,24972
0.4532,24899
0.4586,24939
0.4643,24933
0.4697,24952
0.4753,24964
0.4807,24980
0.4864,24975
0.4919,25351
0.4976,25395
0.503,25392
0.5087,25376
0.5141,25383
0.5198,25393
0.5252,25411
0.5309,25380
0.5363,25393
0.542,25374
0.5474,25796
0.5532,25788
0.5586,25793
0.5643,25815
0.5697,25800
0.5754,25814
0.5808,25839
0.5865,25823
0.5919,25827
0.5976,25834
0.603,26194
0.6087,26200
0.6141,26174
0.6198,26200
0.6252,26207
0.6309,26215
0.6365,26195
0.6419,26208
0.6476,26195
0.653,26238
0.6587,26593
0.6641,26600
0.6698,26604
0.6752,26595
0.6809,26599
0.6863,26576
0.692,26598
0.6974,26583
0.7031,26591
0.7086,26932
0.7142,26955
0.7197,26948
0.7253,26950
0.7307,26954
0.7364,26964
0.7419,26942
0.7475,26982
0.753,26972
0.7586,26973
0.7641,27273
0.7698,27292
0.7752,27281
0.7809,27272
0.7863,27292
0.792,27286
0.7974,27306
0.803,27311
0.8087,27305
0.8142,27569
0.8199,27586
0.8253,27612
0.831,27590
0.8364,27577
0.8421,27595
0.8475,27587
0.8532,27587
0.8586,27592
0.8643,27600
0.8698,27806
0.8754,27828
0.8808,27842
0.8865,27852
0.8919,27856
0.8976,27852
0.903,27854
0.9087,27865
0.9141,27852
0.9198,27867
0.9253,28051
0.931,28025
0.9364,28064
0.942,28058
0.9474,28070
0.9531,28064
0.9585,28062
0.9642,28069
0.9697,28084
0.9753,28081
0.9808,28167
0.9865,28206
0.9919,28185
0.9976,28185
1.003,28214
1.0087,28220
1.0142,28237
1.0199,28183
1.0253,28233
1.0308,28219
1.0365,28252
1.0419,28269
1.0476,28294
1.053,28252
1.0587,28305
1.0641,28326
1.0698,28313
