Experiment: T3_Aug_19_pumped_od_cal_expt vial 5, Thu Aug 19 18:27:13 2021
0.0032,20394
0.0086,20342
0.0143,20364
0.0197,20333
0.0254,20362
0.0308,20259
0.0365,20343
0.0419,20355
0.0476,20357
0.053,20256
0.0585,20835
0.0642,20804
0.0696,20881
0.0753,20855
0.081,20846
0.0864,20835
0.0921,20859
0.0974,20893
0.1031,20848
0.1085,21420
0.1142,21424
0.1196,21455
0.1252,21417
0.1309,21412
0.1363,21430
0.142,21413
0.1474,21416
0.153,21416
0.1587,21408
0.1642,21935
0.1699,21914
0.1753,21963
0.1808,21945
0.1865,21954
0.1919,21944
0.1976,21967
0.203,21963
0.2086,21956
0.2141,21961
0.2198,22489
0.2252,22498
0.2309,22538
0.2363,22524
0.242,22531
0.2474,22516
0.2531,22512
0.2588,22476
0.2642,22506
0.2697,23017
0.2754,23069
0.2808,23041
0.2865,23022
0.2919,23021
0.2976,23023
0.303,22997
0.3087,23060
0.3141,23027
0.3198,23046
0.3253,23566
0.3307,23576
0.3364,23575
0.3421,23571
0.3474,23616
0.3531,23566
0.3586,23593
0.3643,23575
0.3697,23590
0.3754,23626
0.3808,24120
0.3865,24087
0.3919,24075
0.3976,24087
0.403,24095
0.4087,24076
0.4141,24134
0.4198,24113
0.4252,24078
0.4309,24079
0.4363,24620
0.4421,24596
0.4475,24610
0.4532,24616
0.4586,24584
0.4643,24611
0.4697,24628
0.4753,24599
0.4807,24584
0.4864,24622
0.4919,25079
0.4976,25053
0.503,25092
0.5087,25124
0.5141,25109
0.5198,25022
0.5252,25104
0.5309,25105
0.5363,25104
0.542,25094
0.5474,25546
0.5532,25523
0.5586,25543
0.5643,25530
0.5697,25561
0.5754,25571
0.5808,25523
0.5865,25556
0.5919,25533
0.5976,25557
0.603,25954
0.6087,25941
0.6141,25904
0.6198,25909
0.6252,25969
0.6309,25987
0.6365,25992
0.6419,25964
0.6476,25989
0.653,25992
0.6587,26320
0.6641,26374
0.6698,26357
0.6752,26313
0.6809,26348
0.6863,26350
0.692,26335
0.6974,26301
0.7031,26348
0.7086,26697
0.7142,26718
0.7197,26708
0.7253,26718
0.7307,26735
0.7364,26749
0.7419,26686
0.7475,26755
0.753,26755
0.7586,26765
0.7641,27009
0.7698,27060
0.7752,27072
0.7809,27069
0.7863,27061
0.792,27036
0.7974,27056
0.803,27022
0.8087,27098
0.8142,27350
0.8199,27367
0.8253,27367
0.831,27355
0.8364,27373
0.8421,27364
0.8475,27366
0.8532,27358
0.8586,27382
0.8643,27333
0.8698,27548
0.8754,27584
0.8808,27614
0.8865,27615
0.8919,27608
0.8976,27591
0.903,27609
0.9087,27603
0.9141,27600
0.9198,27629
0.9253,27768
0.931,27786
0.9364,27793
0.942,27788
0.9474,27788
0.9531,27810
0.9585,27793
0.9642,27820
0.9697,27782
0.9753,27785
0.9808,27889
0.9865,27942
0.9919,27918
0.9976,27941
1.003,27926
1.0087,27961
1.0142,27949
1.0199,27861
1.0253,27962
1.0308,27991
1.0365,27967
1.0419,27987
1.0476,28004
1.053,28022
1.0587,28026
1.0641,28035
1.0698,28034
