Experiment: Apr24_2022_tst_expt vial 8, Sun Apr 24 16:07:10 2022
0.0019,52507
0.0065,52452
0.0119,52491
0.0175,52571
0.0232,52747
0.0288,52771
0.0342,53130
0.0398,53504
0.0455,53519
0.0508,53604
0.0565,53613
0.0621,53630
0.0675,53653
0.0731,53659
0.0787,53747
0.0844,53699
0.0897,53662
0.0954,53625
0.101,53547
0.1063,53384
0.112,53286
0.1176,53171
0.1232,53050
0.1286,53023
0.1342,52986
0.1399,52961
0.1455,52992
0.1509,53012
0.1565,53038
0.1621,53051
0.1675,53125
0.1731,53156
0.1786,53214
0.1843,53220
0.1896,53230
0.1953,53232
0.2009,53215
0.2066,53336
0.2119,53327
0.2176,53336
0.2232,53284
0.2286,53269
0.2342,53188
0.2398,53205
0.2454,53241
0.2508,53274
0.2564,53213
0.2621,53333
0.2677,53560
0.2731,53586
0.2787,53599
0.2843,53580
0.2897,53667
0.2953,53723
0.3008,53776
0.3065,53854
0.3121,53881
0.3175,53919
0.3231,53920
0.3287,53950
0.3344,53959
0.3398,53969
0.3452,53984
0.3508,53982
0.3565,53993
0.3621,53991
0.3675,53991
0.373,53998
0.3787,54014
0.3843,54032
0.3899,54051
0.3953,54054
0.4009,54075
0.4066,54084
0.4119,54133
0.4176,54156
0.423,54193
0.4287,54194
0.4343,54247
0.4397,54252
0.4453,54281
0.4509,54301
0.4566,54347
0.4619,54362
0.4676,54393
0.4732,54402
0.4788,54472
0.4842,54487
0.4898,54496
0.4955,54504
0.5008,54523
0.5065,54558
0.5121,54549
0.5177,54566
0.5231,54562
0.5287,54569
0.5344,54570
0.5397,54566
0.5454,54555
0.551,54570
0.5564,54571
0.562,54570
0.5677,54584
0.573,54565
0.5787,54567
0.5843,54573
0.5899,54554
0.5953,54533
0.6009,54520
0.6066,54502
0.6119,54510
0.6176,54493
0.6232,54503
0.6288,54479
0.6342,54449
0.6398,54437
0.6455,54406
0.6508,54370
0.6565,54370
0.6621,54362
0.6675,54360
0.6732,54324
0.6789,54339
0.6843,54316
0.6897,54322
0.6953,54305
0.7009,54322
0.7064,54322
0.712,54314
0.7177,54301
0.723,54282
0.7287,54276
0.7342,54288
0.7398,54298
0.7452,54305
0.7508,54295
0.7564,54303
0.762,54321
0.7675,54317
0.7731,54320
0.7787,54316
0.7844,54348
0.7897,54375
0.7954,54358
0.801,54381
0.8064,54375
0.8121,54370
0.8176,54403
