Experiment: Apr24_2022_tst_expt vial 1, Sun Apr 24 16:07:10 2022
0.0019,52462
0.0065,52460
0.0119,52471
0.0175,52469
0.0232,52471
0.0288,52459
0.0342,52467
0.0398,52473
0.0455,52480
0.0508,52472
0.0565,52470
0.0621,52475
0.0675,52477
0.0731,52488
0.0787,52486
0.0844,52400
0.0897,52498
0.0954,52497
0.101,52485
0.1063,52490
0.112,52501
0.1176,52499
0.1232,52497
0.1286,52493
0.1342,52505
0.1399,52502
0.1455,52496
0.1509,52508
0.1565,52504
0.1621,52504
0.1675,52512
0.1731,52458
0.1786,52497
0.1843,52506
0.1896,52496
0.1953,52481
0.2009,52483
0.2066,52485
0.2119,52466
0.2176,52444
0.2232,52450
0.2286,52453
0.2342,52410
0.2398,52308
0.2454,51992
0.2508,51879
0.2564,51782
0.2621,51644
0.2677,51586
0.2731,51535
0.2787,51379
0.2843,51374
0.2897,51294
0.2953,51293
0.3008,51352
0.3065,51313
0.3121,51279
0.3175,51329
0.3231,51258
0.3287,51238
0.3344,51262
0.3398,51268
0.3452,51344
0.3508,51389
0.3565,51456
0.3621,51531
0.3675,51616
0.373,51712
0.3787,51752
0.3843,51797
0.3899,51872
0.3953,51906
0.4009,51992
0.4066,52065
0.4119,52097
0.4176,52119
0.423,52199
0.4287,52242
0.4343,52251
0.4397,52266
0.4453,52258
0.4509,52255
0.4566,52257
0.4619,52254
0.4676,52265
0.4732,52283
0.4788,52297
0.4842,52306
0.4898,52297
0.4955,52296
0.5008,52308
0.5065,52321
0.5121,52291
0.5177,52317
0.5231,52309
0.5287,52325
0.5344,52310
0.5397,52297
0.5454,52318
0.551,52344
0.5564,52325
0.562,52326
0.5677,52327
0.573,52317
0.5787,52311
0.5843,52295
0.5899,52283
0.5953,52267
0.6009,52266
0.6066,52260
0.6119,52252
0.6176,52244
0.6232,52234
0.6288,52230
0.6342,52229
0.6398,52231
0.6455,52260
0.6508,52251
0.6565,52268
0.6621,52258
0.6675,52190
0.6732,52211
0.6789,52198
0.6843,52209
0.6897,52206
0.6953,52211
0.7009,52213
0.7064,52231
0.712,52223
0.7177,52227
0.723,52089
0.7287,52136
0.7342,52239
0.7398,52404
0.7452,52416
0.7508,52301
0.7564,52417
0.762,52567
0.7675,52571
0.7731,51432
0.7787,50992
0.7844,50616
0.7897,50700
0.7954,50909
0.801,51296
0.8064,51097
0.8121,50879
0.8176,51621
