Experiment: Apr24_2022_tst_expt vial 6, Sun Apr 24 16:07:10 2022
0.0019,54854
0.0065,54830
0.0119,54854
0.0175,54875
0.0232,54923
0.0288,54936
0.0342,54910
0.0398,54921
0.0455,54911
0.0508,54933
0.0565,54943
0.0621,54964
0.0675,54957
0.0731,54958
0.0787,54962
0.0844,54951
0.0897,54936
0.0954,54951
0.101,54955
0.1063,54953
0.112,54961
0.1176,54948
0.1232,54962
0.1286,54957
0.1342,54952
0.1399,54958
0.1455,54957
0.1509,54980
0.1565,54947
0.1621,54936
0.1675,54949
0.1731,54949
0.1786,54948
0.1843,54948
0.1896,54942
0.1953,54953
0.2009,54947
0.2066,54944
0.2119,54941
0.2176,54946
0.2232,54945
0.2286,54938
0.2342,54951
0.2398,54947
0.2454,54932
0.2508,54945
0.2564,54937
0.2621,54922
0.2677,54946
0.2731,54961
0.2787,54938
0.2843,54956
0.2897,54948
0.2953,54960
0.3008,54970
0.3065,54961
0.3121,54952
0.3175,54954
0.3231,54968
0.3287,54957
0.3344,54957
0.3398,54957
0.3452,54942
0.3508,54945
0.3565,54968
0.3621,54822
0.3675,54815
0.373,54801
0.3787,54827
0.3843,54806
0.3899,54797
0.3953,54802
0.4009,54817
0.4066,54837
0.4119,54814
0.4176,54805
0.423,54816
0.4287,54814
0.4343,54812
0.4397,54831
0.4453,54820
0.4509,54822
0.4566,54815
0.4619,54822
0.4676,54816
0.4732,54801
0.4788,54821
0.4842,54816
0.4898,54809
0.4955,54809
0.5008,54813
0.5065,54832
0.5121,54834
0.5177,54806
0.5231,54810
0.5287,54818
0.5344,54817
0.5397,54816
0.5454,54818
0.551,54828
0.5564,54818
0.562,54806
0.5677,54813
0.573,54819
0.5787,54823
0.5843,54811
0.5899,54810
0.5953,54835
0.6009,54804
0.6066,54806
0.6119,54838
0.6176,54830
0.6232,54824
0.6288,54826
0.6342,54819
0.6398,54803
0.6455,54818
0.6508,54831
0.6565,54824
0.6621,54842
0.6675,54833
0.6732,54827
0.6789,54831
0.6843,54842
0.6897,54817
0.6953,54839
0.7009,54799
0.7064,54847
0.712,54844
0.7177,54834
0.723,54882
0.7287,54660
0.7342,55244
0.7398,55157
0.7452,55152
0.7508,55163
0.7564,55139
0.762,55154
0.7675,55138
0.7731,55148
0.7787,55130
0.7844,55140
0.7897,55080
0.7954,55056
0.801,55041
0.8064,55021
0.8121,55011
0.8176,54974
