Experiment: Apr24_2022_tst_expt vial 12, Sun Apr 24 16:07:10 2022
0.0019,55362
0.0065,55352
0.0119,55368
0.0175,55373
0.0232,55365
0.0288,55361
0.0342,55351
0.0398,55366
0.0455,55363
0.0508,55355
0.0565,55378
0.0621,55374
0.0675,55384
0.0731,55345
0.0787,55337
0.0844,55339
0.0897,55359
0.0954,55356
0.101,55371
0.1063,55373
0.112,55382
0.1176,55381
0.1232,55378
0.1286,55389
0.1342,55385
0.1399,55382
0.1455,55369
0.1509,55388
0.1565,55385
0.1621,55380
0.1675,55370
0.1731,55354
0.1786,55349
0.1843,55354
0.1896,55339
0.1953,55355
0.2009,55347
0.2066,55308
0.2119,55294
0.2176,55286
0.2232,55271
0.2286,55260
0.2342,55262
0.2398,55244
0.2454,55263
0.2508,55265
0.2564,55253
0.2621,55282
0.2677,55252
0.2731,55269
0.2787,55258
0.2843,55259
0.2897,55255
0.2953,55226
0.3008,55210
0.3065,55212
0.3121,55074
0.3175,55090
0.3231,55115
0.3287,55145
0.3344,55143
0.3398,55154
0.3452,55146
0.3508,55166
0.3565,55140
0.3621,55150
0.3675,55147
0.373,55150
0.3787,55148
0.3843,55141
0.3899,55133
0.3953,55134
0.4009,55149
0.4066,55152
0.4119,55148
0.4176,55135
0.423,55139
0.4287,55135
0.4343,55134
0.4397,55138
0.4453,55128
0.4509,55136
0.4566,55132
0.4619,55129
0.4676,55147
0.4732,55133
0.4788,55144
0.4842,55140
0.4898,55130
0.4955,55123
0.5008,55140
0.5065,55075
0.5121,55114
0.5177,54980
0.5231,54973
0.5287,54917
0.5344,54829
0.5397,54795
0.5454,54817
0.551,54837
0.5564,54893
0.562,54971
0.5677,55245
0.573,55269
0.5787,55438
0.5843,55467
0.5899,55468
0.5953,55473
0.6009,55479
0.6066,55478
0.6119,55485
0.6176,55460
0.6232,55426
0.6288,55509
0.6342,55522
0.6398,55530
0.6455,55535
0.6508,55534
0.6565,55538
0.6621,55537
0.6675,55535
0.6732,55533
0.6789,55534
0.6843,55531
0.6897,55536
0.6953,55530
0.7009,55518
0.7064,55520
0.712,55514
0.7177,55508
0.723,55526
0.7287,55519
0.7342,55524
0.7398,55511
0.7452,55504
0.7508,55502
0.7564,55514
0.762,55511
0.7675,55513
0.7731,55504
0.7787,55503
0.7844,55506
0.7897,55505
0.7954,55512
0.801,55509
0.8064,55502
0.8121,55504
0.8176,55505
