Experiment: Apr24_2022_tst_expt vial 5, Sun Apr 24 16:07:10 2022
0.0019,52463
0.0065,52461
0.0119,52456
0.0175,52474
0.0232,52474
0.0288,52470
0.0342,52472
0.0398,52468
0.0455,52477
0.0508,52479
0.0565,52493
0.0621,52499
0.0675,52491
0.0731,52494
0.0787,52499
0.0844,52488
0.0897,52501
0.0954,52500
0.101,52510
0.1063,52499
0.112,52504
0.1176,52502
0.1232,52503
0.1286,52501
0.1342,52492
0.1399,52495
0.1455,52497
0.1509,52496
0.1565,52494
0.1621,52490
0.1675,52513
0.1731,52497
0.1786,52490
0.1843,52503
0.1896,52504
0.1953,52503
0.2009,52501
0.2066,52500
0.2119,52503
0.2176,52498
0.2232,52503
0.2286,52501
0.2342,52507
0.2398,52506
0.2454,52490
0.2508,52505
0.2564,52500
0.2621,52504
0.2677,52502
0.2731,52516
0.2787,52494
0.2843,52473
0.2897,52508
0.2953,52518
0.3008,52507
0.3065,52512
0.3121,52510
0.3175,52519
0.3231,52509
0.3287,52511
0.3344,52516
0.3398,52514
0.3452,52528
0.3508,52528
0.3565,52525
0.3621,52523
0.3675,52519
0.373,52526
0.3787,52536
0.3843,52531
0.3899,52524
0.3953,52526
0.4009,52528
0.4066,52539
0.4119,52529
0.4176,52529
0.423,52530
0.4287,52526
0.4343,52535
0.4397,52536
0.4453,52540
0.4509,52534
0.4566,52534
0.4619,52534
0.4676,52524
0.4732,52525
0.4788,52545
0.4842,52543
0.4898,52538
0.4955,52536
0.5008,52545
0.5065,52545
0.5121,52547
0.5177,52544
0.5231,52550
0.5287,52547
0.5344,52550
0.5397,52556
0.5454,52550
0.551,52552
0.5564,52555
0.562,52555
0.5677,52549
0.573,52545
0.5787,52454
0.5843,52551
0.5899,52559
0.5953,52553
0.6009,52550
0.6066,52556
0.6119,52566
0.6176,52555
0.6232,52551
0.6288,52564
0.6342,52569
0.6398,52564
0.6455,52557
0.6508,52562
0.6565,52573
0.6621,52563
0.6675,52568
0.6732,52571
0.6789,52573
0.6843,52572
0.6897,52567
0.6953,52571
0.7009,52571
0.7064,52579
0.712,52574
0.7177,52557
0.723,52551
0.7287,33655
0.7342,16351
0.7398,19935
0.7452,17536
0.7508,18933
0.7564,21406
0.762,18592
0.7675,17158
0.7731,15954
0.7787,17749
0.7844,19824
0.7897,19441
0.7954,18351
0.801,18044
0.8064,21889
0.8121,19969
0.8176,19614
