Experiment: Feb_19_eric7_chem_expt vial 0, Thu Feb 18 15:47:19 2021
0.0023,0.0
0.0072,-0.0003523399882157524
0.0125,-0.0010745849899907317
0.0182,-0.004641716598604989
0.0236,-0.004620048337502014
0.0292,-0.006115012233357198
0.0349,-0.005938400822446663
0.0403,-0.0074099303157886265
0.046,-0.004950502718380254
0.0516,-0.0067716507618730964
0.057,-0.007078398834365493
0.0627,-0.004708976545190854
0.0681,-0.005411956776333035
0.0737,-0.004665745920603093
0.0794,-0.004579283924008054
0.0848,-0.004096370120379861
0.0905,-0.005433596367490953
0.0959,-0.004381035054601773
0.1015,-0.004359427627645948
0.1072,-0.0031091406891823187
0.1126,-0.004402642419272795
0.1182,-0.005411956776333035
0.1236,-0.00471264206335846
0.1293,-0.0030228719269462107
0.135,-0.004139568829904766
0.1403,-0.003768568116805482
0.1459,-0.001398307896795098
0.1516,-0.0044242497216590015
0.157,-0.0022083346650458024
0.1627,-0.0018593597576778143
0.1681,-0.003216975240566078
0.1738,-0.004402642419272795
0.1849,-0.00416116809123912
0.1905,-0.00361351138705554
0.196,-0.003919707530779193
0.4459,-0.003984480631070472
0.4516,-0.003350527533570777
0.457,-0.003479977428396161
0.4627,-0.004402642419272795
0.4681,-0.0044242497216590015
0.4738,-0.005213674084688744
0.4792,-0.003415252761265114
0.4849,-0.002272937782139259
0.4906,-0.004139568829904766
0.496,-0.0038333425250760417
0.5016,-0.003216975240566078
0.507,-0.004993749300500339
