Experiment: Feb_19_eric7_chem_expt vial 3, Thu Feb 18 15:47:19 2021
0.0023,0.0
0.0072,3.6838303468789135e-05
0.0125,-0.0007710010115988819
0.0182,-0.004397609537543978
0.0236,-0.0011865970991411512
0.0292,-0.0030647269903500973
0.0349,-0.0046485166326406535
0.0403,-0.005428683572275883
0.046,0.0025044575737989128
0.0516,0.0005305083116653453
0.057,0.0005628361189051745
0.0627,-0.0034665175973338513
0.0681,0.0005351241088178416
0.0737,0.0017158744508312118
0.0794,-0.0014581005735680996
0.0848,-0.003050621886071969
0.0905,-0.001495387236351231
0.0959,-0.0014581005735680996
0.1015,0.0017571712174819787
0.1072,-0.0026723711072773604
0.1126,-0.0026864366388976713
0.1182,-0.0018222648980081857
0.1236,-0.0034476727942469587
0.1293,-0.0026770604381598506
0.135,-0.0034523852255345933
0.1403,-0.0038730800445194724
0.1459,-0.0042418784178743785
0.1516,-0.0022519403539145166
0.157,-0.0018830325387695357
0.1627,-0.001056577972166961
0.1681,-0.0006690430879374709
0.1738,-0.0010751915095981168
0.1849,-0.003849480645652159
0.1905,-0.0046627357290598415
0.196,-0.0034476727942469587
0.4459,0.008088184933271236
0.4516,0.005324443363620812
0.457,0.0057341169928510904
0.4627,0.007305050137732305
0.4681,0.0029192131651294417
0.4738,0.0033293174711332973
0.4792,0.006503966262100036
0.4849,0.008902157954546075
0.4906,0.009293601372628357
0.496,0.00810148470948624
0.5016,0.005720633923292251
0.507,0.005707158236815335
