Experiment: Feb_19_eric7_chem_expt vial 6, Thu Feb 18 15:47:19 2021
0.0023,0.0
0.0072,-0.000958023782247075
0.0125,-0.0013014917994449426
0.0182,-0.0028050657443856597
0.0236,-0.0017096398657603373
0.0292,-0.0009687814616832213
0.0349,-0.001889493645653495
0.0403,-0.0026197724497329933
0.046,0.001105142576637519
0.0516,-0.001159358814872169
0.057,0.00017437069850712028
0.0627,-0.0011539790315624465
0.0681,-0.00035950082193902944
0.0737,0.0007028447829999784
0.0794,0.001279474766805011
0.0848,-0.0009418812109258656
0.0905,-4.296392370761737e-05
0.0959,-0.0004132568766150868
0.1015,-0.0013499510232453105
0.1072,-0.003589611521113145
0.1126,-0.000995661538550685
0.1182,-0.002265402886807877
0.1236,-0.0011432170440777156
0.1293,-0.002112468408613566
0.135,-0.0005822955787688766
0.1403,-0.0005715416736962187
0.1459,-0.0003917641382118475
0.1516,0.000539204439734986
0.157,-0.0006145379270521278
0.1627,-0.0003971385332459665
0.1681,-0.0017419452337175123
0.1738,-0.0004186280438271961
0.1849,-0.003202707818632522
0.1905,-0.0024398877915192685
0.196,-0.003060556128039238
0.4459,0.0022152497206895383
0.4516,-0.0011539790315624465
0.457,0.00243766197221551
0.4627,0.0007296521374426934
0.4681,0.0003487418868384218
0.4738,0.001105142576637519
0.4792,-0.0005607845408008849
0.4849,0.0005553025770734799
0.4906,0.0003487418868384218
0.496,-1.0745822660807036e-05
0.5016,-0.0009634030254432879
0.507,-0.0026952911259541246
