Experiment: Feb_19_eric7_chem_expt vial 1, Thu Feb 18 15:47:19 2021
0.0023,0.0
0.0072,-0.00019643566710469962
0.0125,-0.00019822616860221132
0.0182,-0.0006077786045745048
0.0236,-0.0016313988965395154
0.0292,-0.002303945999866497
0.0349,-0.0029185034315359903
0.0403,-0.002714001719335557
0.046,-5.97911681332608e-05
0.0516,-0.001286803190919561
0.057,-0.0016901100320569906
0.0627,-0.002105544097005696
0.0681,-0.0023078068305604216
0.0737,-0.0008742851534037088
0.0794,-0.0012840796487781914
0.0848,-0.0006737548288665574
0.0905,-0.0019016492070853541
0.0959,-0.002100051638214695
0.1015,-0.0016928565878276958
0.1072,-0.0014895522791048554
0.1126,-0.001284625339943113
0.1182,-0.0014900980604751757
0.1236,-0.0006683276486201262
0.1293,0.00014500457740962425
0.135,-0.0023050515511927605
0.1403,-0.0006732143219997377
0.1459,-0.00026729321150786856
0.1516,-0.002101704535221738
0.157,-0.0006742948443644314
0.1627,-0.00026244796265806336
0.1681,0.0007534124154037203
0.1738,-0.0002640674679248445
0.1849,-0.0008764603172689567
0.1905,-0.0004699798215767048
0.196,-0.001078081004499798
0.4459,-0.0019000113217482184
0.4516,-0.001695044987810812
0.457,-0.002104449536195596
0.4627,-0.0016939517705564233
0.4681,-0.0018989169413472506
0.4738,-0.002308356412327961
0.4792,-0.0018978205954723881
0.4849,-0.0012824396270707528
0.4906,-5.925289735497774e-05
0.496,0.0003492443000865375
0.5016,0.0005561489009722198
0.507,-0.001077534420802051
