Experiment: Mar_25_Phage_osmo_expt vial 6, Thu Mar 25 17:24:46 2021
0,0
0.0247,0.4
15.631,0.2
15.6476,0.4
16.8643,0.2
16.881,0.4
18.1697,0.2
18.1866,0.4
19.4088,0.2
19.4256,0.4
20.6642,0.2
20.681,0.4
21.9367,0.2
21.9532,0.4
23.2645,0.2
23.2811,0.4
24.57,0.2
24.5867,0.4
25.8534,0.2
25.8701,0.4
56.9432,0.2
56.9598,0.4
59.5153,0.2
59.5322,0.4
61.6322,0.2
61.6487,0.4
63.6153,0.2
63.6321,0.4
65.5989,0.2
65.6155,0.4
67.5324,0.2
67.5491,0.4
69.3379,0.2
69.3545,0.4
