Experiment: Mar_18_osmo_expt vial 8, Thu Mar 18 18:20:47 2021
0.0052,0.0
0.0109,-0.0013758025688572761
0.0165,-0.002285101623884511
0.0219,-0.0003071331375594788
0.0275,-0.00019666882890057025
0.0332,-9.83703573718131e-05
0.0388,-0.0003440022935199405
0.0442,8.579167210043259e-05
0.0498,-0.00033171369808338014
0.0554,-0.0009826849076106647
0.0608,-0.0011546594756122186
0.0664,0.0012506559063019118
0.072,0.0008241173421457137
0.0777,0.0011043037098081854
0.083,0.0013114548818968785
0.0887,0.001692185622702569
0.0943,0.0023360584189746625
0.0997,0.0010481547273599734
0.1053,0.0007960756882592346
0.111,-0.0007279375975042246
0.1163,0.0020564964958762477
0.122,0.0005610110482301423
0.1276,0.0016983128905099232
0.1332,0.000986777566928554
0.1386,0.000964325203546279
0.1442,0.002022803551757102
0.1498,0.0006508500714283993
0.1554,0.00021376463349054298
0.1608,0.0023310657022486136
0.1664,0.001401243751485426
0.1721,0.0036682461684047762
0.1774,0.001630908194667935
0.183,0.001574768503248336
0.1887,0.0013114548818968785
0.1943,0.0035896541674944604
0.1997,0.0016361169487013605
0.2053,0.00189426535488324
0.2109,0.0016585410486531504
0.2166,0.001602489222895409
0.2219,0.0010817990861045068
0.2276,0.0006224499624292168
0.2332,0.0005327964529435736
0.2386,0.0020616338967756054
0.2442,0.002039210449943374
0.2498,0.003063432640381114
0.2555,0.000953018261970584
0.2608,0.0015576679801829751
0.2665,0.001260905157226988
0.2721,0.0008129272666563825
0.2775,0.00176482682184953
0.283,0.0003031242831470493
0.2886,-0.0002457757379175085
0.2942,-0.0001614477604270359
0.2999,0.001804035514941349
0.3052,0.00013525737908692825
0.3108,0.00023594719468289505
0.3164,-0.0011757791124547001
0.3221,0.001260905157226988
0.3275,-0.000587234431368433
0.3331,-0.00013909887648111408
0.3386,5.700597817948072e-05
0.3442,-0.0012874586871174376
0.3499,0.00014140756921010578
0.3552,-9.438762999436356e-05
0.3608,0.0009418356506674108
0.3664,0.0001525710140686254
0.372,0.0003598096952752705
0.3774,0.0016140186045190408
0.383,-6.584931054542942e-05
0.3887,0.0005223795528486175
0.3942,0.001362230013356669
0.3998,-9.933171083775783e-05
0.4052,-0.0011805085966132278
0.4108,-0.00015958086619849432
0.4165,-0.0006477178228254665
0.422,1.4252852076568345e-05
0.4277,-0.0013253978847980186
0.433,7.533841784201911e-06
0.4387,0.00021476734472347658
0.4443,0.0003439583604125662
0.4496,-0.001521620187003414
0.4553,-0.0008327333884645682
0.4609,0.0006358202699221494
0.4666,0.0009944617206618656
0.4719,4.7646661817335456e-05
0.4776,-0.0012221795028581894
0.4832,-0.00019297348095470568
0.4885,7.686571558362942e-05
0.4942,0.0010501055641107815
0.4998,7.686571558362942e-05
0.5054,0.0004175199073781499
0.5108,-0.00011922129742081289
0.5164,0.0018186111996334464
0.522,0.0001840531474530671
0.5277,-0.00020811420644872847
0.533,0.00045787156042331745
0.5387,-0.0006150716157038438
0.5443,-0.0009297329382214059
0.5497,-0.0003191292532667145
0.5553,0.00046516136879581893
0.561,0.0005392413973503984
0.5666,0.0009312564933940948
