Experiment: Mar_18_osmo_expt vial 12, Thu Mar 18 18:20:47 2021
0.0052,0.0
0.0109,0.0002498877103533914
0.0165,0.0015811029754436157
0.0219,0.006384703381903667
0.0275,0.0037014425049657906
0.0332,0.0029321132203116718
0.0388,0.0013313270068527339
0.0442,-0.0001265930187249742
0.0498,0.0035786807784626284
0.0554,0.0024980896713699963
0.0608,0.0003525877512028375
0.0664,-0.0005203867181184374
0.072,0.001122576170829448
0.0777,0.017656624439220725
0.083,0.004828840545462398
0.0887,0.00325530615507702
0.0943,0.0038865343192933666
0.0997,0.003741237772175221
0.1053,-0.00045289824244620913
0.111,0.00010041456423631745
0.1163,0.0015930306711768316
0.122,0.003961594219542008
0.1276,0.002178940378937788
0.1332,0.0016467301463647388
0.1386,0.002099983797244742
0.1442,0.002241301279519159
0.1498,-0.00039990575368231696
0.1554,0.00027858265862590326
0.1608,0.0009478955106857478
0.1664,0.00037817507729459576
0.1721,0.0005611268174015027
0.1774,-0.0010947484517343509
0.183,0.00023235651260727908
0.1887,-0.0004207549619141826
0.1943,0.0033428899647659494
0.1997,-0.00038370085307443125
0.2053,0.0019710575630477734
0.2109,0.0006444254395506777
0.2166,0.002503273785802118
0.2219,0.0005403016561961738
0.2276,-0.0007705485397607736
0.2332,0.0006191743445324582
0.2386,0.0020334245316082633
0.2442,0.0012557402669948758
0.2498,0.0017257001699357288
0.2555,0.0013181611896790901
0.2608,0.0004153464414057284
0.2665,-0.001036973087418347
0.2721,0.0002115244800166005
0.2775,-7.564432381979014e-05
0.283,-0.0012616900406040576
0.2886,-0.001036973087418347
0.2942,0.0001535680454757271
0.2999,-0.0005041538175156179
0.3052,-0.0013034274604811769
0.3108,-0.0009743860547742345
0.3164,-0.00013357217979126368
0.3221,-0.0013034274604811769
0.3275,-0.00013816103575153837
0.3331,-0.0018523316235457
0.3386,-0.002056156403217879
0.3442,-0.0018155443425788564
0.3499,-0.0025316480594489432
0.3552,-0.0021238573392204363
0.3608,-0.0011573500305697149
0.3664,-0.0024062563572647133
0.372,-0.001319424100556854
0.3774,-0.0018472571507169855
0.383,-0.0008283567245780388
0.3887,-0.001319424100556854
0.3942,-0.0012985514520851282
0.3998,-0.0010321486932928225
0.4052,-0.00017057781262758143
0.4108,-0.0008860896695665477
0.4165,-0.002071914083562665
0.422,-0.00019142479594286277
0.4277,-0.00219728636822919
0.433,-0.002667595091773056
0.4387,-0.0005363277972569302
0.4443,-0.001027225428137768
0.4496,-0.003117030031044632
0.4553,-0.0030542720510126076
0.4609,-0.000594001355188778
0.4666,-0.0013353293421466406
0.4719,-0.0008811409584647545
0.4776,-0.003027896267711383
0.4832,-0.0010013298400751158
0.4885,-0.00046883278497711345
0.4942,-0.0010639508025315214
0.4998,-0.001941295041258062
0.5054,-9.835873895341907e-05
0.5108,5.9064609870818074e-06
0.5164,-0.0011841062624858845
0.522,-0.0007508641941779692
0.5277,-0.0012467435915220482
0.533,0.003035406153757081
0.5387,0.0007624830535025162
0.5443,0.0003554012399160089
0.5497,-0.0003594916159541661
0.5553,0.0005958034203323859
0.561,0.0009916464123365665
0.5666,-0.00023937598476286848
0.572,-0.00011422804566008082
0.5776,0.0010333098481269398
0.5832,0.0019467319444249065
0.5886,0.0015027280159914946
0.5942,0.002080817265254775
0.5999,0.0019304844906743446
