Experiment: June_23_negative_cntrl_expt vial 15, Wed Jun 23 11:25:39 2021
0.0044,1633
0.0101,1627
0.0157,1629
0.0211,1634
0.0268,1632
0.0324,1629
0.0378,1630
0.0435,1634
0.0489,1633
0.0545,1630
0.0602,1630
0.0656,1635
0.0713,1635
0.0766,1632
0.0823,1629
0.0879,1632
0.0933,1635
0.099,1633
0.1046,1629
0.11,1633
0.1157,1633
0.1213,1632
0.1267,1631
0.1324,1633
0.1377,1635
0.1434,1631
0.149,1629
0.1546,1632
0.16,1632
0.1656,1630
0.1713,1629
0.1766,1632
0.1822,1634
0.1879,1629
0.1935,1628
0.1989,1634
0.2045,1635
0.2099,1630
0.2156,1627
0.2213,1634
0.2266,1637
0.2323,1635
0.238,1628
0.2434,1628
0.249,1632
0.2544,1633
0.2601,1632
0.2657,1627
0.2711,1627
0.2768,1634
0.2821,1636
0.2878,1631
0.2934,1627
0.2991,1629
0.3044,1634
0.31,1634
0.3157,1632
0.3213,1627
0.3267,1630
0.3323,1634
0.3379,1632
0.3433,1629
0.3489,1629
0.3546,1635
0.3602,1631
0.3655,1628
0.3712,1632
0.3768,1633
0.3822,1635
0.3879,1630
0.3935,1628
0.3989,1632
0.4045,1638
0.4102,1631
0.4155,1627
0.4212,1627
0.4268,1635
0.4322,1634
0.4379,1630
0.4433,1628
0.4489,1629
0.4546,1633
0.4602,1632
0.4656,1626
0.4711,1631
0.4768,1633
0.4822,1629
0.4878,1629
0.4934,1633
0.4989,1633
0.5046,1630
0.5102,1629
0.5156,1632
0.5212,1635
0.5266,1631
0.5323,1629
0.5379,1631
0.5435,1634
0.5489,1631
0.5544,1626
0.5601,1631
0.5657,1634
0.5713,1631
0.5767,1627
0.5823,1629
0.5879,1632
0.5935,1633
0.5989,1627
0.6045,1631
0.6101,1634
0.6157,1631
0.6213,1629
0.6267,1629
0.6323,1634
0.6379,1634
0.6435,1628
0.6488,1630
0.6545,1633
0.6601,1633
0.6657,1629
0.6713,1631
0.6767,1633
0.6823,1630
0.6879,1628
0.6935,1633
0.6989,1632
0.7045,1630
0.7101,1630
0.7157,1634
0.7211,1632
0.7267,1629
0.7324,1632
0.7377,1633
0.7434,1631
0.749,1629
0.7546,1632
0.76,1632
0.7656,1631
0.7712,1632
0.7768,1632
0.7822,1631
0.7878,1631
0.7935,1633
0.7991,1630
0.8044,1631
0.8101,1631
0.8157,1633
0.8211,1629
0.8267,1632
0.8323,1634
0.838,1631
0.8433,1630
0.8489,1633
0.8546,1632
0.8602,1628
0.8655,1628
0.8712,1634
0.8768,1636
0.8824,1631
0.8878,1633
0.8934,1631
0.899,1635
0.9046,1631
0.91,1628
0.9156,1628
0.9212,1634
0.9266,1633
0.9322,1629
0.9379,1630
0.9435,1634
0.9491,1634
0.9545,1629
0.9601,1628
0.9657,1635
0.9711,1634
0.9767,1628
0.9823,1630
0.988,1632
0.9933,1633
0.9989,1629
1.0046,1629
1.01,1634
1.0156,1633
1.0213,1630
1.0266,1628
1.0323,1630
1.0379,1636
1.0433,1631
1.0489,1629
1.0544,1633
1.0601,1634
1.0655,1632
1.0712,1627
1.0766,1632
1.0822,1634
1.0879,1632
1.0933,1630
1.099,1632
1.1044,1634
1.1101,1629
1.1158,1628
1.1211,1633
1.1268,1633
1.1322,1630
1.1379,1632
1.1435,1633
1.1489,1633
1.1545,1627
1.1602,1629
1.1656,1633
1.1712,1633
1.1769,1630
1.1822,1627
1.1879,1630
1.1935,1634
1.1989,1631
1.2046,1630
1.21,1630
1.2157,1633
1.2211,1631
1.2268,1630
1.2325,1629
1.2379,1631
1.2436,1635
1.249,1630
1.2546,1629
1.2601,1635
