Experiment: June_23_negative_cntrl_expt vial 4, Wed Jun 23 11:25:39 2021
0.0044,4068
0.0101,4067
0.0157,4068
0.0211,4066
0.0268,4067
0.0324,4067
0.0378,4068
0.0435,4067
0.0489,4066
0.0545,4069
0.0602,4068
0.0656,4066
0.0713,4067
0.0766,4067
0.0823,4066
0.0879,4066
0.0933,4067
0.099,4066
0.1046,4067
0.11,4068
0.1157,4066
0.1213,4068
0.1267,4069
0.1324,4066
0.1377,4068
0.1434,4069
0.149,4067
0.1546,4068
0.16,4067
0.1656,4066
0.1713,4068
0.1766,4069
0.1822,4067
0.1879,4067
0.1935,4067
0.1989,4067
0.2045,4067
0.2099,4068
0.2156,4068
0.2213,4068
0.2266,4067
0.2323,4068
0.238,4068
0.2434,4067
0.249,4067
0.2544,4067
0.2601,4067
0.2657,4069
0.2711,4067
0.2768,4068
0.2821,4069
0.2878,4069
0.2934,4069
0.2991,4070
0.3044,4065
0.31,4066
0.3157,4069
0.3213,4069
0.3267,4067
0.3323,4070
0.3379,4068
0.3433,4068
0.3489,4067
0.3546,4069
0.3602,4068
0.3655,4066
0.3712,4068
0.3768,4069
0.3822,4069
0.3879,4070
0.3935,4066
0.3989,4069
0.4045,4068
0.4102,4068
0.4155,4069
0.4212,4068
0.4268,4068
0.4322,4069
0.4379,4070
0.4433,4069
0.4489,4069
0.4546,4068
0.4602,4068
0.4656,4066
0.4711,4067
0.4768,4068
0.4822,4068
0.4878,4068
0.4934,4067
0.4989,4068
0.5046,4069
0.5102,4067
0.5156,4069
0.5212,4069
0.5266,4069
0.5323,4069
0.5379,4067
0.5435,4070
0.5489,4069
0.5544,4069
0.5601,4068
0.5657,4068
0.5713,4068
0.5767,4068
0.5823,4067
0.5879,4068
0.5935,4066
0.5989,4067
0.6045,4070
0.6101,4067
0.6157,4069
0.6213,4068
0.6267,4066
0.6323,4069
0.6379,4068
0.6435,4069
0.6488,4068
0.6545,4068
0.6601,4067
0.6657,4067
0.6713,4067
0.6767,4069
0.6823,4068
0.6879,4069
0.6935,4069
0.6989,4069
0.7045,4070
0.7101,4067
0.7157,4068
0.7211,4067
0.7267,4069
0.7324,4068
0.7377,4069
0.7434,4067
0.749,4067
0.7546,4068
0.76,4068
0.7656,4069
0.7712,4068
0.7768,4067
0.7822,4070
0.7878,4068
0.7935,4068
0.7991,4069
0.8044,4068
0.8101,4070
0.8157,4070
0.8211,4068
0.8267,4069
0.8323,4067
0.838,4070
0.8433,4068
0.8489,4069
0.8546,4067
0.8602,4068
0.8655,4068
0.8712,4068
0.8768,4067
0.8824,4069
0.8878,4079
0.8934,4068
0.899,4068
0.9046,4068
0.91,4068
0.9156,4069
0.9212,4070
0.9266,4069
0.9322,4071
0.9379,4068
0.9435,4069
0.9491,4068
0.9545,4068
0.9601,4069
0.9657,4067
0.9711,4068
0.9767,4069
0.9823,4069
0.988,4068
0.9933,4069
0.9989,4068
1.0046,4069
1.01,4069
1.0156,4068
1.0213,4068
1.0266,4069
1.0323,4067
1.0379,4068
1.0433,4068
1.0489,4067
1.0544,4070
1.0601,4070
1.0655,4067
1.0712,4069
1.0766,4069
1.0822,4069
1.0879,4069
1.0933,4068
1.099,4067
1.1044,4069
1.1101,4069
1.1158,4069
1.1211,4067
1.1268,4069
1.1322,4069
1.1379,4069
1.1435,4069
1.1489,4067
1.1545,4068
1.1602,4070
1.1656,4070
1.1712,4068
1.1769,4069
1.1822,4069
1.1879,4070
1.1935,4069
1.1989,4068
1.2046,4068
1.21,4069
1.2157,4068
1.2211,4069
1.2268,4069
1.2325,4067
1.2379,4067
1.2436,4068
1.249,4067
1.2546,4067
1.2601,4069
1.2658,4068
1.2712,4067
1.2768,4068
1.2823,4070
1.2879,4069
1.2934,4070
1.299,4068
1.3044,4068
1.3102,4069
1.3156,4069
1.3213,4068
1.3267,4070
1.3324,4068
1.3378,4068
1.3435,4068
1.3489,4070
1.3546,4067
1.36,4067
1.3657,4069
1.3711,4068
1.3768,4067
1.3823,4069
1.388,4069
1.3934,4069
1.3991,4069
1.4045,4070
1.4101,4067
1.4155,4069
1.4212,4069
1.4266,4067
1.4323,4070
1.438,4070
1.4434,4068
1.4491,4071
1.4545,4068
1.4602,4067
1.4656,4069
1.4713,4070
1.4767,4071
1.4824,4068
1.4878,4068
1.4935,4069
1.4989,4068
1.5046,4071
1.51,4069
1.5157,4069
1.5211,4068
1.5268,4067
1.5322,4069
1.5379,4068
1.5433,4069
1.549,4066
1.5547,4068
1.5601,4067
1.5658,4080
1.5712,4070
1.5769,4068
1.5823,4068
1.5879,4069
1.5933,4067
1.5991,4069
1.6045,4067
1.6102,4068
1.6156,4068
1.6213,4067
1.6267,4069
1.6324,4067
1.6378,4068
1.6435,4068
1.6489,4069
1.6545,4068
1.6602,4070
1.6656,4070
1.6713,4069
1.6766,4068
1.6823,4069
1.6879,4069
1.6935,4069
1.6989,4070
1.7046,4069
1.7099,4070
1.7157,4070
1.7211,4071
1.7266,4069
1.7323,4070
1.738,4070
1.7434,4071
1.7491,4067
1.7545,4068
1.76,4069
1.7656,4068
1.7711,4068
1.7766,4068
1.7823,4070
1.7878,4071
1.7933,4068
1.799,4068
1.8045,4069
1.81,4070
1.8157,4070
1.8211,4068
1.8267,4068
1.8323,4069
1.8377,4070
1.8433,4070
1.849,4069
1.8545,4070
1.86,4068
1.8657,4069
1.8711,4068
1.8767,4069
1.8823,4069
1.8878,4069
1.8934,4068
1.899,4068
1.9044,4069
1.91,4068
1.9157,4068
1.9211,4067
1.9267,4071
1.9324,4069
1.9378,4068
1.9434,4070
1.9491,4069
1.9545,4069
1.96,4067
1.9657,4078
1.9711,4069
1.9767,4068
1.9824,4068
1.9878,4068
1.9933,4069
1.999,4069
2.0044,4067
2.0101,4072
2.0158,4069
2.0211,4068
2.0268,4067
2.0325,4068
2.0379,4069
2.0433,4069
2.0489,4069
2.0546,4071
2.06,4069
2.0657,4067
2.0711,4069
2.0766,4068
2.0823,4069
2.0878,4067
2.0934,4069
2.0989,4068
2.1045,4069
2.1101,4069
2.1155,4070
2.1212,4069
2.1266,4070
2.1323,4069
2.138,4080
2.1434,4069
2.1491,4069
2.1545,4071
2.1601,4071
2.1658,4070
2.1712,4069
2.1768,4072
2.1822,4069
2.1879,4069
2.1933,4068
2.199,4068
2.2044,4068
2.2101,4068
2.2155,4070
2.2212,4068
2.2268,4068
2.2322,4070
2.2379,4068
2.2433,4067
2.249,4068
2.2544,4069
2.2601,4069
2.2655,4068
2.2712,4069
2.2766,4069
2.2823,4068
2.2878,4069
2.2935,4069
2.2989,4069
2.3046,4068
2.31,4069
2.3157,4069
2.3211,4067
2.3268,4068
2.3323,4068
2.338,4069
2.3434,4069
2.3491,4069
2.3545,4068
2.3602,4070
2.3656,4068
2.3713,4066
2.3767,4069
2.3824,4069
2.3878,4070
2.3935,4068
2.3989,4068
2.4046,4066
2.41,4068
2.4157,4068
2.4211,4068
2.4268,4067
2.4322,4069
2.4379,4068
2.4433,4069
2.449,4068
2.4544,4069
2.4601,4070
2.4655,4070
2.4712,4069
2.4767,4070
2.4823,4067
2.488,4069
2.4934,4068
2.4991,4069
2.5046,4068
2.51,4068
2.5157,4068
2.5211,4069
2.5268,4068
2.5322,4069
2.5379,4069
2.5433,4068
2.549,4069
2.5544,4068
2.5601,4068
2.5656,4067
2.5713,4077
2.5767,4067
2.5823,4070
2.5877,4068
2.5934,4069
2.5991,4068
2.6045,4068
2.6101,4067
2.6155,4069
2.6212,4069
2.6269,4068
2.6323,4067
2.6379,4068
2.6433,4067
2.649,4067
2.6546,4069
2.66,4069
2.6656,4069
2.6713,4069
2.6766,4070
2.6823,4068
2.6878,4068
2.6934,4067
2.6991,4068
2.7044,4069
2.7101,4068
2.7156,4070
2.7212,4066
2.7269,4068
2.7322,4068
2.7379,4068
2.7434,4068
2.7491,4069
2.7544,4067
2.76,4069
2.7657,4069
2.7711,4068
2.7767,4070
2.7824,4070
2.788,4068
2.7933,4067
2.799,4069
2.8046,4068
2.81,4067
2.8157,4069
2.8213,4068
2.8266,4068
2.8323,4070
2.8379,4068
2.8433,4070
2.8489,4068
2.8546,4068
2.8599,4068
2.8656,4067
2.8712,4068
2.8766,4070
2.8823,4070
2.8879,4070
2.8933,4070
2.8989,4068
2.9046,4068
2.9102,4067
2.9155,4068
2.9212,4070
2.9268,4067
2.9324,4068
2.9378,4069
2.9435,4067
2.9491,4069
2.9544,4068
2.9601,4069
2.9657,4078
2.9713,4068
2.9768,4067
2.9824,4068
2.9878,4068
2.9934,4070
2.9991,4068
3.0044,4069
3.0101,4069
3.0157,4068
3.0214,4067
3.0267,4066
3.0323,4066
3.038,4067
3.0434,4067
3.049,4069
3.0544,4068
3.06,4067
3.0657,4069
3.0713,4068
3.0767,4067
3.0823,4067
3.0878,4068
3.0934,4068
3.0991,4067
3.1044,4068
3.1101,4067
3.1157,4067
3.1213,4067
3.1267,4069
3.1323,4069
3.1379,4070
3.1436,4068
3.1489,4068
3.1546,4069
3.1602,4067
3.1655,4070
3.1712,4069
3.1769,4069
3.1823,4068
3.1879,4067
3.1935,4069
3.1989,4067
3.2045,4068
3.2102,4079
3.2158,4069
3.2212,4068
3.2268,4068
3.2325,4067
3.2378,4069
3.2435,4068
3.2489,4069
3.2545,4068
3.2602,4069
3.2658,4069
3.2712,4067
3.2768,4070
3.2824,4068
3.2878,4069
3.2934,4069
3.2991,4067
3.3047,4068
3.3101,4069
3.3158,4068
3.3212,4066
3.3268,4068
3.3324,4069
3.3378,4067
3.3435,4067
3.3491,4067
3.3545,4067
3.3602,4067
3.3658,4066
3.3712,4067
3.3769,4068
3.3822,4067
3.3879,4067
3.3935,4068
3.3992,4067
3.4045,4067
3.4102,4067
3.4156,4068
3.4212,4067
3.4269,4067
3.4325,4069
3.4379,4070
3.4435,4068
3.4489,4070
3.4546,4070
3.4602,4069
3.4656,4067
3.4712,4068
3.4768,4069
3.4824,4069
3.4879,4069
3.4935,4068
3.4991,4068
3.5045,4067
3.5102,4068
3.5156,4068
3.5212,4070
3.5269,4068
3.5323,4067
3.5379,4067
3.5434,4069
3.549,4068
3.5547,4067
3.5603,4068
3.5657,4069
3.5713,4067
3.5769,4068
3.5823,4067
3.5879,4068
3.5936,4068
3.599,4068
3.6046,4068
3.61,4069
3.6157,4068
3.6213,4067
3.6267,4068
3.6323,4066
3.638,4067
3.6434,4069
3.649,4067
3.6545,4067
3.6601,4069
3.6658,4070
3.6711,4068
3.6768,4068
3.6824,4068
3.688,4066
3.6935,4068
3.6991,4069
3.7045,4069
3.71,4068
3.7157,4069
3.7213,4067
3.727,4067
3.7323,4068
3.7378,4067
3.7435,4069
3.7491,4067
3.7545,4069
3.7602,4068
3.7657,4068
3.7713,4070
3.7767,4069
3.7824,4066
3.788,4068
3.7934,4068
3.799,4069
3.8047,4070
3.8101,4068
3.8158,4070
3.8212,4068
3.8269,4068
3.8325,4067
3.8379,4067
3.8436,4068
3.8489,4067
3.8546,4067
3.8602,4068
3.8659,4068
3.8712,4067
3.8769,4068
3.8823,4069
3.8879,4067
3.8935,4069
3.8992,4069
3.9045,4068
3.9102,4069
3.9156,4070
3.9213,4069
3.9269,4067
3.9323,4068
3.9379,4068
3.9436,4067
3.949,4066
3.9546,4068
3.9602,4069
3.9656,4068
3.9713,4068
3.9769,4069
3.9823,4069
3.9879,4068
3.9936,4068
3.9992,4067
4.0046,4068
4.0103,4071
4.0157,4066
4.0213,4069
4.0267,4067
4.0323,4069
4.038,4068
4.0434,4068
4.049,4068
4.0547,4068
4.0603,4068
4.0656,4067
4.0713,4068
4.0769,4067
4.0825,4067
4.0879,4067
4.0935,4069
4.0992,4068
4.1045,4068
4.1102,4069
4.1158,4070
4.1212,4068
4.1269,4068
4.1325,4067
4.1379,4068
4.1435,4067
