Experiment: June_23_negative_cntrl_expt vial 14, Wed Jun 23 11:25:39 2021
0.0044,4065
0.0101,4065
0.0157,4065
0.0211,4066
0.0268,4066
0.0324,4064
0.0378,4066
0.0435,4064
0.0489,4066
0.0545,4065
0.0602,4065
0.0656,4063
0.0713,4064
0.0766,4066
0.0823,4066
0.0879,4066
0.0933,4065
0.099,4065
0.1046,4065
0.11,4065
0.1157,4066
0.1213,4066
0.1267,4065
0.1324,4064
0.1377,4066
0.1434,4066
0.149,4067
0.1546,4066
0.16,4065
0.1656,4067
0.1713,4067
0.1766,4067
0.1822,4065
0.1879,4065
0.1935,4067
0.1989,4066
0.2045,4065
0.2099,4066
0.2156,4066
0.2213,4066
0.2266,4065
0.2323,4066
0.238,4064
0.2434,4068
0.249,4065
0.2544,4065
0.2601,4065
0.2657,4066
0.2711,4065
0.2768,4066
0.2821,4066
0.2878,4066
0.2934,4066
0.2991,4067
0.3044,4066
0.31,4067
0.3157,4065
0.3213,4067
0.3267,4066
0.3323,4067
0.3379,4067
0.3433,4067
0.3489,4067
0.3546,4066
0.3602,4066
0.3655,4067
0.3712,4066
0.3768,4066
0.3822,4066
0.3879,4066
0.3935,4065
0.3989,4066
0.4045,4068
0.4102,4065
0.4155,4066
0.4212,4066
0.4268,4066
0.4322,4066
0.4379,4067
0.4433,4067
0.4489,4066
0.4546,4067
0.4602,4066
0.4656,4067
0.4711,4067
0.4768,4067
0.4822,4066
0.4878,4066
0.4934,4066
0.4989,4067
0.5046,4068
0.5102,4066
0.5156,4066
0.5212,4067
0.5266,4067
0.5323,4065
0.5379,4068
0.5435,4066
0.5489,4066
0.5544,4066
0.5601,4064
0.5657,4066
0.5713,4065
0.5767,4067
0.5823,4067
0.5879,4067
0.5935,4066
0.5989,4066
0.6045,4065
0.6101,4065
0.6157,4065
0.6213,4064
0.6267,4066
0.6323,4067
0.6379,4067
0.6435,4066
0.6488,4067
0.6545,4067
0.6601,4065
0.6657,4064
0.6713,4066
0.6767,4065
0.6823,4067
0.6879,4064
0.6935,4067
0.6989,4067
0.7045,4069
0.7101,4067
0.7157,4065
0.7211,4067
0.7267,4068
0.7324,4067
0.7377,4067
0.7434,4066
0.749,4067
0.7546,4067
0.76,4066
0.7656,4067
0.7712,4068
0.7768,4065
0.7822,4068
0.7878,4067
0.7935,4067
0.7991,4066
0.8044,4068
0.8101,4067
0.8157,4066
0.8211,4064
0.8267,4067
0.8323,4066
0.838,4067
0.8433,4067
0.8489,4068
0.8546,4066
0.8602,4066
0.8655,4064
0.8712,4066
0.8768,4067
0.8824,4067
0.8878,4078
0.8934,4068
0.899,4066
0.9046,4066
0.91,4068
0.9156,4067
0.9212,4066
0.9266,4066
0.9322,4067
0.9379,4065
0.9435,4069
0.9491,4066
0.9545,4066
0.9601,4066
0.9657,4065
0.9711,4066
0.9767,4066
0.9823,4067
0.988,4067
0.9933,4067
0.9989,4067
1.0046,4067
1.01,4067
1.0156,4068
1.0213,4066
1.0266,4066
1.0323,4064
1.0379,4067
1.0433,4067
1.0489,4067
1.0544,4067
1.0601,4068
1.0655,4065
1.0712,4065
1.0766,4067
1.0822,4064
1.0879,4068
1.0933,4068
1.099,4068
1.1044,4067
1.1101,4067
1.1158,4067
1.1211,4067
1.1268,4067
1.1322,4067
1.1379,4066
1.1435,4067
1.1489,4068
1.1545,4068
1.1602,4067
1.1656,4067
1.1712,4067
1.1769,4068
1.1822,4066
1.1879,4065
1.1935,4067
1.1989,4067
1.2046,4067
1.21,4068
1.2157,4066
1.2211,4066
1.2268,4067
1.2325,4067
1.2379,4067
1.2436,4067
1.249,4068
1.2546,4068
1.2601,4066
1.2658,4067
1.2712,4066
1.2768,4066
1.2823,4067
1.2879,4067
1.2934,4067
1.299,4070
1.3044,4067
1.3102,4068
1.3156,4068
1.3213,4066
1.3267,4065
1.3324,4066
1.3378,4067
1.3435,4066
1.3489,4066
1.3546,4068
1.36,4065
1.3657,4066
1.3711,4067
1.3768,4066
1.3823,4066
1.388,4067
1.3934,4066
1.3991,4067
1.4045,4069
1.4101,4067
1.4155,4066
1.4212,4067
1.4266,4067
1.4323,4066
1.438,4068
1.4434,4067
1.4491,4067
1.4545,4066
1.4602,4069
1.4656,4067
1.4713,4066
1.4767,4068
