Experiment: June_23_negative_cntrl_expt vial 2, Wed Jun 23 11:25:39 2021
0.0044,1605
0.0101,1610
0.0157,1613
0.0211,1606
0.0268,1603
0.0324,1610
0.0378,1614
0.0435,1606
0.0489,1603
0.0545,1610
0.0602,1614
0.0656,1604
0.0713,1607
0.0766,1612
0.0823,1612
0.0879,1605
0.0933,1606
0.099,1610
0.1046,1609
0.11,1603
0.1157,1608
0.1213,1613
0.1267,1609
0.1324,1605
0.1377,1609
0.1434,1612
0.149,1608
0.1546,1602
0.16,1607
0.1656,1612
0.1713,1608
0.1766,1603
0.1822,1608
0.1879,1613
0.1935,1607
0.1989,1608
0.2045,1609
0.2099,1607
0.2156,1607
0.2213,1611
0.2266,1607
0.2323,1606
0.238,1612
0.2434,1608
0.249,1605
0.2544,1609
0.2601,1616
0.2657,1611
0.2711,1603
0.2768,1608
0.2821,1615
0.2878,1610
0.2934,1601
0.2991,1606
0.3044,1613
0.31,1612
0.3157,1606
0.3213,1605
0.3267,1610
0.3323,1611
0.3379,1603
0.3433,1607
0.3489,1614
0.3546,1610
0.3602,1603
0.3655,1606
0.3712,1614
0.3768,1614
0.3822,1606
0.3879,1606
0.3935,1613
0.3989,1612
0.4045,1605
0.4102,1604
0.4155,1612
0.4212,1612
0.4268,1606
0.4322,1607
0.4379,1616
0.4433,1610
0.4489,1606
0.4546,1608
0.4602,1611
0.4656,1606
0.4711,1606
0.4768,1612
0.4822,1607
0.4878,1605
0.4934,1607
0.4989,1614
0.5046,1607
0.5102,1607
0.5156,1612
0.5212,1612
0.5266,1604
0.5323,1610
0.5379,1612
0.5435,1607
0.5489,1604
0.5544,1612
0.5601,1616
0.5657,1610
0.5713,1601
0.5767,1606
0.5823,1615
0.5879,1610
0.5935,1604
0.5989,1606
0.6045,1612
0.6101,1612
0.6157,1604
0.6213,1604
0.6267,1612
0.6323,1612
0.6379,1606
0.6435,1601
0.6488,1612
0.6545,1615
0.6601,1607
0.6657,1605
0.6713,1612
0.6767,1614
0.6823,1605
0.6879,1604
0.6935,1609
0.6989,1611
0.7045,1606
0.7101,1605
0.7157,1611
0.7211,1612
0.7267,1606
0.7324,1604
0.7377,1613
0.7434,1611
0.749,1601
0.7546,1607
0.76,1613
0.7656,1613
0.7712,1605
0.7768,1607
0.7822,1614
0.7878,1609
0.7935,1602
0.7991,1609
0.8044,1613
0.8101,1608
0.8157,1603
0.8211,1609
0.8267,1614
0.8323,1607
0.838,1602
0.8433,1608
0.8489,1613
0.8546,1610
0.8602,1605
0.8655,1612
0.8712,1613
0.8768,1605
0.8824,1604
0.8878,1613
0.8934,1609
0.899,1603
0.9046,1604
0.91,1615
0.9156,1609
0.9212,1603
0.9266,1608
0.9322,1612
0.9379,1605
0.9435,1604
0.9491,1610
0.9545,1614
0.9601,1607
0.9657,1604
0.9711,1612
0.9767,1611
0.9823,1604
0.988,1605
0.9933,1613
0.9989,1611
1.0046,1604
1.01,1607
1.0156,1611
1.0213,1605
1.0266,1609
1.0323,1611
1.0379,1604
1.0433,1607
1.0489,1611
1.0544,1606
1.0601,1607
1.0655,1613
1.0712,1605
1.0766,1604
1.0822,1609
1.0879,1612
1.0933,1606
1.099,1605
1.1044,1610
1.1101,1610
1.1158,1603
1.1211,1605
1.1268,1611
1.1322,1610
1.1379,1607
1.1435,1611
1.1489,1609
1.1545,1603
1.1602,1605
1.1656,1614
1.1712,1611
1.1769,1604
1.1822,1603
1.1879,1611
1.1935,1612
1.1989,1606
1.2046,1606
1.21,1612
1.2157,1611
1.2211,1604
1.2268,1602
1.2325,1614
1.2379,1614
1.2436,1607
1.249,1604
1.2546,1610
1.2601,1612
1.2658,1605
1.2712,1606
1.2768,1613
1.2823,1608
1.2879,1605
1.2934,1606
1.299,1614
1.3044,1611
1.3102,1605
1.3156,1605
1.3213,1611
1.3267,1611
1.3324,1604
1.3378,1605
1.3435,1614
1.3489,1611
1.3546,1604
1.36,1605
1.3657,1613
1.3711,1610
1.3768,1604
1.3823,1608
1.388,1614
1.3934,1607
1.3991,1604
1.4045,1610
1.4101,1613
1.4155,1609
1.4212,1603
1.4266,1609
1.4323,1614
1.438,1609
1.4434,1603
1.4491,1608
1.4545,1615
1.4602,1610
1.4656,1603
1.4713,1609
1.4767,1615
1.4824,1610
1.4878,1603
1.4935,1608
1.4989,1613
1.5046,1609
1.51,1601
1.5157,1606
1.5211,1616
1.5268,1610
1.5322,1604
1.5379,1608
1.5433,1613
1.549,1609
1.5547,1603
1.5601,1611
1.5658,1616
1.5712,1608
1.5769,1605
1.5823,1611
1.5879,1613
1.5933,1604
1.5991,1605
1.6045,1613
1.6102,1612
1.6156,1604
1.6213,1605
1.6267,1611
1.6324,1610
1.6378,1604
1.6435,1604
1.6489,1615
1.6545,1610
1.6602,1602
1.6656,1607
1.6713,1612
1.6766,1613
1.6823,1605
1.6879,1604
1.6935,1614
1.6989,1614
1.7046,1607
1.7099,1602
1.7157,1612
1.7211,1616
1.7266,1611
1.7323,1600
1.738,1607
1.7434,1615
1.7491,1613
1.7545,1605
1.76,1603
1.7656,1613
1.7711,1614
1.7766,1609
1.7823,1603
1.7878,1608
1.7933,1613
1.799,1607
1.8045,1603
1.81,1611
1.8157,1613
1.8211,1608
1.8267,1602
1.8323,1610
1.8377,1614
1.8433,1606
1.849,1603
1.8545,1612
1.86,1615
1.8657,1608
1.8711,1602
1.8767,1609
1.8823,1615
1.8878,1608
1.8934,1603
1.899,1610
1.9044,1613
1.91,1610
1.9157,1603
1.9211,1607
1.9267,1613
1.9324,1609
1.9378,1602
1.9434,1607
1.9491,1613
1.9545,1611
1.96,1603
1.9657,1611
1.9711,1612
1.9767,1608
1.9824,1605
1.9878,1609
1.9933,1610
1.999,1604
2.0044,1607
2.0101,1613
2.0158,1607
2.0211,1605
2.0268,1610
2.0325,1613
2.0379,1604
2.0433,1604
2.0489,1613
2.0546,1609
2.06,1604
2.0657,1605
2.0711,1612
2.0766,1609
2.0823,1604
2.0878,1611
2.0934,1612
2.0989,1607
2.1045,1605
2.1101,1614
2.1155,1609
2.1212,1606
2.1266,1605
2.1323,1614
2.138,1614
2.1434,1604
2.1491,1608
2.1545,1615
2.1601,1616
2.1658,1604
2.1712,1606
2.1768,1613
2.1822,1612
2.1879,1606
2.1933,1605
2.199,1611
2.2044,1612
2.2101,1604
2.2155,1605
2.2212,1612
2.2268,1614
2.2322,1606
2.2379,1604
2.2433,1612
2.249,1613
2.2544,1605
2.2601,1606
2.2655,1614
2.2712,1607
2.2766,1602
2.2823,1608
2.2878,1615
2.2935,1612
2.2989,1604
2.3046,1603
2.31,1612
2.3157,1611
2.3211,1606
2.3268,1604
2.3323,1612
2.338,1615
2.3434,1608
2.3491,1603
2.3545,1612
2.3602,1616
2.3656,1610
2.3713,1603
2.3767,1607
2.3824,1615
2.3878,1611
2.3935,1604
2.3989,1607
2.4046,1614
2.41,1612
2.4157,1604
2.4211,1607
2.4268,1614
2.4322,1613
2.4379,1603
2.4433,1604
2.449,1616
2.4544,1613
2.4601,1605
2.4655,1603
2.4712,1612
2.4767,1614
2.4823,1611
2.488,1603
2.4934,1610
2.4991,1613
2.5046,1610
2.51,1604
2.5157,1609
2.5211,1612
2.5268,1608
2.5322,1604
2.5379,1608
2.5433,1613
2.549,1604
2.5544,1604
2.5601,1611
2.5656,1612
2.5713,1609
2.5767,1605
2.5823,1614
2.5877,1612
2.5934,1606
2.5991,1604
2.6045,1613
2.6101,1612
2.6155,1605
2.6212,1606
2.6269,1613
2.6323,1610
2.6379,1605
2.6433,1608
2.649,1614
2.6546,1612
2.66,1604
2.6656,1606
2.6713,1615
2.6766,1611
2.6823,1605
2.6878,1606
2.6934,1612
2.6991,1614
2.7044,1605
2.7101,1605
2.7156,1615
2.7212,1611
2.7269,1605
2.7322,1607
2.7379,1612
2.7434,1612
2.7491,1604
2.7544,1608
2.76,1613
2.7657,1610
2.7711,1604
2.7767,1606
2.7824,1614
2.788,1610
2.7933,1605
2.799,1610
2.8046,1614
2.81,1608
2.8157,1604
2.8213,1609
2.8266,1615
2.8323,1609
2.8379,1603
2.8433,1609
2.8489,1613
2.8546,1609
2.8599,1604
2.8656,1610
2.8712,1613
2.8766,1609
2.8823,1604
2.8879,1608
2.8933,1615
2.8989,1608
2.9046,1607
2.9102,1610
2.9155,1612
2.9212,1604
2.9268,1606
2.9324,1613
2.9378,1612
2.9435,1604
2.9491,1607
