Experiment: Apr29_NP_tst_expt vial 0, Fri Apr 29 15:50:36 2022
0.0017,26614
0.0067,26743
0.0124,26682
0.018,26545
0.0233,26284
0.0289,26558
0.0346,26891
0.0402,26339
0.0456,26878
2.857,26727
2.8626,26527
2.8679,26965
2.8737,26795
2.879,27030
2.8847,26601
2.8903,27158
2.8957,27002
2.9013,27084
2.9069,26802
2.9126,26377
2.9179,27264
2.9236,27256
2.9293,26226
2.9346,27216
2.9403,27068
2.9459,27112
2.9513,26787
2.9569,26697
2.9625,26752
2.9679,27267
2.9735,26489
2.9792,26264
2.9848,26679
2.9901,26197
2.9958,26364
3.0014,27189
3.0068,26770
3.0125,26635
3.0182,26473
3.0235,26880
3.0292,26156
3.0348,27239
3.0402,26478
3.0458,26895
3.0513,26607
3.057,26292
3.0626,26957
3.0679,27199
3.0736,26846
3.0791,26032
3.0847,26940
3.0904,26490
3.0957,27180
3.1013,27071
3.1069,26517
3.1126,26227
3.1179,26486
3.1235,26658
3.1291,26232
3.1348,26995
3.1404,27129
3.1457,26539
3.1514,26460
3.157,27125
3.1626,27039
3.1679,26788
3.1735,27178
3.1792,26295
3.1848,27050
3.1902,26802
3.1958,26905
3.2014,26259
3.2068,27083
3.2124,26517
3.218,26324
3.2237,26268
3.229,26897
3.2346,27254
3.2403,26173
3.246,26483
3.2513,27190
3.2569,27155
3.2626,26701
3.2679,26241
3.2735,26805
3.2792,26403
3.2848,26790
3.2901,27095
3.2958,26887
3.3014,26931
3.307,26586
3.3124,26560
3.318,26599
3.3236,26329
3.3292,26807
3.3349,26703
3.3402,26463
3.3458,26610
3.3515,26861
3.3571,26917
3.3624,26249
3.3681,26200
3.3737,26648
3.3793,26539
3.3846,26677
3.3903,26490
3.3959,26319
3.4013,26737
3.4069,26638
3.4125,26198
3.4182,26258
3.4235,26676
3.4291,26480
3.4348,26293
3.4404,27007
3.4458,26159
3.4514,26569
3.457,26967
3.4624,26065
3.468,26406
3.4736,26744
3.4792,27042
3.4846,27214
3.4902,26636
3.4958,26039
3.5014,26736
3.5068,26325
3.5124,26846
3.518,27127
3.5237,26775
3.529,26283
3.5346,26327
3.5402,26281
3.5459,26508
3.5515,26534
3.5568,26294
3.5624,26464
3.5681,26320
3.5737,26178
3.579,27071
3.5846,27004
3.5902,26903
3.5959,26431
3.6015,26239
3.6068,26419
3.6125,26671
3.618,26185
3.6237,26532
3.6293,26201
3.6346,27201
3.6403,26244
3.6458,27114
3.6515,27123
3.6571,26848
3.6624,25986
3.668,26409
3.6736,26602
3.6793,26762
3.6846,26240
3.6903,26628
3.6959,26935
3.7012,26857
3.7069,26421
3.7125,26701
3.7181,27158
3.7234,26338
3.7291,26984
3.7347,26120
3.7403,26720
3.746,27013
3.7513,26297
3.7569,26644
3.7625,26783
3.7682,27024
3.7735,27125
3.7791,26371
3.7848,26446
3.7904,26138
3.7957,26855
3.8013,27007
3.807,27153
3.8126,27015
3.8182,27263
3.8235,26325
3.8292,26227
3.8348,26213
3.8404,26347
3.8458,26650
3.8514,26690
3.8571,26577
3.8624,26296
3.868,26650
3.8737,27248
3.879,27252
3.8846,27209
3.8903,26993
3.8959,26774
3.9015,26791
3.9069,26965
3.9125,26035
3.9181,26905
3.9237,27081
3.9291,26221
3.9347,26900
3.9403,26314
3.946,26219
3.9513,26868
3.957,27248
3.9626,27220
3.9679,26854
3.9736,27176
3.9792,26422
3.9848,27195
3.9902,26956
3.9958,27241
4.0014,27134
4.0071,27111
4.0124,27051
4.018,27105
4.0237,27105
4.0293,26981
4.0346,27189
4.0403,26859
4.0459,27121
4.0512,27016
4.0569,27132
4.0625,26308
4.0681,27076
4.0735,26937
4.0791,27061
4.0847,27035
4.0903,26979
4.096,27075
4.1013,26946
4.107,26852
4.1126,27249
4.118,27172
4.1236,26706
4.1292,26969
4.1349,26623
4.1402,27235
4.1458,27142
4.1515,27082
4.1571,27157
4.1625,27022
4.1681,27229
4.1737,27106
4.1791,27195
4.1847,27281
4.1904,27239
4.1957,26186
4.2014,27183
4.207,26339
4.2126,26846
4.218,27248
4.2236,26950
4.2293,26838
4.2346,26602
4.2403,27241
4.2459,27186
4.2515,26799
4.2569,27269
4.2625,27069
4.2679,27232
4.2736,27213
4.2792,27224
4.2848,26988
4.2902,27141
4.2957,26462
4.3014,26386
4.307,26895
4.3127,26284
4.318,26492
4.3236,26583
4.3292,26356
4.3348,26431
4.3402,26425
4.3458,26917
4.3514,26726
4.357,26467
4.3626,27071
4.368,26778
4.3736,26433
4.3792,27121
4.3848,26449
4.3902,26469
4.3958,26504
4.4014,26273
4.407,26762
4.4124,26413
4.418,26486
4.4236,27233
4.4293,26688
4.4346,26586
4.4403,26493
4.4459,27247
4.4515,26907
4.4569,27005
4.4625,27004
4.4681,26664
4.4738,26488
4.4791,26187
4.4847,26984
4.4904,26806
4.4957,26633
4.5014,26501
4.507,27121
4.5126,27181
4.518,26905
4.5236,26515
4.5292,26418
4.5349,27118
4.5402,27010
4.5458,26374
4.5515,26307
4.5568,26220
4.5625,26879
4.5681,26866
4.5737,26641
4.5791,25990
4.5847,26384
4.5903,26528
4.596,26321
4.6013,26237
4.607,26411
4.6126,26482
4.618,26214
4.6236,26639
4.6292,26953
4.6348,26405
4.6402,26970
4.6458,26522
4.6515,26874
4.6571,26275
4.6624,27033
4.6681,26676
4.6737,26813
4.6791,26657
4.6847,26628
4.6904,27119
4.696,26936
4.7013,27290
4.7069,26402
4.7126,26705
4.7182,26901
4.7236,27074
4.7292,26105
4.7349,26737
4.7402,26495
4.7458,26227
4.7515,26402
4.7571,27124
4.7625,26302
4.7681,26432
4.7737,26572
4.7791,26349
4.7847,27255
4.7903,26629
4.7959,26274
4.8013,27186
4.8069,26640
4.8126,26928
4.8182,27091
4.8235,27153
4.8292,26396
4.8348,26297
4.8404,27033
4.8458,26781
4.8514,26415
4.857,26996
4.8624,26484
4.868,26803
4.8737,26501
4.8793,27187
4.8846,26935
4.8903,26141
4.8959,26200
4.9015,26338
4.9069,26770
4.9125,26297
4.9181,26309
4.9238,26898
4.9291,26286
4.9347,27016
4.9404,27114
4.9457,27238
4.9514,27038
4.957,27154
4.9626,26550
4.968,26233
4.9736,27033
4.9792,26835
4.9849,26275
4.9902,26525
4.9959,26545
5.0015,26534
5.0071,26359
5.0125,26499
5.0181,26429
5.0237,26986
5.0291,26334
5.0347,26997
5.0403,26331
5.0459,26460
5.0513,26275
5.0569,26187
5.0626,27032
5.0682,26603
5.0736,26594
5.0792,26543
5.0848,26313
5.0904,26807
5.0958,26469
5.1014,27234
5.107,26876
5.1124,27212
5.118,26496
5.1236,26815
5.1293,26209
