Experiment: Mar_25_Phage_osmo_expt vial 11, Thu Mar 25 17:24:53 2021
0.0026,27066
0.0083,27061
0.0137,27055
0.0194,27056
0.0247,27063
0.0304,27052
0.036,27054
0.0414,27059
0.0471,27028
0.0528,27050
0.0581,27056
0.0638,27044
0.0694,27031
0.0748,27034
0.0804,27051
0.0861,27050
0.0917,27047
0.097,27046
0.1027,27043
0.1081,27052
0.1138,27050
0.1194,27051
0.1248,27076
0.1304,27093
0.136,27093
0.1417,27085
0.147,27104
0.1527,27092
0.1583,27087
0.1637,27096
0.1693,27100
0.1749,27100
0.1806,27099
0.1859,27092
0.1915,27095
0.1971,27096
0.2028,27095
0.2081,27097
0.2137,27083
0.2194,27089
0.225,27094
0.2304,27102
0.236,27097
0.2416,27101
0.2472,27095
0.2526,27083
0.2582,27099
0.2638,27095
0.2695,27093
0.2748,27089
0.2804,27092
0.2861,27098
0.2915,27101
0.2971,27086
0.3026,27075
0.3082,27089
0.3138,27085
0.3194,27088
0.3248,27096
0.3304,27085
0.3361,27089
0.3417,27098
0.3473,27086
0.3526,27101
0.3582,27100
0.3638,27094
0.3694,27088
0.3748,27097
0.3804,27103
0.386,27101
0.3917,27104
0.3971,27105
0.4027,27104
0.4083,27103
0.4138,27105
0.4193,27105
0.4249,27098
0.4306,27096
0.4359,27104
0.4416,27096
0.4472,27096
0.4526,27100
0.4582,27099
0.4639,27103
0.4693,27097
0.4749,27098
0.4806,27097
0.486,27094
0.4917,27101
0.4971,27100
0.5027,27101
0.5081,27102
0.5137,27098
0.5194,27099
0.5248,27095
0.5305,27098
0.5361,27104
0.5415,27098
0.5472,27103
0.5528,27104
0.5581,27105
0.5638,27099
0.5694,27107
0.5751,27106
0.5804,27113
0.586,27108
0.5917,27107
0.5971,27111
0.6027,27106
0.6084,27111
0.6137,27107
0.6194,27106
0.625,27108
0.6304,27110
0.6361,27106
0.6417,27118
0.6473,27115
0.6527,27117
0.6583,27098
0.6639,27110
0.6695,27116
0.6749,27106
0.6805,27112
0.6861,27121
0.6915,27118
0.6971,27116
0.7028,27120
0.7084,27119
0.7137,27108
0.7193,27112
0.7249,27120
0.7306,27110
0.7359,27114
0.7415,27113
0.7471,27110
0.7528,27113
0.7584,27115
0.7637,27114
0.7694,27105
0.775,27106
0.7804,27118
0.7861,27118
0.7917,27111
0.7971,27114
0.8027,27107
0.8083,27111
0.8137,27123
0.8194,27126
0.825,27127
0.8306,27126
0.836,27121
0.8416,27108
0.8473,27118
0.8527,27120
0.8584,27113
0.8637,27122
0.8694,27115
0.8749,27109
0.8805,27116
0.8862,27114
0.8916,27110
0.8973,27109
0.9027,27103
0.9083,27102
0.9137,27110
0.9194,27111
0.9248,27104
0.9305,27111
0.9362,27113
0.9416,27106
0.9473,27111
0.9527,27107
0.9583,27108
0.9637,27117
0.9694,27105
0.9748,27108
0.9805,27109
0.9862,27100
0.9916,27111
0.9972,27109
1.0026,27096
1.0083,27108
1.014,27103
1.0194,27108
1.025,27108
1.0304,27115
1.0361,27098
1.0418,27110
1.0472,27110
1.0528,27110
1.0583,27117
1.0639,27116
1.0693,27104
1.075,27121
1.0804,27115
1.0861,27117
1.0918,27116
1.0972,27117
1.1028,27122
1.1082,27112
1.1139,27117
1.1193,27113
1.125,27127
1.1304,27107
1.136,27109
1.1417,27119
1.1471,27108
1.1528,27107
1.1582,27112
1.1639,27097
1.1695,27106
1.1749,27119
1.1806,27099
1.186,27102
1.1916,27098
1.1973,27084
1.2027,27078
1.2084,27086
1.2138,27074
1.2195,27083
1.2249,27083
1.2306,27067
1.236,27070
1.2417,27065
1.2471,27062
1.2528,27072
1.2582,27061
1.2639,27063
1.2696,27067
1.275,27066
1.2806,27073
1.286,27086
1.2917,27075
1.2971,27072
1.3028,27081
1.3084,27069
1.3138,27069
1.3195,27070
1.3249,27074
1.3306,27078
1.336,27071
1.3416,27076
1.3473,27074
1.3527,27066
1.3584,27064
1.3638,27068
1.3694,27065
1.3751,27055
1.3805,27062
1.3862,27062
1.3916,27060
1.3972,27062
1.4027,27054
1.4083,27048
1.414,27051
1.4194,27050
1.4251,27049
1.4305,27053
1.4361,27051
1.4416,27046
1.4473,27058
1.4529,27044
1.4583,27042
1.464,27048
1.4694,27044
1.475,27039
1.4804,27054
1.4861,27032
1.4918,27046
1.4971,27041
1.5028,27038
1.5082,27039
1.5139,27048
1.5193,27040
1.525,27039
1.5307,27036
1.5361,27033
1.5418,27038
1.5471,27045
1.5528,27034
1.5582,27037
1.5639,27038
1.5696,27039
1.575,27044
1.5806,27042
1.586,27042
1.5917,27048
1.5974,27036
1.6028,27038
1.6084,27036
1.6138,27035
1.6195,27046
1.6249,27040
1.6305,27047
1.6362,27046
1.6416,27044
1.6473,27041
1.6527,27043
1.6584,27037
1.6637,27047
1.6694,27037
1.6751,27040
1.6805,27036
1.6861,27033
1.6918,27031
1.6972,27032
1.7029,27027
1.7082,27034
1.7139,27032
1.7193,27034
1.725,27040
1.7306,27034
1.736,27035
1.7417,27025
1.7471,27037
1.7528,27038
1.7584,27034
1.7638,27029
1.7695,27026
1.7749,27036
1.7806,27033
1.7862,27028
1.7916,27031
1.7973,27034
1.8027,27032
1.8084,27025
1.814,27038
1.8194,27022
1.8251,27032
1.8305,27026
1.8362,27026
1.8416,27030
1.8473,27030
1.8526,27033
1.8583,27032
1.864,27037
1.8694,27037
1.875,27036
1.8805,27032
1.8861,27041
1.8917,27043
1.8973,27044
1.9027,27034
1.9083,27037
1.9139,27042
1.9195,27040
1.9249,27038
1.9305,27039
1.9361,27047
1.9417,27040
1.9474,27042
1.9527,27044
1.9583,27038
1.9639,27037
1.9696,27042
1.9749,27046
1.9805,27045
1.9861,27047
1.9917,27050
1.9973,27048
2.0027,27046
2.0084,27047
2.014,27048
2.0194,27038
2.0251,27044
2.0307,27047
2.036,27043
2.0416,27041
2.0472,27047
2.0529,27038
2.0582,27035
2.0638,27042
2.0695,27041
2.0751,27034
2.0807,27048
2.0861,27040
2.0918,27043
2.0971,27034
2.1027,27047
2.1084,27049
2.114,27045
2.1194,27048
2.1251,27046
2.1307,27049
2.136,27055
2.1417,27049
2.1473,27037
2.1529,27045
2.1583,27051
2.164,27052
2.1693,27044
2.175,27041
2.1806,27044
2.1862,27038
2.1916,27041
2.1972,27040
2.2028,27048
2.2084,27035
2.2141,27027
2.2194,27044
2.225,27032
2.2307,27035
2.236,27030
2.2417,27043
2.2473,27039
2.2528,27037
2.2584,27031
2.2638,27035
2.2694,27042
2.2751,27036
2.2807,27042
2.2861,27047
2.2917,27030
2.2974,27047
2.3028,27041
2.3084,27036
2.3138,27039
2.3195,27041
2.3251,27042
2.3305,27039
2.3362,27043
2.3418,27041
2.3471,27051
2.3528,27046
2.3584,27042
2.3638,27040
2.3695,27046
2.3751,27044
2.3807,27040
2.386,27040
2.3916,27035
2.3973,27038
2.4029,27039
2.4082,27036
2.4139,27035
2.4195,27040
2.4252,27039
2.4306,27026
2.4362,27039
2.4416,27041
2.4472,27036
2.4529,27038
2.4585,27045
2.4638,27039
2.4695,27051
2.4751,27050
2.4805,27047
2.4862,27051
2.4918,27054
2.4971,27039
2.5028,27045
2.5084,27038
2.514,27034
2.5194,27039
2.5251,27041
2.5304,27040
2.5361,27041
2.5417,27040
2.5474,27035
2.5527,27047
2.5583,27053
2.5639,27049
2.5696,27061
2.575,27056
2.5806,27052
2.5863,27057
2.5917,27056
2.5973,27057
2.6027,27050
2.6084,27061
2.6138,27052
2.6194,27060
2.6251,27047
2.6305,27043
2.6362,27050
2.6416,27061
2.6472,27061
2.6529,27056
2.6585,27055
2.6639,27057
2.6694,27053
2.6751,27059
2.6805,27059
2.6862,27069
2.6916,27064
2.6972,27057
2.7029,27065
2.7083,27067
2.7139,27064
2.7196,27066
2.7249,27074
2.7306,27069
2.7362,27066
2.7416,27070
2.7473,27068
2.7529,27067
2.7583,27060
2.7639,27054
2.7695,27066
2.7749,27059
2.7806,27052
2.7862,27058
2.7916,27062
2.7972,27055
2.8029,27065
2.8083,27058
2.8139,27055
2.8196,27049
2.8249,27054
2.8306,27049
2.8362,27044
2.8416,27053
2.8473,27051
2.8529,27056
2.8583,27056
2.864,27044
2.8696,27050
2.8749,27048
2.8806,27057
2.8863,27065
2.8916,27052
2.8973,27054
2.9029,27060
2.9083,27056
2.914,27043
2.9196,27044
2.925,27053
2.9307,27051
2.9361,27050
2.9417,27057
2.9474,27058
2.9528,27048
2.9584,27046
2.9638,27049
2.9694,27058
2.9751,27056
2.9807,27051
2.9861,27058
2.9917,27062
2.9974,27064
3.0028,27064
3.0084,27055
3.0138,27053
3.0195,27052
3.0251,27052
3.0305,27053
3.0362,27067
3.0418,27052
3.0472,27044
3.0529,27052
3.0583,27062
3.064,27050
3.0694,27059
3.075,27065
3.0807,27058
3.0861,27067
3.0917,27070
3.0974,27066
3.1028,27060
3.1085,27065
3.1138,27073
3.1195,27073
3.1252,27072
3.1306,27066
3.1363,27067
3.1417,27072
3.1473,27070
3.1527,27066
3.1584,27069
3.1641,27056
3.1695,27056
3.1751,27066
3.1805,27076
3.1862,27064
3.1918,27061
3.1972,27052
3.2029,27065
3.2085,27058
3.2139,27049
3.2196,27055
3.2249,27057
3.2306,27050
3.2363,27060
3.2417,27054
3.2473,27060
3.253,27062
3.2584,27055
3.264,27051
3.2694,27046
3.2751,27054
3.2808,27047
3.2862,27054
3.2918,27060
3.2972,27064
3.3029,27055
3.3085,27056
3.3139,27063
3.3196,27062
3.325,27065
3.3307,27065
3.3361,27060
3.3418,27062
3.3472,27052
3.3528,27054
3.3585,27057
3.3639,27056
3.3696,27058
3.3749,27059
3.3806,27058
3.3863,27064
3.3917,27066
3.3973,27055
3.4027,27055
3.4084,27054
3.4141,27058
3.4195,27051
3.4251,27057
3.4305,27043
3.4361,27047
3.4418,27046
3.4472,27051
3.4529,27062
3.4583,27052
3.4639,27048
3.4696,27052
3.475,27047
3.4807,27048
3.4861,27044
3.4917,27046
3.4972,27039
3.5028,27043
3.5085,27035
3.5139,27041
3.5196,27038
3.5249,27036
3.5306,27055
3.5363,27049
3.5417,27045
3.5474,27052
3.5528,27048
3.5585,27037
3.5639,27048
3.5695,27048
3.5749,27036
3.5806,27043
3.5863,27054
3.5916,27037
3.5973,27035
3.6027,27049
3.6084,27044
3.6141,27038
3.6195,27032
3.6251,27038
3.6305,27042
3.6362,27037
3.6419,27040
3.6473,27034
3.6529,27038
3.6583,27038
3.664,27040
3.6694,27040
3.6751,27045
3.6807,27043
3.6861,27042
3.6918,27041
3.6972,27035
3.7029,27046
3.7083,27036
3.714,27035
3.7194,27038
3.725,27036
3.7307,27025
3.7361,27030
3.7418,27026
3.7472,27032
3.7529,27038
3.7583,27026
3.764,27028
3.7694,27035
3.775,27033
3.7807,27025
3.7861,27031
3.7918,27030
3.7972,27018
3.8028,27020
3.8085,27032
3.8139,27021
3.8196,27021
3.825,27041
3.8306,27030
3.8363,27029
3.8417,27025
3.8474,27023
3.8528,27023
3.8584,27030
3.8638,27028
3.8695,27017
3.8749,27016
3.8806,27023
3.8863,27015
3.8917,27026
3.8973,27029
3.9027,27015
3.9084,27015
