Experiment: Mar_2_Turb_expt vial 12, Tue Mar  2 18:45:49 2021
0.0056,0.0
0.0113,0.00047907965553051213
0.0166,-0.0024172911767976757
0.0223,0.0
0.0279,0.00041955229724877086
0.0333,-0.001258690348388214
0.0389,0.0003193866392869893
0.0446,-0.0009988266659775036
0.0499,0.0010583013265232921
0.0556,0.0007389272164157745
0.0612,-0.00041955787335545836
0.0666,-0.0006794161819225764
0.0723,-0.0005197112432941964
0.0779,0.00047907965553051213
0.0833,-0.00025985859251953514
0.0889,-0.0006794161819225764
0.0946,-0.0006794161819225764
0.0999,-0.00010015951394848344
0.1056,-0.00025985859251953514
0.1112,0.00015969342077504223
0.1166,5.953936235414403e-05
0.1222,-0.00025985859251953514
0.1279,0.00015969342077504223
0.1333,0.0007984650812211669
0.1389,-0.001418401551607218
0.1445,-0.0008391213228176042
0.1502,-0.0006794161819225764
0.1555,-0.001258690348388214
0.1611,-0.001997699278891929
0.1668,0.0010583013265232921
0.1721,0.0014778246074236279
0.1777,0.0003193866392869893
0.1834,0.001637505499017422
0.189,-0.00010015951394848344
0.1944,-0.004055168963525091
0.2,0.002795861348536377
0.2056,-0.001418401551607218
0.2113,0.0
0.2166,0.0010583013265232921
0.2223,-0.0017378245648416168
0.2279,0.0009987807190441345
0.2332,-0.0017378245648416168
0.2389,0.00015969342077504223
0.2445,0.0008986143726037454
0.2501,-0.0006794161819225764
0.2555,0.0007389272164157745
0.2611,0.00047907965553051213
0.2668,-0.0009988266659775036
0.2721,0.0008986143726037454
0.2778,-0.0008391213228176042
0.2834,-0.00010015951394848344
0.289,-0.0006794161819225764
0.2944,0.0
0.2999,-0.0008391213228176042
0.3056,0.00015969342077504223
0.3112,-0.00010015951394848344
0.3165,-0.0008391213228176042
0.3222,-0.00041955787335545836
0.3277,0.001637505499017422
0.3333,-0.0006794161819225764
0.339,-0.0006794161819225764
0.3446,-0.0005197112432941964
0.3499,0.0006387724695091634
0.3555,5.953936235414403e-05
0.3611,-0.002677159665150697
0.3668,-0.0010989793474358578
0.3721,-0.001258690348388214
0.3778,-0.0016782649500708402
0.3833,-0.0028368886508118862
0.3889,-0.0010989793474358578
0.3946,-0.0024172911767976757
0.3999,-0.0031563472289324324
0.4056,-0.001258690348388214
0.4111,-0.0020978451278583776
0.4168,-0.0029966178387397235
0.4224,-0.0010989793474358578
0.4278,-0.0009988266659775036
0.4334,-0.00041955787335545836
0.4389,-0.002677159665150697
0.4446,-0.001258690348388214
0.4499,-0.0018379820133471725
0.4556,-0.00025985859251953514
0.4612,-0.0008391213228176042
0.4666,-0.001418401551607218
0.4722,-0.0023171344167760566
0.4778,-0.0016782649500708402
0.4835,-0.001997699278891929
0.4888,-0.0003600065069324643
0.4945,0.0003193866392869893
0.5001,-0.00041955787335545836
0.5055,5.953936235414403e-05
0.5111,-0.0010989793474358578
0.5168,-0.001258690348388214
0.5221,-0.0005197112432941964
0.5278,-0.0005197112432941964
0.5334,-0.0016782649500708402
0.5388,-0.0009392685487483732
0.5444,-0.004315065172944443
0.5501,-0.001258690348388214
0.5557,-0.0031563472289324324
0.5611,-0.0010989793474358578
0.5667,-0.0006794161819225764
0.5723,-0.001518548089057603
0.5777,-0.0008391213228176042
0.5833,-0.0020978451278583776
0.589,-0.001418401551607218
0.5943,-0.0020978451278583776
0.6,-0.0029966178387397235
0.6056,-0.0024172911767976757
0.6112,-0.0009392685487483732
0.6166,-0.00010015951394848344
0.6222,-0.0005197112432941964
0.6279,-0.002157416746701557
0.6332,-0.0010989793474358578
0.6389,-0.001258690348388214
0.6445,-0.0007389570418219193
0.6501,-0.0017378245648416168
0.6555,-0.001418401551607218
