Experiment: Feb_8_Batch_expt_zeroed vial 2, Mon Feb  8 17:45:11 2021
0.0049,53051
0.0103,53076
0.0159,53097
0.0213,53036
0.0269,53042
0.0326,53092
0.0382,53088
0.0436,53094
0.0492,53041
0.0546,53104
0.0602,53071
0.0659,53088
0.0715,53064
0.0769,53074
0.0826,53054
0.088,53069
0.0936,53116
0.0992,53030
0.1046,53072
0.1102,52990
0.1159,53008
0.1215,53011
0.1269,53028
0.1325,53013
0.1381,52995
0.1435,52968
0.1491,52964
0.1548,52972
0.1604,52948
0.1658,52937
0.1715,52866
0.1768,52899
0.1825,52894
0.1881,52915
0.1938,52911
0.2032,52920
0.2046,52864
0.2103,52806
0.216,52875
0.2213,52840
0.2269,52830
0.2359,52825
0.238,52765
0.2436,52780
0.2493,52744
0.2607,52778
0.2622,52749
0.2659,52725
0.2713,52697
0.282,52630
0.2827,52630
0.2881,52677
0.2937,52642
0.3039,52639
0.3046,52599
0.3103,52521
0.3159,52561
0.3254,52572
0.3271,52500
0.3324,52260
0.3381,52492
0.3437,52479
0.354,52489
0.3567,52418
0.3604,52383
0.3658,52369
0.3764,52388
0.3788,52349
0.3825,52329
0.3881,52063
0.398,52274
0.3991,52282
0.4047,52253
0.4104,52257
0.4158,52217
0.4214,52212
0.427,52138
0.4327,52163
0.438,51877
0.4437,52070
0.4493,52041
0.4547,52042
0.4603,52011
0.466,51974
0.4713,51928
0.477,51916
0.4826,51938
0.488,51828
0.4937,51832
0.4993,51792
0.5047,51760
0.5103,51749
0.5159,51714
0.5216,51703
0.5269,51677
0.5326,51592
0.5379,51544
0.5436,51575
0.5492,51541
0.5549,51513
0.5602,51510
0.5659,51445
0.5715,51442
0.5769,51371
0.5825,51352
0.5881,51324
0.5938,51308
0.5992,51211
0.6048,51211
0.6102,51176
0.6159,51196
0.6215,51073
0.6269,51148
0.6324,51027
0.6381,50997
0.6437,50959
0.6491,50986
0.6547,50937
0.6603,50833
0.666,50826
0.6713,50835
0.6769,50733
0.6826,50744
0.6882,50647
0.6935,50693
0.6992,50592
0.7048,50564
0.7102,50549
0.7158,50490
0.7214,50539
0.7271,50380
0.7324,50377
0.7381,50200
0.7437,50269
0.7493,50126
0.7547,50185
0.7603,50080
0.766,50026
0.7713,50068
0.777,49973
0.7826,50040
0.7882,49902
0.7936,49842
0.7992,49718
0.8049,49804
0.8102,49636
0.8159,49649
0.8215,49586
0.8271,49563
0.8325,49346
0.8381,49501
0.8438,49523
0.8491,49432
0.8548,49332
0.8604,49376
0.8658,49193
0.8714,49145
0.877,49167
0.8827,49094
0.888,49003
0.8936,48997
0.8993,48984
0.9049,48779
0.9102,48796
0.9159,48811
0.9215,48624
0.9269,48638
0.9325,48745
0.9381,48540
0.9438,48370
0.9491,48571
0.9548,48445
0.9604,48338
0.9658,48269
0.9714,48348
0.977,48018
0.9827,47919
0.988,48047
0.9937,47890
0.9993,47918
1.0047,47847
1.0103,47822
1.016,47768
1.0213,47713
1.027,47772
1.0326,47582
1.0382,47516
1.0436,47506
1.0492,47400
1.0548,47288
1.0602,47279
1.0659,47227
1.0715,47040
1.0769,46981
1.0825,47054
1.0882,46987
1.0936,46831
1.0992,46786
1.1048,46787
1.1105,46742
1.1158,46480
1.1215,46498
1.1271,46345
1.1325,46337
1.1381,46249
1.1437,46277
1.1494,46079
1.1547,46154
1.1603,45920
1.166,45958
1.1713,45928
1.177,45821
1.1826,45776
1.1883,45531
1.1936,45575
1.1993,45595
1.2049,45369
1.2103,45437
1.2159,45311
1.2215,45241
1.2269,45060
1.2325,44835
1.238,44887
1.2436,44831
1.2492,44774
1.2548,44556
1.2605,44682
1.2658,44583
1.2714,44461
1.2771,44391
1.2824,44372
1.2881,44274
1.2938,44102
1.2991,44059
1.3048,44034
1.3104,43819
1.3158,43771
1.3215,43734
1.3271,43536
1.3325,43731
1.3381,43590
1.3438,43362
1.3492,43120
1.3548,42990
1.3604,42969
1.3658,42993
1.3715,42998
1.3771,42948
1.3825,42824
1.3882,42509
1.3938,42518
1.3992,42496
1.4048,42376
1.4102,42176
1.4158,42101
1.4215,42176
1.4271,42050
1.4325,41982
1.4381,41916
1.4437,41639
1.4491,41422
1.4547,41668
1.4604,41358
1.466,41206
1.4714,41262
1.477,41214
1.4826,41103
1.4883,41037
1.4936,40755
1.4992,40726
1.5048,40857
1.5105,40785
1.5158,40714
1.5215,40830
1.527,40485
1.5324,40611
1.5381,40186
1.5438,39961
1.5491,39882
1.5548,39644
1.5604,39567
1.5658,39670
1.5714,39995
1.577,39495
1.5827,39548
1.588,39477
1.5937,39237
1.5993,39165
1.6047,39308
1.6103,38973
1.6159,38767
1.6215,39214
1.6271,38796
1.6325,38611
1.6381,38534
1.6437,38270
1.6493,38417
1.6547,38561
1.6603,38312
1.6659,38241
1.6715,38177
1.6769,38163
1.6825,38209
1.6882,38068
1.6938,37961
1.6992,37976
1.7048,37681
1.7105,37878
1.7158,37926
1.7215,37857
1.7271,37851
1.7327,37679
1.7381,37422
1.7438,37539
1.7491,37368
1.7548,37559
1.7604,37538
1.7658,37608
1.7714,37600
1.7771,37480
1.7827,37453
1.7881,37298
1.7937,37286
1.7993,37015
1.8047,37385
1.8103,37312
1.816,37382
1.8214,37160
1.827,37034
1.8326,37009
1.8383,37044
1.8436,36952
1.8492,36851
1.8549,36678
1.8603,36983
1.8659,36592
1.8715,36871
1.8772,36608
1.8825,36727
1.8881,36582
1.8937,36622
