Experiment: Feb_8_Batch_expt_zeroed vial 5, Mon Feb  8 17:45:11 2021
0.0049,53741
0.0103,53719
0.0159,53726
0.0213,53718
0.0269,53775
0.0326,53760
0.0382,53757
0.0436,53747
0.0492,53762
0.0546,53750
0.0602,53735
0.0659,53771
0.0715,53767
0.0769,53747
0.0826,53761
0.088,53723
0.0936,53746
0.0992,53704
0.1046,53762
0.1102,53729
0.1159,53722
0.1215,53741
0.1269,53725
0.1325,53719
0.1381,53717
0.1435,53699
0.1491,53712
0.1548,53663
0.1604,53690
0.1658,53681
0.1715,53660
0.1768,53680
0.1825,53644
0.1881,53645
0.1938,53644
0.2032,53625
0.2046,53619
0.2103,53629
0.216,53618
0.2213,53585
0.2269,53582
0.2359,53538
0.238,53551
0.2436,53521
0.2493,53532
0.2607,53515
0.2622,53486
0.2659,53480
0.2713,53507
0.282,53459
0.2827,53463
0.2881,53436
0.2937,53445
0.3039,53421
0.3046,53385
0.3103,53378
0.3159,53411
0.3254,53377
0.3271,53339
0.3324,53277
0.3381,53330
0.3437,53289
0.354,53252
0.3567,53236
0.3604,53287
0.3658,53232
0.3764,53219
0.3788,53220
0.3825,53191
0.3881,53168
0.398,53142
0.3991,53153
0.4047,53087
0.4104,53038
0.4158,53115
0.4214,53030
0.427,53040
0.4327,53036
0.438,53029
0.4437,52975
0.4493,52985
0.4547,52966
0.4603,52892
0.466,52917
0.4713,52907
0.477,52842
0.4826,52862
0.488,52833
0.4937,52796
0.4993,52783
0.5047,52724
0.5103,52733
0.5159,52735
0.5216,52686
0.5269,52651
0.5326,52631
0.5379,52671
0.5436,52577
0.5492,52575
0.5549,52586
0.5602,52507
0.5659,52461
0.5715,52485
0.5769,52395
0.5825,52447
0.5881,52386
0.5938,52410
0.5992,52333
0.6048,52292
0.6102,52280
0.6159,52253
0.6215,52180
0.6269,52183
0.6324,52135
0.6381,52180
0.6437,52100
0.6491,52065
0.6547,52047
0.6603,52041
0.666,52012
0.6713,51962
0.6769,51974
0.6826,51949
0.6882,51796
0.6935,51803
0.6992,51777
0.7048,51693
0.7102,51722
0.7158,51674
0.7214,51599
0.7271,51610
0.7324,51647
0.7381,51631
0.7437,51519
0.7493,51513
0.7547,51486
0.7603,51471
0.766,51368
0.7713,51345
0.777,51334
0.7826,51222
0.7882,51284
0.7936,51253
0.7992,51095
0.8049,51158
0.8102,51117
0.8159,51079
0.8215,51094
0.8271,50922
0.8325,50946
0.8381,50871
0.8438,50874
0.8491,50827
0.8548,50759
0.8604,50709
0.8658,50702
0.8714,50673
0.877,50617
0.8827,50592
0.888,50428
0.8936,50471
0.8993,50426
0.9049,50400
0.9102,50312
0.9159,50197
0.9215,50218
0.9269,50017
0.9325,50109
0.9381,50086
0.9438,49972
0.9491,50005
0.9548,49928
0.9604,49831
0.9658,49795
0.9714,49701
0.977,49614
0.9827,49681
0.988,49664
0.9937,49537
0.9993,49538
1.0047,49621
1.0103,49422
1.016,49415
1.0213,49328
1.027,49293
1.0326,49165
1.0382,49183
1.0436,48942
1.0492,49014
1.0548,49028
1.0602,48968
1.0659,48928
1.0715,48742
1.0769,48779
1.0825,48721
1.0882,48649
1.0936,48523
1.0992,48597
1.1048,48478
1.1105,48257
1.1158,48288
1.1215,48202
1.1271,48018
1.1325,48195
1.1381,48005
1.1437,48035
1.1494,47974
1.1547,47685
1.1603,47737
1.166,47697
1.1713,47665
1.177,47686
1.1826,47577
1.1883,47426
1.1936,47403
1.1993,47373
1.2049,47336
1.2103,47414
1.2159,47234
1.2215,47124
1.2269,46997
1.2325,46654
1.238,46905
1.2436,46887
1.2492,46914
1.2548,46716
1.2605,46672
1.2658,46730
1.2714,46586
1.2771,46532
1.2824,46480
