Experiment: Feb_8_Batch_expt_zeroed vial 3, Mon Feb  8 17:45:11 2021
0.0049,53152
0.0103,53114
0.0159,53156
0.0213,53124
0.0269,53133
0.0326,53168
0.0382,53149
0.0436,53148
0.0492,53146
0.0546,53122
0.0602,53139
0.0659,53153
0.0715,53099
0.0769,53122
0.0826,53138
0.088,53134
0.0936,53100
0.0992,53106
0.1046,53101
0.1102,53114
0.1159,53119
0.1215,53103
0.1269,53087
0.1325,53090
0.1381,53011
0.1435,53029
0.1491,53051
0.1548,53028
0.1604,53049
0.1658,52976
0.1715,53022
0.1768,52984
0.1825,52952
0.1881,52996
0.1938,52919
0.2032,52993
0.2046,52936
0.2103,52929
0.216,52949
0.2213,52932
0.2269,52894
0.2359,52895
0.238,52871
0.2436,52885
0.2493,52861
0.2607,52842
0.2622,52837
0.2659,52820
0.2713,52828
0.282,52778
0.2827,52759
0.2881,52781
0.2937,52793
0.3039,52765
0.3046,52731
0.3103,52723
0.3159,52741
0.3254,52677
0.3271,52655
0.3324,52668
0.3381,52656
0.3437,52595
0.354,52623
0.3567,52609
0.3604,52553
0.3658,52576
0.3764,52515
0.3788,52538
0.3825,52492
0.3881,52457
0.398,52483
0.3991,52418
0.4047,52432
0.4104,52373
0.4158,52379
0.4214,52396
0.427,52359
0.4327,52311
0.438,52275
0.4437,52281
0.4493,52250
0.4547,52246
0.4603,52152
0.466,52170
0.4713,52195
0.477,52114
0.4826,52088
0.488,52087
0.4937,52069
0.4993,52003
0.5047,52026
0.5103,52003
0.5159,51980
0.5216,51932
0.5269,51884
0.5326,51882
0.5379,51858
0.5436,51802
0.5492,51853
0.5549,51813
0.5602,51769
0.5659,51729
0.5715,51722
0.5769,51680
0.5825,51638
0.5881,51618
0.5938,51597
0.5992,51532
0.6048,51536
0.6102,51477
0.6159,51490
0.6215,51474
0.6269,51419
0.6324,51384
0.6381,51331
0.6437,51308
0.6491,51261
0.6547,51253
0.6603,51245
0.666,51185
0.6713,51096
0.6769,51104
0.6826,51056
0.6882,51028
0.6935,50996
0.6992,50963
0.7048,50909
0.7102,50873
0.7158,50875
0.7214,50761
0.7271,50767
0.7324,50732
0.7381,50647
0.7437,50635
0.7493,50601
