Experiment: Feb_8_Batch_expt_zeroed vial 7, Mon Feb  8 17:45:11 2021
0.0049,51150
0.0103,51152
0.0159,51128
0.0213,51135
0.0269,51187
0.0326,51187
0.0382,51115
0.0436,51159
0.0492,51165
0.0546,51179
0.0602,51204
0.0659,51193
0.0715,51122
0.0769,51168
0.0826,51149
0.088,51177
0.0936,51143
0.0992,51145
0.1046,51163
0.1102,51148
0.1159,51144
0.1215,51155
0.1269,51076
0.1325,51146
0.1381,51136
0.1435,51127
0.1491,51089
0.1548,51077
0.1604,51056
0.1658,51076
0.1715,51041
0.1768,51018
0.1825,51017
0.1881,51033
0.1938,51003
0.2032,51022
0.2046,50988
0.2103,50969
0.216,50950
0.2213,50936
0.2269,50916
0.2359,50891
0.238,50900
0.2436,50888
0.2493,50839
0.2607,50838
0.2622,50850
0.2659,50809
0.2713,50824
0.282,50774
0.2827,50779
0.2881,50787
0.2937,50747
0.3039,50766
0.3046,50685
0.3103,50676
0.3159,50693
0.3254,50620
0.3271,50650
0.3324,50626
0.3381,50623
0.3437,50534
0.354,50571
0.3567,50590
0.3604,50548
0.3658,50528
0.3764,50528
0.3788,50464
0.3825,50457
0.3881,50451
0.398,50423
0.3991,50401
0.4047,50407
0.4104,50358
0.4158,50291
0.4214,50339
0.427,50282
0.4327,50228
0.438,50228
0.4437,50188
0.4493,50120
0.4547,50129
0.4603,50141
0.466,50037
0.4713,50030
0.477,50014
0.4826,49960
0.488,49938
0.4937,49998
0.4993,49942
0.5047,49936
0.5103,49866
0.5159,49851
0.5216,49807
0.5269,49850
0.5326,49773
0.5379,49768
0.5436,49674
0.5492,49701
0.5549,49630
0.5602,49583
0.5659,49591
0.5715,49563
0.5769,49501
0.5825,49467
0.5881,49480
0.5938,49459
0.5992,49406
0.6048,49371
0.6102,49348
0.6159,49244
0.6215,49288
0.6269,49290
0.6324,49189
0.6381,49131
0.6437,49161
0.6491,49108
0.6547,49038
0.6603,49126
0.666,48938
0.6713,48977
0.6769,48886
0.6826,48891
0.6882,48817
0.6935,48798
0.6992,48789
0.7048,48708
0.7102,48618
0.7158,48591
0.7214,48605
0.7271,48514
0.7324,48486
0.7381,48469
0.7437,48373
0.7493,48385
0.7547,48379
0.7603,48349
0.766,48211
0.7713,48162
0.777,48232
0.7826,48177
0.7882,48096
0.7936,48089
0.7992,47988
0.8049,47986
0.8102,47879
0.8159,47879
0.8215,47790
0.8271,47715
0.8325,47809
0.8381,47728
0.8438,47525
0.8491,47535
0.8548,47654
0.8604,47468
0.8658,47483
0.8714,47383
0.877,47459
0.8827,47258
0.888,47305
0.8936,47194
0.8993,47160
0.9049,47030
0.9102,47085
0.9159,46885
0.9215,46974
0.9269,46850
0.9325,46841
0.9381,46677
0.9438,46803
0.9491,46706
0.9548,46691
0.9604,46489
0.9658,46470
0.9714,46416
0.977,46455
0.9827,46309
0.988,46341
0.9937,46201
0.9993,46188
1.0047,46104
1.0103,46146
1.016,45938
1.0213,45972
1.027,45888
1.0326,45829
1.0382,45832
1.0436,45698
1.0492,45640
1.0548,45567
1.0602,45653
1.0659,45479
1.0715,45365
1.0769,45258
1.0825,45310
1.0882,45295
1.0936,45127
1.0992,45069
1.1048,45064
1.1105,44838
1.1158,44780
1.1215,44718
1.1271,44770
1.1325,44435
1.1381,44532
1.1437,44506
1.1494,44417
1.1547,44192
1.1603,44149
1.166,44066
1.1713,44109
1.177,44099
1.1826,43885
1.1883,43893
1.1936,43648
1.1993,43612
1.2049,43522
1.2103,43714
1.2159,43447
1.2215,43656
1.2269,43419
1.2325,43221
1.238,43115
1.2436,43170
1.2492,43030
1.2548,42768
1.2605,42676
1.2658,42691
1.2714,42649
1.2771,42650
1.2824,42440
1.2881,42511
1.2938,42367
1.2991,42257
1.3048,42223
1.3104,42146
1.3158,42134
1.3215,41931
1.3271,41928
1.3325,41694
1.3381,41990
1.3438,41607
1.3492,41407
1.3548,41458
1.3604,41475
1.3658,41276
1.3715,41327
1.3771,41207
1.3825,41044
1.3882,41226
1.3938,41038
1.3992,40857
1.4048,40955
1.4102,40481
1.4158,40624
1.4215,40469
1.4271,40606
1.4325,40201
1.4381,40307
1.4437,40097
1.4491,39730
1.4547,40125
1.4604,39831
1.466,39996
1.4714,39696
1.477,39569
1.4826,39610
1.4883,39478
1.4936,39191
1.4992,39450
1.5048,38896
1.5105,38918
1.5158,38871
1.5215,38927
1.527,38768
1.5324,38398
1.5381,38528
1.5438,38203
1.5491,38359
1.5548,38074
1.5604,38025
1.5658,38039
1.5714,38164
1.577,37678
1.5827,37803
1.588,37673
1.5937,37619
1.5993,37299
1.6047,37371
1.6103,37140
1.6159,37403
1.6215,36829
1.6271,36939
1.6325,36896
1.6381,36814
1.6437,36990
1.6493,36707
1.6547,36447
1.6603,36836
1.6659,36653
1.6715,36107
1.6769,36147
1.6825,36413
1.6882,36362
1.6938,36054
1.6992,36175
1.7048,35967
1.7105,35851
1.7158,35810
1.7215,35648
1.7271,35664
1.7327,35639
1.7381,35183
1.7438,34935
1.7491,35525
1.7548,35487
1.7604,35309
1.7658,35371
1.7714,35010
1.7771,35066
1.7827,35233
1.7881,34907
1.7937,34691
1.7993,34472
1.8047,34765
1.8103,34905
1.816,34494
1.8214,34593
1.827,34477
1.8326,34528
1.8383,34527
1.8436,34229
1.8492,34468
1.8549,34126
1.8603,34157
1.8659,34427
1.8715,34389
1.8772,34449
1.8825,34618
1.8881,34224
1.8937,34251
1.8994,34212
1.9047,34439
1.9103,34188
1.9159,33921
1.9216,33806
1.9269,34125
1.9326,34166
1.9381,33439
1.9437,33660
1.9491,33706
1.9548,33921
1.9604,33764
1.9658,33927
1.9714,33538
1.977,33881
1.9827,33910
1.9881,33567
1.9937,33590
1.9993,33398
2.0047,33333
