Experiment: Feb_8_Batch_expt_zeroed vial 4, Mon Feb  8 17:45:11 2021
0.0049,54435
0.0103,54381
0.0159,54425
0.0213,54431
0.0269,54416
0.0326,54433
0.0382,54403
0.0436,54425
0.0492,54407
0.0546,54405
0.0602,54390
0.0659,54407
0.0715,54440
0.0769,54442
0.0826,54416
0.088,54411
0.0936,54411
0.0992,54441
0.1046,54410
0.1102,54399
0.1159,54401
0.1215,54392
0.1269,54391
0.1325,54391
0.1381,54358
0.1435,54371
0.1491,54368
0.1548,54355
0.1604,54365
0.1658,54368
0.1715,54345
0.1768,54309
0.1825,54341
0.1881,54325
0.1938,54321
0.2032,54310
0.2046,54304
0.2103,54261
0.216,54262
0.2213,54293
0.2269,54241
0.2359,54230
0.238,54247
0.2436,54197
0.2493,54216
0.2607,54185
0.2622,54190
0.2659,54200
0.2713,54162
0.282,54170
0.2827,54146
0.2881,54186
0.2937,54132
0.3039,54140
0.3046,54114
0.3103,54110
0.3159,54095
0.3254,54072
0.3271,54069
0.3324,54038
0.3381,54032
0.3437,54020
0.354,54006
0.3567,54000
0.3604,53981
0.3658,53979
0.3764,53944
0.3788,53909
0.3825,53926
0.3881,53899
0.398,53853
0.3991,53843
0.4047,53846
0.4104,53826
0.4158,53840
0.4214,53793
0.427,53813
0.4327,53784
0.438,53762
0.4437,53734
0.4493,53735
0.4547,53702
0.4603,53682
0.466,53622
0.4713,53657
0.477,53602
0.4826,53594
0.488,53536
0.4937,53513
0.4993,53520
0.5047,53495
0.5103,53501
0.5159,53452
0.5216,53444
0.5269,53418
0.5326,53378
0.5379,53399
0.5436,53344
0.5492,53331
0.5549,53322
0.5602,53299
0.5659,53252
0.5715,53210
0.5769,53220
0.5825,53159
0.5881,53093
0.5938,53090
0.5992,53083
0.6048,53082
0.6102,53023
0.6159,52936
0.6215,53006
0.6269,52949
0.6324,52902
0.6381,52912
0.6437,52864
0.6491,52795
0.6547,52787
0.6603,52737
0.666,52767
0.6713,52693
0.6769,52701
0.6826,52672
0.6882,52575
0.6935,52623
0.6992,52504
0.7048,52525
0.7102,52471
0.7158,52500
0.7214,52435
0.7271,52362
0.7324,52369
0.7381,52318
0.7437,52323
0.7493,52247
0.7547,52270
0.7603,52178
0.766,52186
0.7713,52139
0.777,52040
0.7826,52118
0.7882,51969
0.7936,51985
0.7992,51935
0.8049,51859
0.8102,51800
0.8159,51814
0.8215,51702
0.8271,51784
0.8325,51681
0.8381,51647
0.8438,51662
0.8491,51613
0.8548,51563
0.8604,51443
0.8658,51402
0.8714,51450
0.877,51387
0.8827,51370
0.888,51241
0.8936,51216
0.8993,51095
0.9049,51199
0.9102,51053
0.9159,51034
0.9215,50959
0.9269,50969
0.9325,50905
0.9381,50781
0.9438,50835
0.9491,50722
0.9548,50774
0.9604,50709
0.9658,50533
0.9714,50588
0.977,50469
0.9827,50528
0.988,50448
0.9937,50315
0.9993,50327
1.0047,50167
1.0103,50246
1.016,50153
1.0213,50101
1.027,50012
1.0326,50055
