Experiment: Feb_8_Batch_expt_zeroed vial 13, Mon Feb  8 17:45:11 2021
0.0049,49692
0.0103,49735
0.0159,49748
0.0213,49732
0.0269,49740
0.0326,49745
0.0382,49759
0.0436,49736
0.0492,49798
0.0546,49777
0.0602,49766
0.0659,49777
0.0715,49785
0.0769,49788
0.0826,49727
0.088,49766
0.0936,49757
0.0992,49787
0.1046,49758
0.1102,49691
0.1159,49709
0.1215,49716
0.1269,49689
0.1325,49663
0.1381,49679
0.1435,49710
0.1491,49667
0.1548,49674
0.1604,49653
0.1658,49645
0.1715,49657
0.1768,49655
0.1825,49648
0.1881,49637
0.1938,49630
0.2032,49539
0.2046,49560
0.2103,49524
0.216,49508
0.2213,49547
0.2269,49487
0.2359,49485
0.238,49526
0.2436,49515
0.2493,49488
0.2607,49457
0.2622,49427
0.2659,49473
0.2713,49472
0.282,49389
0.2827,49443
0.2881,49385
0.2937,49344
0.3039,49364
0.3046,49336
0.3103,49354
0.3159,49363
0.3254,49326
0.3271,49261
0.3324,49289
0.3381,49229
0.3437,49234
0.354,49200
0.3567,49172
0.3604,49143
0.3658,49161
0.3764,49083
0.3788,49110
0.3825,49080
0.3881,49019
0.398,48956
0.3991,48958
0.4047,49029
0.4104,48969
0.4158,48957
0.4214,48875
0.427,48924
0.4327,48901
0.438,48895
0.4437,48850
0.4493,48861
0.4547,48827
0.4603,48737
0.466,48687
0.4713,48698
0.477,48677
0.4826,48707
0.488,48656
0.4937,48668
0.4993,48559
0.5047,48589
0.5103,48582
0.5159,48606
0.5216,48537
0.5269,48417
0.5326,48406
0.5379,48341
0.5436,48360
0.5492,48326
0.5549,48328
0.5602,48275
0.5659,48251
0.5715,48239
0.5769,48157
0.5825,48168
0.5881,48116
0.5938,48077
0.5992,48154
0.6048,48125
0.6102,48076
0.6159,48073
0.6215,47884
0.6269,47842
0.6324,47884
0.6381,47865
0.6437,47791
0.6491,47764
0.6547,47654
0.6603,47625
0.666,47615
0.6713,47575
0.6769,47548
0.6826,47485
0.6882,47345
0.6935,47304
0.6992,47338
0.7048,47363
0.7102,47237
0.7158,47244
0.7214,47256
0.7271,47136
0.7324,47111
0.7381,47118
0.7437,47081
0.7493,47032
0.7547,47027
0.7603,47007
0.766,46950
0.7713,46799
0.777,46685
0.7826,46635
0.7882,46560
0.7936,46651
0.7992,46436
0.8049,46357
0.8102,46473
0.8159,46425
0.8215,46361
0.8271,46293
0.8325,46208
0.8381,46173
0.8438,46133
0.8491,45935
0.8548,45978
0.8604,45887
0.8658,45814
0.8714,45780
0.877,45738
0.8827,45692
0.888,45519
0.8936,45660
0.8993,45388
0.9049,45446
0.9102,45380
0.9159,45248
0.9215,45212
0.9269,45226
0.9325,45050
0.9381,45052
0.9438,44900
0.9491,44798
0.9548,44861
0.9604,44906
0.9658,44746
0.9714,44645
0.977,44407
0.9827,44369
0.988,44122
0.9937,44369
0.9993,44341
1.0047,44110
1.0103,44053
1.016,44134
1.0213,43835
1.027,43932
1.0326,43756
1.0382,43563
1.0436,43772
1.0492,43599
1.0548,43350
1.0602,43374
1.0659,43358
1.0715,43464
1.0769,43159
1.0825,43076
1.0882,42946
1.0936,43044
1.0992,42826
1.1048,42809
1.1105,42713
1.1158,42522
1.1215,42464
1.1271,42566
1.1325,42301
1.1381,42218
1.1437,42101
1.1494,41947
1.1547,41964
1.1603,41800
1.166,41750
1.1713,41530
1.177,41607
1.1826,41458
1.1883,41460
1.1936,41355
1.1993,41226
1.2049,41106
1.2103,41062
1.2159,40936
1.2215,40867
1.2269,40683
1.2325,40692
1.238,40456
1.2436,40422
1.2492,40274
1.2548,40265
1.2605,40165
1.2658,40303
1.2714,40204
1.2771,39945
1.2824,39835
1.2881,39720
1.2938,39717
1.2991,39605
1.3048,39326
1.3104,39355
1.3158,39066
1.3215,39024
1.3271,39121
1.3325,39043
1.3381,38835
1.3438,38882
1.3492,38978
1.3548,38688
1.3604,38614
1.3658,38573
1.3715,38483
1.3771,38028
1.3825,38068
1.3882,37982
1.3938,37835
1.3992,38079
