Experiment: July_9_negative_cntrl_expt vial 5, Fri Jul  9 17:30:40 2021
0.0025,167
0.0082,169
0.0135,170
0.0192,166
0.0248,171
0.0305,171
0.0358,168
0.0413,170
0.047,170
0.0526,168
0.0579,168
0.0636,169
0.0691,169
0.0748,170
0.0804,168
0.0858,168
0.0914,167
0.0969,168
0.1026,166
0.1082,168
0.1136,170
0.1192,170
0.1247,169
0.1304,168
0.136,173
0.1414,171
0.147,172
0.1526,168
0.1582,169
0.1635,170
0.1692,168
0.1748,168
0.1802,170
0.1858,165
0.1914,171
0.1971,168
0.2024,169
0.2081,171
0.2137,171
0.2191,169
0.2247,169
0.2304,170
0.2358,167
0.2414,167
0.2471,169
0.2524,169
0.2581,169
0.2637,168
0.2691,171
0.2747,171
0.2804,169
0.286,170
0.2914,169
0.297,169
0.3027,165
0.308,167
0.3136,167
0.3193,167
0.3246,167
0.3303,169
0.3359,168
0.3415,170
0.3469,170
0.3526,169
0.3582,171
0.3635,169
0.3692,168
0.3748,166
0.3805,168
0.3858,169
0.3915,172
0.3971,168
0.4025,168
0.4081,169
0.4138,166
0.4192,168
0.4248,169
0.4302,169
0.4358,169
0.4415,168
0.4471,171
0.4525,172
0.4581,169
0.4638,170
0.4691,168
0.4748,169
0.4804,170
0.4858,170
0.4914,169
0.4971,170
0.5024,170
0.5081,168
0.5137,167
0.5193,168
0.5247,169
0.5304,169
0.536,169
0.5414,168
0.547,169
0.5526,169
0.558,167
0.5636,169
0.5693,169
0.5749,169
0.5802,170
0.5859,169
0.5915,169
0.5969,171
0.6025,169
0.6082,170
0.6138,170
0.6191,170
0.6248,170
0.6304,169
0.6358,172
0.6414,170
0.6471,168
0.6527,171
0.6581,167
0.6637,171
0.6694,169
0.6748,170
0.6804,170
0.6858,168
0.6914,170
0.697,171
0.7027,169
0.708,169
0.7137,171
0.7193,169
0.7247,173
0.7303,169
0.7359,171
0.7416,171
0.7469,170
0.7526,171
0.7582,168
0.7636,171
0.7692,172
0.7748,173
0.7802,170
0.7859,169
0.7915,170
0.7971,171
0.8025,169
0.8081,170
0.8138,171
0.8191,173
0.8248,170
0.8304,168
0.8358,169
0.8414,170
0.847,171
0.8527,172
0.858,169
0.8637,170
0.8693,169
0.8747,170
0.8803,168
0.886,170
0.8913,169
0.897,172
0.9026,171
0.9082,169
0.9136,172
0.9192,170
0.9249,171
0.9302,168
0.9359,171
0.9415,170
0.9469,170
0.9525,171
0.9582,168
0.9638,169
0.9692,171
0.9748,167
0.9805,171
0.9858,168
0.9915,171
0.9971,171
1.0025,169
1.0081,171
1.0137,170
1.0191,170
1.0247,166
1.0304,171
1.036,169
1.0414,166
1.047,170
1.0527,171
1.058,167
1.0637,171
1.0693,170
1.0747,172
1.0803,172
1.086,171
1.0913,169
1.097,170
1.1026,169
1.108,168
1.1136,172
