Experiment: July_9_negative_cntrl_expt vial 13, Fri Jul  9 17:30:40 2021
0.0025,169
0.0082,168
0.0135,168
0.0192,169
0.0248,169
0.0305,171
0.0358,169
0.0413,167
0.047,168
0.0526,167
0.0579,167
0.0636,170
0.0691,169
0.0748,167
0.0804,169
0.0858,168
0.0914,169
0.0969,171
0.1026,169
0.1082,169
0.1136,169
0.1192,169
0.1247,168
0.1304,171
0.136,173
0.1414,171
0.147,169
0.1526,170
0.1582,168
0.1635,170
0.1692,169
0.1748,167
0.1802,169
0.1858,167
0.1914,169
0.1971,169
0.2024,167
0.2081,170
0.2137,168
0.2191,170
0.2247,169
0.2304,168
0.2358,168
0.2414,167
0.2471,167
0.2524,166
0.2581,170
0.2637,168
0.2691,170
0.2747,166
0.2804,168
0.286,170
0.2914,170
0.297,167
0.3027,168
0.308,169
0.3136,169
0.3193,164
0.3246,168
0.3303,168
0.3359,167
0.3415,169
0.3469,170
0.3526,169
0.3582,171
0.3635,168
0.3692,170
0.3748,170
0.3805,170
0.3858,167
0.3915,166
0.3971,168
0.4025,170
0.4081,170
0.4138,169
0.4192,169
0.4248,169
0.4302,170
0.4358,167
0.4415,170
0.4471,172
0.4525,169
0.4581,170
0.4638,171
0.4691,170
0.4748,170
0.4804,169
0.4858,170
0.4914,168
0.4971,169
0.5024,169
0.5081,169
0.5137,168
0.5193,170
0.5247,166
0.5304,167
0.536,169
0.5414,167
0.547,168
0.5526,170
0.558,170
0.5636,168
0.5693,169
0.5749,169
0.5802,168
0.5859,169
0.5915,170
0.5969,168
0.6025,169
0.6082,170
0.6138,170
0.6191,170
0.6248,169
0.6304,172
0.6358,172
0.6414,170
0.6471,171
0.6527,169
0.6581,168
0.6637,169
0.6694,169
0.6748,169
0.6804,170
0.6858,167
0.6914,171
0.697,171
0.7027,168
0.708,171
0.7137,172
0.7193,169
0.7247,170
0.7303,170
0.7359,169
0.7416,171
0.7469,171
0.7526,171
0.7582,172
0.7636,170
0.7692,171
0.7748,170
0.7802,172
0.7859,171
0.7915,169
0.7971,171
0.8025,170
0.8081,167
0.8138,169
0.8191,172
0.8248,170
0.8304,172
0.8358,169
0.8414,169
0.847,168
0.8527,170
0.858,168
0.8637,169
0.8693,169
0.8747,169
0.8803,168
0.886,170
0.8913,169
0.897,170
0.9026,169
0.9082,168
0.9136,169
0.9192,167
0.9249,171
0.9302,167
0.9359,169
0.9415,171
0.9469,169
0.9525,171
0.9582,169
0.9638,168
0.9692,170
0.9748,172
0.9805,168
0.9858,169
0.9915,173
0.9971,170
1.0025,171
1.0081,169
1.0137,168
1.0191,170
1.0247,169
1.0304,168
1.036,170
1.0414,169
1.047,169
1.0527,168
1.058,169
1.0637,170
1.0693,170
1.0747,167
1.0803,170
1.086,170
1.0913,169
1.097,168
1.1026,170
1.108,170
1.1136,172
1.1193,171
1.1249,170
1.1303,170
1.1359,168
1.1415,171
1.1469,173
1.1526,169
1.1582,173
1.1635,171
1.1692,168
1.1748,172
1.1805,169
1.1858,173
1.1914,173
1.1971,172
1.2025,170
1.2081,170
1.2137,170
1.2194,168
1.2247,170
1.2304,169
1.236,169
1.2414,167
1.247,170
1.2526,170
1.2583,171
1.2636,170
1.2693,172
1.2749,172
1.2803,170
1.2859,171
1.2916,170
1.2969,170
1.3026,168
1.3082,169
1.3136,171
1.3192,169
1.3248,172
1.3305,169
1.3358,168
1.3414,170
1.3471,170
1.3525,170
1.3581,171
1.3637,170
1.3691,174
1.3747,172
1.3804,172
1.386,172
1.3913,172
1.397,171
1.4026,170
1.4082,170
1.4136,171
1.4192,168
1.4249,173
1.4302,172
1.4359,171
1.4415,173
1.4471,171
1.4525,172
1.4581,171
1.4638,170
1.4691,170
1.4748,172
1.4804,170
1.486,170
1.4914,172
1.4971,169
1.5024,171
1.5081,171
1.5137,169
1.5194,172
1.5247,170
1.5304,172
1.536,169
1.5414,171
1.547,169
1.5526,169
1.5583,169
1.5636,170
1.5692,170
1.5748,170
1.5805,171
1.5858,170
1.5914,173
1.597,171
1.6027,170
1.608,171
1.6136,172
1.6192,171
1.6248,166
1.6305,170
1.6358,168
1.6415,172
1.647,171
1.6526,171
1.658,169
1.6636,170
1.6693,169
1.6747,170
1.6803,170
1.6859,169
1.6916,172
1.6969,171
1.7026,169
1.7082,169
1.7136,167
1.7192,171
1.7248,170
1.7304,172
1.736,171
1.7414,168
1.747,174
1.7525,171
1.7581,170
1.7637,170
1.7691,169
1.7747,170
1.7804,169
1.7858,171
1.7915,170
1.7971,167
1.8025,170
1.8081,170
1.8137,171
1.8194,168
1.8247,168
1.8304,169
1.836,169
1.8415,170
1.847,169
1.8526,172
1.8583,170
1.8636,171
1.8693,170
1.8747,170
1.8803,170
1.8859,172
1.8916,171
1.8969,171
1.9026,171
1.9082,169
1.9138,171
1.9192,168
1.9248,168
1.9304,169
1.9358,173
1.9414,169
1.9471,170
1.9527,169
1.9581,170
1.9637,169
1.9694,171
1.9747,168
1.9803,173
1.9859,172
1.9915,170
1.9969,172
2.0025,170
2.0082,169
2.0136,169
2.0192,170
2.0249,170
2.0303,172
2.0359,169
2.0416,170
2.0469,169
2.0526,170
2.0582,169
2.0636,170
2.0692,169
2.0749,169
2.0805,169
2.0859,170
2.0915,169
2.0969,171
2.1025,171
2.1082,168
2.1138,170
2.1193,170
2.1249,170
2.1303,168
2.1359,169
2.1415,170
2.1472,170
2.1525,171
2.1581,169
2.1638,168
2.1691,171
2.1748,163
2.1805,170
2.1859,170
2.1915,168
2.1969,170
2.2025,171
2.2081,171
2.2138,169
2.2191,166
2.2248,169
2.2304,170
2.236,172
2.2414,169
2.247,166
2.2527,170
2.2581,170
2.2637,168
2.2693,171
2.2749,169
2.2803,168
2.2859,171
2.2916,169
2.297,168
2.3026,170
2.3082,171
2.3136,169
2.3192,169
2.3249,167
2.3305,170
2.3359,169
2.3415,170
2.3472,170
2.3525,171
2.3581,171
2.3638,169
2.3691,169
2.3748,167
2.3804,169
2.3858,170
2.3914,167
2.3971,171
2.4027,168
2.4081,170
2.4137,170
2.4193,170
2.4247,171
2.4303,172
2.436,167
2.4416,171
2.447,170
2.4526,170
2.4583,169
2.4636,170
2.4693,168
2.4749,171
2.4803,171
2.4859,171
2.4913,169
2.497,169
2.5026,167
2.5082,169
2.5136,168
2.5193,171
2.5249,170
2.5303,170
2.5359,170
2.5416,169
2.5469,171
2.5526,168
2.5582,167
2.5636,170
2.5692,169
2.5749,170
2.5805,172
2.5859,169
2.5915,170
2.5971,168
2.6025,173
2.6081,171
2.6138,172
2.6194,171
2.6248,171
2.6304,170
2.636,170
2.6414,166
2.647,168
2.6527,169
2.6583,169
2.6636,169
2.6693,167
2.6749,171
2.6803,170
2.6859,172
2.6916,172
2.6969,172
2.7026,168
2.7082,166
2.7138,170
2.7192,170
2.7248,166
2.7305,170
2.7359,171
2.7415,169
2.7471,170
2.7525,168
2.7581,169
2.7638,171
2.7691,170
2.7748,170
2.7804,168
2.7861,168
2.7914,169
2.7971,170
2.8027,171
2.8081,171
2.8137,172
2.8194,169
2.8248,169
2.8304,170
2.836,169
2.8414,170
2.847,169
2.8527,169
2.8581,167
2.8637,171
2.8694,171
2.8747,169
2.8804,169
2.886,167
2.8914,169
2.897,171
2.9027,171
2.9083,169
2.9137,172
2.9194,171
2.9248,170
2.9304,171
2.936,171
2.9414,171
2.9471,171
2.9527,171
2.9581,172
2.9637,173
2.9693,172
2.9747,168
2.9803,172
2.986,167
2.9916,171
2.997,168
3.0025,170
3.0081,170
3.0138,169
3.0192,170
3.0248,174
3.0303,171
3.036,170
3.0416,169
3.047,172
3.0526,169
3.0581,169
3.0638,171
3.0694,171
3.0748,169
3.0804,169
3.0859,172
3.0916,168
3.0969,171
3.1026,170
3.1082,170
3.1137,172
3.1194,169
3.1247,166
3.1304,171
3.136,172
3.1414,174
3.147,169
3.1527,170
3.158,171
3.1637,171
3.1693,169
3.175,170
3.1803,170
3.186,169
3.1916,169
3.197,168
3.2026,171
3.2082,171
3.2136,170
3.2192,170
3.2249,169
3.2303,170
3.2359,171
3.2415,171
3.2472,170
3.2525,170
3.2582,170
3.2638,171
3.2692,173
3.2748,171
3.2805,172
3.2858,171
3.2915,171
3.2971,170
3.3025,170
3.3081,172
3.3138,169
3.3194,169
3.3248,170
3.3304,171
3.3361,170
3.3414,170
3.347,169
3.3527,170
3.3583,169
3.3637,170
3.3693,169
3.375,172
3.3803,170
3.386,169
3.3916,172
3.397,170
3.4026,173
3.4083,172
3.4136,169
3.4193,170
3.4249,167
3.4303,171
3.4359,168
3.4416,172
3.447,168
3.4526,169
3.4582,171
3.4636,170
3.4692,169
3.4749,171
3.4805,167
3.4859,171
3.4915,171
3.4971,171
3.5028,172
3.5081,170
3.5138,166
3.5192,172
3.5248,171
3.5305,171
3.5361,167
3.5414,170
3.5471,170
3.5527,170
3.5581,171
3.5637,168
3.5694,170
3.5747,169
3.5804,170
3.586,171
3.5914,170
3.5971,172
3.6027,168
3.6081,170
3.6137,172
3.6193,172
3.625,168
3.6304,167
3.636,167
3.6416,170
3.647,169
3.6526,171
3.6583,169
3.6637,168
3.6693,170
3.675,169
3.6803,169
3.686,170
3.6916,168
3.6972,170
3.7026,169
3.7082,172
3.7136,169
3.7192,172
3.7249,166
3.7305,170
3.7359,170
3.7415,171
3.7472,169
3.7525,169
3.7582,170
3.7638,168
3.7692,170
3.7748,173
3.7805,169
3.7859,170
3.7915,171
3.7972,169
3.8025,169
3.8082,170
3.8138,170
3.8192,169
3.8248,169
3.8305,170
3.8359,169
3.8415,168
3.8472,170
3.8525,170
3.8582,170
3.8638,169
3.8692,168
3.8748,168
3.8805,169
3.8858,172
3.8915,170
3.8971,171
3.9025,169
3.9081,168
3.9138,169
3.9194,169
3.9248,167
3.9304,169
3.936,168
3.9414,170
3.9471,168
3.9527,169
3.9581,169
3.9637,168
3.9694,171
3.9747,168
3.9804,170
3.986,169
3.9916,165
3.997,169
4.0027,169
4.0083,170
4.0137,169
4.0193,169
4.025,168
4.0303,171
4.036,170
4.0416,168
4.047,170
4.0526,172
4.0583,170
4.0636,168
4.0693,169
4.0749,169
4.0806,166
4.0859,167
4.0916,167
4.0969,169
4.1026,169
4.1082,170
4.1139,168
4.1192,169
4.1249,167
4.1305,168
4.1359,170
4.1415,169
4.1472,168
4.1526,170
4.1582,169
4.1638,170
4.1692,170
4.1748,169
4.1805,169
4.1858,172
4.1915,171
4.1971,173
4.2025,173
4.2081,169
4.2138,169
4.2194,171
4.2248,171
4.2304,167
4.2361,169
4.2414,170
4.247,170
4.2527,172
4.2583,170
4.2637,169
4.2693,168
4.275,170
4.2803,170
4.286,169
4.2916,167
4.2973,173
4.3026,168
4.3082,168
4.3136,166
4.3192,171
4.3249,169
4.3305,168
