Experiment: Feb_25_Turb_expt vial 13, Thu Feb 25 15:27:00 2021
0.0014,1625
0.0066,1628
0.0122,1623
0.0176,1624
0.0232,1630
0.0288,1626
0.0344,1624
0.04,1624
0.0454,1629
0.0509,1628
0.0565,1624
0.0622,1623
0.0677,1629
0.0734,1628
0.0787,1622
0.0843,1620
0.09,1628
0.0956,1630
0.1009,1625
0.1065,1622
0.1121,1625
0.1177,1629
0.1231,1626
0.1287,1622
0.1343,1626
0.1399,1629
0.1453,1627
0.151,1624
0.1566,1628
0.1621,1628
0.1677,1627
0.1731,1625
0.1788,1625
0.1844,1632
0.1899,1628
0.1956,1622
0.201,1626
0.2066,1630
0.2122,1628
0.2176,1624
0.2232,1625
0.2289,1628
0.2342,1627
0.2399,1622
0.2455,1624
0.2511,1628
0.2565,1628
0.2621,1625
0.2677,1625
0.2733,1628
0.2787,1628
0.2843,1620
0.2899,1625
0.2955,1628
0.3011,1629
0.3065,1623
0.3121,1624
0.3177,1627
0.3233,1630
0.3287,1627
0.3343,1624
0.34,1627
0.3456,1629
0.3509,1626
0.3566,1624
0.3622,1625
0.3678,1630
0.3732,1626
0.3788,1624
0.3844,1626
0.3898,1629
0.3954,1626
0.4011,1623
0.4067,1628
0.4121,1630
0.4177,1625
0.4233,1622
0.4287,1625
0.4343,1630
0.4399,1629
0.4456,1621
0.4509,1625
0.4566,1627
0.4622,1627
0.4678,1623
0.4732,1622
0.4788,1628
0.4844,1627
0.4898,1624
0.4954,1625
0.501,1629
0.5067,1626
0.512,1623
0.5176,1622
0.5233,1631
0.5289,1628
0.5343,1624
0.5399,1625
0.5455,1630
0.5511,1632
0.5565,1624
0.5621,1623
0.5678,1625
0.5731,1629
0.5787,1624
0.5844,1621
0.59,1627
0.5954,1631
0.601,1626
0.6066,1622
0.6122,1626
0.6176,1629
0.6232,1624
0.6288,1622
0.6345,1625
0.6398,1629
0.6455,1628
0.6511,1623
0.6567,1622
0.662,1627
0.6677,1629
0.6733,1625
0.6786,1624
0.6843,1627
0.6899,1631
0.6956,1626
0.7009,1623
0.7066,1625
0.7122,1631
0.7175,1627
0.7232,1622
0.7288,1622
0.7344,1628
0.7398,1630
0.7454,1626
0.7511,1620
0.7567,1625
0.762,1630
0.7677,1628
0.7733,1623
0.7787,1623
0.7843,1628
0.7899,1628
0.7953,1624
0.8009,1622
0.8065,1628
0.8122,1628
0.8178,1623
0.8232,1622
0.8288,1627
0.8344,1630
0.8398,1627
0.8454,1621
0.851,1624
0.8567,1630
0.862,1629
0.8676,1621
0.8733,1623
0.8786,1629
0.8843,1629
0.8899,1625
0.8955,1622
0.9009,1627
0.9065,1631
0.9121,1623
0.9178,1622
0.9231,1629
0.9287,1627
0.9344,1623
0.94,1624
0.9453,1627
0.951,1629
0.9566,1624
0.962,1622
0.9676,1629
0.9732,1630
0.9789,1626
0.9842,1623
0.9898,1626
0.9955,1629
1.0011,1627
1.0065,1623
1.0121,1625
1.0177,1630
1.0231,1629
1.0287,1625
1.0343,1622
1.0399,1628
1.0456,1629
1.0509,1625
1.0566,1622
1.0622,1626
1.0676,1629
1.0732,1626
1.0788,1624
1.0844,1626
1.0898,1629
1.0954,1628
1.101,1621
1.1064,1624
1.112,1627
1.1177,1630
1.1233,1624
1.1289,1622
1.1342,1627
1.1399,1630
1.1455,1627
1.1511,1622
1.1565,1625
1.1621,1630
1.1677,1627
1.1731,1622
1.1787,1626
1.1844,1628
1.1897,1629
1.1954,1623
1.201,1624
1.2066,1625
1.212,1631
1.2176,1631
1.2232,1622
1.2289,1625
1.2342,1631
1.2399,1629
1.2455,1624
1.2508,1623
1.2565,1628
1.2621,1629
1.2677,1624
1.2733,1624
1.2787,1626
1.2843,1631
1.2899,1628
1.2956,1624
1.3009,1626
1.3065,1630
1.3122,1627
1.3175,1624
1.3232,1622
1.3288,1626
1.3344,1630
1.3398,1626
1.3454,1622
1.351,1624
1.3567,1630
1.362,1630
1.3676,1624
1.3733,1622
1.3786,1627
1.3842,1630
1.3899,1626
1.3955,1622
1.4009,1624
1.4065,1628
1.4121,1627
1.4175,1622
1.4231,1624
1.4287,1630
1.4344,1629
1.44,1623
1.4454,1621
1.451,1628
1.4566,1631
1.462,1626
1.4676,1621
1.4732,1626
1.4786,1630
1.4842,1628
1.4898,1622
1.4955,1627
1.5011,1629
1.5065,1627
1.5121,1621
1.5177,1623
1.5233,1628
1.5287,1629
1.5343,1623
1.5399,1623
1.5453,1628
1.5509,1630
1.5566,1623
1.5622,1621
1.5676,1627
1.5732,1628
1.5788,1626
1.5842,1623
1.5898,1627
1.5955,1632
1.6008,1629
1.6065,1621
1.6121,1622
1.6177,1628
1.6231,1630
1.6287,1624
1.6343,1624
1.64,1628
1.6453,1628
1.651,1623
1.6566,1622
1.6619,1630
1.6676,1628
1.6732,1623
1.6788,1625
1.6842,1627
1.6898,1629
1.6954,1625
1.7011,1622
1.7064,1626
1.712,1627
1.7176,1625
1.7232,1625
1.7289,1628
1.7342,1629
1.7398,1623
1.7454,1623
1.7511,1629
1.7564,1630
1.7621,1621
1.7676,1622
1.7733,1626
1.7786,1630
1.7843,1626
1.7899,1623
1.7954,1624
1.8011,1631
1.8064,1627
1.8121,1623
1.8177,1626
1.8233,1630
1.8286,1626
1.8342,1623
1.8399,1628
1.8455,1629
1.8511,1626
1.8564,1625
1.8621,1628
1.8677,1628
1.8733,1624
1.8787,1623
1.8843,1628
1.89,1630
1.8953,1623
1.901,1623
1.9066,1631
1.912,1630
1.9176,1622
1.9232,1623
1.9289,1629
1.9342,1629
1.9399,1624
1.9455,1623
1.9509,1628
1.9565,1629
1.9621,1623
1.9678,1623
1.9731,1627
1.9787,1629
1.9844,1625
1.99,1623
1.9953,1626
2.0066,1625
2.012,1623
2.0176,1627
2.0233,1628
2.0289,1625
2.0343,1623
2.0399,1626
2.0455,1630
2.0511,1627
2.0565,1623
2.0621,1626
2.0677,1629
2.0734,1626
2.0787,1623
2.0843,1626
2.09,1630
2.0956,1625
2.1009,1624
2.1066,1628
2.1122,1630
2.1175,1627
2.1232,1624
2.1288,1626
2.1344,1630
2.1398,1626
2.1454,1622
2.1511,1625
2.1567,1631
2.162,1627
2.1677,1624
2.1733,1627
2.1787,1629
2.1843,1627
2.1899,1624
2.1956,1626
2.2009,1629
2.2065,1626
2.2122,1622
2.2178,1626
2.2232,1628
2.2288,1629
2.2344,1621
2.2398,1625
2.2454,1628
2.251,1628
2.2567,1623
2.2621,1624
2.2677,1629
2.2733,1629
2.279,1625
2.2843,1623
2.29,1628
2.2956,1629
2.3009,1625
2.3065,1622
2.3122,1623
2.3178,1629
2.3231,1633
2.3288,1622
2.3344,1624
2.34,1628
2.3454,1631
2.351,1624
2.3566,1622
2.3623,1625
2.3676,1629
2.3732,1626
2.3789,1624
2.3842,1627
2.3899,1629
2.3955,1626
2.4011,1623
2.4065,1628
2.4121,1628
2.4177,1624
2.4234,1623
2.4287,1628
2.4344,1628
2.44,1624
2.4456,1622
2.451,1629
2.4566,1630
2.4622,1624
2.4676,1626
2.4732,1627
2.4788,1631
2.4845,1628
2.4898,1623
2.4954,1622
2.5011,1628
2.5067,1630
2.512,1626
2.5177,1622
2.5233,1627
2.5289,1630
2.5343,1623
2.5399,1622
2.5456,1627
2.5509,1631
2.5566,1627
2.5622,1620
2.5678,1626
2.5732,1630
2.5788,1626
2.5845,1623
2.5898,1627
2.5954,1630
2.601,1625
2.6067,1622
2.6123,1628
2.6176,1629
2.6233,1623
2.6289,1622
2.6345,1626
2.6399,1629
2.6455,1625
2.6511,1620
2.6567,1628
2.6621,1629
2.6677,1626
2.6733,1621
2.679,1627
2.6843,1630
2.6899,1625
2.6956,1623
2.7012,1625
2.7065,1630
2.7122,1628
2.7178,1623
2.7232,1624
2.7288,1628
2.7344,1629
2.74,1623
2.7454,1625
2.751,1630
2.7567,1626
2.7623,1624
2.7676,1624
2.7733,1630
2.7789,1626
2.7843,1623
2.7899,1625
2.7955,1630
2.8012,1628
2.8065,1622
2.8122,1622
2.8178,1626
2.8234,1629
2.8288,1626
2.8344,1624
2.84,1626
2.8454,1629
2.851,1626
2.8566,1621
2.8623,1626
2.8676,1629
2.8733,1628
2.8789,1622
2.8842,1626
2.8899,1629
2.8955,1629
2.9012,1623
2.9065,1627
2.9121,1632
2.9178,1626
2.9234,1624
2.9287,1628
2.9344,1631
2.94,1625
2.9454,1624
2.951,1627
2.9566,1629
2.9623,1625
2.9677,1621
2.9733,1624
2.9789,1630
2.9845,1626
2.9899,1622
2.9955,1624
3.0065,1628
3.0122,1622
3.0178,1622
3.0234,1629
3.0288,1630
3.0344,1625
3.04,1625
3.0456,1629
3.051,1628
3.0566,1624
