Experiment: Feb_25_Turb_expt vial 5, Thu Feb 25 15:27:00 2021
0.0014,1746
0.0066,1739
0.0122,1732
0.0176,1729
0.0232,1723
0.0288,1718
0.0344,1713
0.04,1708
0.0454,1701
0.0509,1697
0.0565,1691
0.0622,1685
0.0677,1681
0.0734,1676
0.0787,1671
0.0843,1666
0.09,1660
0.0956,1656
0.1009,1652
0.1065,1646
0.1121,1643
0.1177,1639
0.1231,1636
0.1287,1632
0.1343,1628
0.1399,1622
0.1453,1618
0.151,1612
0.1566,1611
0.1621,1613
0.1677,1612
0.1731,1612
0.1788,1615
0.1844,1611
0.1899,1613
0.1956,1615
0.201,1611
0.2066,1616
0.2122,1614
0.2176,1608
0.2232,1612
0.2289,1615
0.2342,1610
0.2399,1612
0.2455,1617
0.2511,1610
0.2565,1611
0.2621,1616
0.2677,1610
0.2733,1609
0.2787,1614
0.2843,1610
0.2899,1610
0.2955,1615
0.3011,1610
0.3065,1609
0.3121,1614
0.3177,1613
0.3233,1609
0.3287,1615
0.3343,1612
0.34,1610
0.3456,1615
0.3509,1610
0.3566,1611
0.3622,1615
0.3678,1610
0.3732,1613
0.3788,1615
0.3844,1611
0.3898,1612
0.3954,1615
0.4011,1608
0.4067,1612
0.4121,1615
0.4177,1611
0.4233,1612
0.4287,1613
0.4343,1609
0.4399,1614
0.4456,1612
0.4509,1610
0.4566,1615
0.4622,1612
0.4678,1609
0.4732,1615
0.4788,1610
0.4844,1610
0.4898,1613
0.4954,1611
0.501,1612
0.5067,1614
0.512,1610
0.5176,1613
0.5233,1614
0.5289,1608
0.5343,1613
0.5399,1615
0.5455,1609
0.5511,1618
0.5565,1612
0.5621,1610
0.5678,1613
0.5731,1609
0.5787,1612
0.5844,1612
0.59,1611
0.5954,1615
0.601,1613
0.6066,1609
0.6122,1613
0.6176,1613
0.6232,1609
0.6288,1614
0.6345,1613
0.6398,1609
0.6455,1611
0.6511,1612
0.6567,1610
0.662,1615
0.6677,1613
0.6733,1611
0.6786,1613
0.6843,1613
0.6899,1609
0.6956,1614
0.7009,1612
0.7066,1609
0.7122,1613
0.7175,1612
0.7232,1610
0.7288,1614
0.7344,1612
0.7398,1609
0.7454,1613
0.7511,1613
0.7567,1608
0.762,1611
0.7677,1614
0.7733,1610
0.7787,1611
0.7843,1614
0.7899,1609
0.7953,1614
0.8009,1614
0.8065,1610
0.8122,1612
0.8178,1614
0.8232,1606
0.8288,1610
0.8344,1614
0.8398,1608
0.8454,1609
0.851,1615
0.8567,1609
0.862,1609
0.8676,1616
0.8733,1611
0.8786,1612
0.8843,1614
0.8899,1610
0.8955,1610
0.9009,1613
0.9065,1610
0.9121,1615
0.9178,1612
0.9231,1609
0.9287,1614
0.9344,1612
0.94,1609
0.9453,1613
0.951,1614
0.9566,1610
0.962,1613
0.9676,1612
0.9732,1611
0.9789,1615
0.9842,1611
0.9898,1609
0.9955,1614
1.0011,1611
1.0065,1611
1.0121,1614
1.0177,1611
1.0231,1611
1.0287,1616
1.0343,1611
1.0399,1610
1.0456,1614
1.0509,1611
1.0566,1611
1.0622,1615
1.0676,1610
1.0732,1609
1.0788,1614
1.0844,1609
1.0898,1610
1.0954,1615
1.101,1610
1.1064,1612
1.112,1614
1.1177,1607
1.1233,1612
1.1289,1612
1.1342,1612
1.1399,1614
1.1455,1608
1.1511,1611
1.1565,1612
1.1621,1609
1.1677,1614
1.1731,1613
1.1787,1609
1.1844,1615
1.1897,1611
1.1954,1609
1.201,1615
1.2066,1610
1.212,1610
1.2176,1618
1.2232,1609
1.2289,1608
1.2342,1614
1.2399,1609
1.2455,1610
1.2508,1614
1.2565,1613
1.2621,1609
1.2677,1613
1.2733,1614
1.2787,1608
1.2843,1612
1.2899,1615
1.2956,1609
1.3009,1612
1.3065,1614
1.3122,1610
1.3175,1613
1.3232,1613
1.3288,1610
1.3344,1615
1.3398,1611
1.3454,1610
1.351,1612
1.3567,1610
1.362,1615
1.3676,1612
1.3733,1610
1.3786,1613
1.3842,1612
1.3899,1611
1.3955,1613
1.4009,1610
1.4065,1612
1.4121,1614
1.4175,1609
1.4231,1611
1.4287,1612
1.4344,1607
1.44,1614
1.4454,1615
1.451,1610
1.4566,1610
1.462,1614
1.4676,1608
1.4732,1609
1.4786,1616
1.4842,1610
1.4898,1610
1.4955,1614
1.5011,1609
1.5065,1612
1.5121,1614
1.5177,1612
1.5233,1610
1.5287,1614
1.5343,1611
1.5399,1608
1.5453,1615
1.5509,1612
1.5566,1606
1.5622,1612
1.5676,1615
1.5732,1608
1.5788,1613
1.5842,1616
1.5898,1608
1.5955,1610
1.6008,1614
1.6065,1609
1.6121,1610
1.6177,1613
1.6231,1610
1.6287,1612
1.6343,1614
1.64,1607
1.6453,1613
1.651,1615
1.6566,1611
1.6619,1613
1.6676,1614
1.6732,1610
1.6788,1615
1.6842,1610
1.6898,1612
1.6954,1614
1.7011,1610
1.7064,1610
1.712,1613
1.7176,1610
1.7232,1612
1.7289,1612
1.7342,1610
1.7398,1613
1.7454,1612
1.7511,1609
1.7564,1613
1.7621,1610
1.7676,1610
1.7733,1614
1.7786,1611
1.7843,1610
1.7899,1613
1.7954,1608
1.8011,1613
1.8064,1613
1.8121,1610
1.8177,1611
1.8233,1612
1.8286,1610
1.8342,1612
1.8399,1612
1.8455,1610
1.8511,1613
1.8564,1614
1.8621,1610
1.8677,1614
1.8733,1614
1.8787,1609
1.8843,1612
1.89,1611
1.8953,1610
1.901,1614
1.9066,1610
1.912,1610
1.9176,1614
1.9232,1608
1.9289,1611
1.9342,1615
1.9399,1609
1.9455,1612
1.9509,1614
1.9565,1609
1.9621,1611
1.9678,1614
1.9731,1607
1.9787,1611
1.9844,1612
1.99,1608
1.9953,1613
2.0066,1611
2.012,1613
2.0176,1611
2.0233,1610
2.0289,1614
2.0343,1610
2.0399,1610
2.0455,1613
2.0511,1609
2.0565,1612
2.0621,1613
2.0677,1608
2.0734,1611
2.0787,1616
2.0843,1610
2.09,1613
2.0956,1615
2.1009,1607
2.1066,1613
2.1122,1614
2.1175,1608
2.1232,1609
2.1288,1612
2.1344,1607
2.1398,1611
2.1454,1616
2.1511,1612
2.1567,1611
2.162,1614
2.1677,1611
2.1733,1612
2.1787,1613
2.1843,1608
2.1899,1611
2.1956,1613
2.2009,1610
2.2065,1611
2.2122,1616
2.2178,1610
2.2232,1611
2.2288,1613
2.2344,1608
2.2398,1614
2.2454,1611
2.251,1610
2.2567,1612
2.2621,1610
2.2677,1608
2.2733,1616
2.279,1611
2.2843,1611
2.29,1615
2.2956,1610
2.3009,1613
2.3065,1611
2.3122,1610
2.3178,1614
2.3231,1614
2.3288,1611
2.3344,1614
2.34,1610
2.3454,1611
2.351,1614
2.3566,1608
2.3623,1613
2.3676,1615
2.3732,1610
2.3789,1613
2.3842,1613
2.3899,1608
2.3955,1611
2.4011,1612
2.4065,1610
2.4121,1613
2.4177,1612
2.4234,1609
2.4287,1614
2.4344,1611
2.44,1610
2.4456,1614
2.451,1612
2.4566,1609
2.4622,1615
2.4676,1617
2.4732,1609
2.4788,1613
2.4845,1613
2.4898,1609
2.4954,1612
2.5011,1614
2.5067,1609
2.512,1615
2.5177,1609
2.5233,1610
2.5289,1615
2.5343,1609
2.5399,1610
2.5456,1616
2.5509,1610
2.5566,1612
2.5622,1615
2.5678,1610
2.5732,1611
2.5788,1613
2.5845,1607
2.5898,1611
2.5954,1614
2.601,1610
2.6067,1612
2.6123,1613
2.6176,1609
2.6233,1612
2.6289,1612
2.6345,1612
2.6399,1615
2.6455,1610
2.6511,1610
2.6567,1615
2.6621,1608
2.6677,1612
2.6733,1614
2.679,1610
2.6843,1613
2.6899,1613
2.6956,1610
2.7012,1612
2.7065,1613
2.7122,1608
2.7178,1613
2.7232,1613
2.7288,1610
2.7344,1613
2.74,1611
2.7454,1610
2.751,1614
2.7567,1611
2.7623,1611
