Experiment: Feb_25_Turb_expt vial 10, Thu Feb 25 15:27:00 2021
0.0014,1774
0.0066,1767
0.0122,1763
0.0176,1756
0.0232,1752
0.0288,1744
0.0344,1736
0.04,1731
0.0454,1725
0.0509,1717
0.0565,1711
0.0622,1706
0.0677,1701
0.0734,1695
0.0787,1687
0.0843,1682
0.09,1678
0.0956,1670
0.1009,1666
0.1065,1660
0.1121,1655
0.1177,1651
0.1231,1647
0.1287,1640
0.1343,1639
0.1399,1632
0.1453,1627
0.151,1624
0.1566,1619
0.1621,1621
0.1677,1617
0.1731,1620
0.1788,1618
0.1844,1622
0.1899,1616
0.1956,1620
0.201,1618
0.2066,1619
0.2122,1617
0.2176,1620
0.2232,1618
0.2289,1617
0.2342,1617
0.2399,1618
0.2455,1619
0.2511,1617
0.2565,1619
0.2621,1615
0.2677,1620
0.2733,1614
0.2787,1619
0.2843,1614
0.2899,1619
0.2955,1620
0.3011,1616
0.3065,1620
0.3121,1616
0.3177,1618
0.3233,1618
0.3287,1617
0.3343,1620
0.34,1617
0.3456,1620
0.3509,1616
0.3566,1619
0.3622,1618
0.3678,1618
0.3732,1616
0.3788,1620
0.3844,1617
0.3898,1620
0.3954,1617
0.4011,1617
0.4067,1617
0.4121,1618
0.4177,1620
0.4233,1618
0.4287,1617
0.4343,1617
0.4399,1620
0.4456,1615
0.4509,1619
0.4566,1617
0.4622,1620
0.4678,1618
0.4732,1617
0.4788,1619
0.4844,1617
0.4898,1620
0.4954,1614
0.501,1619
0.5067,1615
0.512,1620
0.5176,1615
0.5233,1620
0.5289,1616
0.5343,1619
0.5399,1618
0.5455,1616
0.5511,1625
0.5565,1617
0.5621,1620
0.5678,1617
0.5731,1620
0.5787,1619
0.5844,1618
0.59,1618
0.5954,1616
0.601,1618
0.6066,1616
0.6122,1619
0.6176,1617
0.6232,1620
0.6288,1617
0.6345,1616
0.6398,1620
0.6455,1617
0.6511,1621
0.6567,1616
0.662,1619
0.6677,1620
0.6733,1617
0.6786,1619
0.6843,1615
0.6899,1618
0.6956,1614
0.7009,1620
0.7066,1616
0.7122,1620
0.7175,1617
0.7232,1618
0.7288,1617
0.7344,1615
0.7398,1619
0.7454,1616
0.7511,1620
0.7567,1616
0.762,1618
0.7677,1616
0.7733,1619
0.7787,1618
0.7843,1616
0.7899,1619
0.7953,1617
0.8009,1621
0.8065,1617
0.8122,1620
0.8178,1616
0.8232,1617
0.8288,1618
0.8344,1618
0.8398,1619
0.8454,1618
0.851,1617
0.8567,1620
0.862,1619
0.8676,1618
0.8733,1618
0.8786,1617
0.8843,1619
0.8899,1616
0.8955,1617
0.9009,1617
0.9065,1619
0.9121,1619
0.9178,1617
0.9231,1619
0.9287,1615
0.9344,1620
0.94,1617
0.9453,1619
0.951,1620
0.9566,1617
0.962,1619
0.9676,1617
0.9732,1618
0.9789,1619
0.9842,1618
0.9898,1620
0.9955,1618
1.0011,1617
1.0065,1619
1.0121,1617
1.0177,1620
1.0231,1617
1.0287,1619
1.0343,1617
1.0399,1618
1.0456,1618
1.0509,1618
1.0566,1621
1.0622,1618
1.0676,1617
1.0732,1618
1.0788,1618
1.0844,1619
1.0898,1617
1.0954,1618
1.101,1617
1.1064,1618
1.112,1618
1.1177,1618
1.1233,1621
1.1289,1616
1.1342,1621
1.1399,1617
1.1455,1618
1.1511,1618
1.1565,1617
1.1621,1618
1.1677,1617
1.1731,1620
1.1787,1616
1.1844,1618
1.1897,1617
1.1954,1618
1.201,1619
1.2066,1615
1.212,1620
1.2176,1621
1.2232,1618
1.2289,1619
1.2342,1617
1.2399,1619
1.2455,1620
1.2508,1621
1.2565,1619
1.2621,1618
1.2677,1617
1.2733,1619
1.2787,1618
1.2843,1619
1.2899,1619
1.2956,1618
1.3009,1619
1.3065,1615
1.3122,1618
1.3175,1615
1.3232,1617
1.3288,1618
1.3344,1616
1.3398,1619
1.3454,1617
1.351,1618
1.3567,1617
1.362,1618
1.3676,1619
1.3733,1616
1.3786,1620
1.3842,1616
1.3899,1619
1.3955,1616
1.4009,1618
1.4065,1618
1.4121,1618
1.4175,1621
1.4231,1617
1.4287,1620
1.4344,1616
1.44,1617
1.4454,1620
1.451,1617
1.4566,1620
1.462,1618
1.4676,1618
1.4732,1622
1.4786,1618
1.4842,1618
1.4898,1621
1.4955,1616
1.5011,1618
1.5065,1618
1.5121,1615
1.5177,1621
1.5233,1617
1.5287,1618
1.5343,1620
1.5399,1617
1.5453,1619
1.5509,1618
1.5566,1617
1.5622,1619
1.5676,1616
1.5732,1621
1.5788,1618
1.5842,1621
1.5898,1615
1.5955,1619
1.6008,1619
1.6065,1618
1.6121,1618
1.6177,1617
1.6231,1618
1.6287,1618
1.6343,1617
1.64,1619
1.6453,1617
1.651,1618
1.6566,1620
1.6619,1616
1.6676,1620
1.6732,1615
1.6788,1621
1.6842,1616
1.6898,1618
1.6954,1618
1.7011,1617
1.7064,1620
1.712,1616
1.7176,1619
1.7232,1617
1.7289,1618
1.7342,1617
1.7398,1618
1.7454,1619
1.7511,1618
1.7564,1620
1.7621,1618
1.7676,1617
1.7733,1619
1.7786,1616
1.7843,1618
1.7899,1617
1.7954,1618
1.8011,1619
1.8064,1617
1.8121,1619
1.8177,1617
1.8233,1619
1.8286,1615
1.8342,1619
1.8399,1617
1.8455,1620
1.8511,1617
1.8564,1616
1.8621,1618
1.8677,1616
1.8733,1620
1.8787,1616
1.8843,1619
1.89,1615
1.8953,1619
1.901,1617
1.9066,1618
1.912,1620
1.9176,1616
1.9232,1620
1.9289,1615
1.9342,1618
1.9399,1616
1.9455,1620
1.9509,1617
1.9565,1616
1.9621,1621
