Experiment: Apr24_2022_tst_expt vial 5, Sun Apr 24 16:07:10 2022
0.0019,1636
0.0065,1636
0.0119,1628
0.0175,1619
0.0232,1610
0.0288,1606
0.0342,1613
0.0398,1613
0.0455,1606
0.0508,1612
0.0565,1612
0.0621,1609
0.0675,1609
0.0731,1613
0.0787,1610
0.0844,1609
0.0897,1615
0.0954,1611
0.101,1606
0.1063,1612
0.112,1611
0.1176,1607
0.1232,1611
0.1286,1613
0.1342,1607
0.1399,1611
0.1455,1613
0.1509,1606
0.1565,1609
0.1621,1613
0.1675,1609
0.1731,1610
0.1786,1612
0.1843,1608
0.1896,1610
0.1953,1612
0.2009,1610
0.2066,1612
0.2119,1610
0.2176,1608
0.2232,1611
0.2286,1608
0.2342,1611
0.2398,1614
0.2454,1608
0.2508,1611
0.2564,1611
0.2621,1608
0.2677,1612
0.2731,1612
0.2787,1609
0.2843,1609
0.2897,1608
0.2953,1611
0.3008,1610
0.3065,1607
0.3121,1612
0.3175,1610
0.3231,1607
0.3287,1611
0.3344,1610
0.3398,1609
0.3452,1612
0.3508,1608
0.3565,1608
0.3621,1611
0.3675,1609
0.373,1608
0.3787,1612
0.3843,1610
0.3899,1610
0.3953,1613
0.4009,1608
0.4066,1613
0.4119,1609
0.4176,1610
0.423,1610
0.4287,1607
0.4343,1610
0.4397,1611
0.4453,1610
0.4509,1613
0.4566,1608
0.4619,1609
0.4676,1612
0.4732,1607
0.4788,1609
0.4842,1610
0.4898,1608
0.4955,1613
0.5008,1611
0.5065,1607
0.5121,1612
0.5177,1611
0.5231,1607
0.5287,1612
0.5344,1610
0.5397,1609
0.5454,1612
0.551,1609
0.5564,1609
0.562,1612
0.5677,1609
0.573,1610
0.5787,1612
0.5843,1608
0.5899,1609
0.5953,1613
0.6009,1608
0.6066,1611
0.6119,1609
0.6176,1608
0.6232,1611
0.6288,1609
0.6342,1609
0.6398,1612
0.6455,1608
0.6508,1610
0.6565,1611
0.6621,1609
0.6675,1610
0.6732,1613
0.6789,1608
0.6843,1611
0.6897,1613
0.6953,1608
0.7009,1611
0.7064,1611
0.712,1608
0.7177,1611
0.723,1614
0.7287,1620
0.7342,1617
0.7398,1607
0.7452,1605
0.7508,1610
0.7564,1612
0.762,1607
0.7675,1608
0.7731,1613
0.7787,1608
0.7844,1609
0.7897,1614
0.7954,1609
0.801,1610
0.8064,1613
0.8121,1609
0.8176,1608
