Experiment: Apr24_2022_tst_expt vial 10, Sun Apr 24 16:07:10 2022
0.0019,1620
0.0065,1622
0.0119,1621
0.0175,1628
0.0232,1627
0.0288,1624
0.0342,1623
0.0398,1624
0.0455,1627
0.0508,1624
0.0565,1624
0.0621,1628
0.0675,1626
0.0731,1624
0.0787,1626
0.0844,1628
0.0897,1627
0.0954,1626
0.101,1628
0.1063,1625
0.112,1624
0.1176,1627
0.1232,1629
0.1286,1625
0.1342,1622
0.1399,1628
0.1455,1628
0.1509,1624
0.1565,1623
0.1621,1628
0.1675,1627
0.1731,1623
0.1786,1625
0.1843,1629
0.1896,1627
0.1953,1623
0.2009,1626
0.2066,1627
0.2119,1625
0.2176,1622
0.2232,1626
0.2286,1630
0.2342,1625
0.2398,1623
0.2454,1628
0.2508,1628
0.2564,1625
0.2621,1624
0.2677,1628
0.2731,1626
0.2787,1623
0.2843,1625
0.2897,1627
0.2953,1626
0.3008,1626
0.3065,1626
0.3121,1629
0.3175,1623
0.3231,1624
0.3287,1626
0.3344,1628
0.3398,1623
0.3452,1625
0.3508,1629
0.3565,1628
0.3621,1624
0.3675,1624
0.373,1628
0.3787,1625
0.3843,1624
0.3899,1627
0.3953,1626
0.4009,1624
0.4066,1624
0.4119,1625
0.4176,1629
0.423,1623
0.4287,1623
0.4343,1628
0.4397,1626
0.4453,1623
0.4509,1625
0.4566,1628
0.4619,1624
0.4676,1623
0.4732,1626
0.4788,1627
0.4842,1625
0.4898,1623
0.4955,1625
0.5008,1627
0.5065,1626
0.5121,1622
0.5177,1628
0.5231,1626
0.5287,1624
0.5344,1626
0.5397,1627
0.5454,1624
0.551,1624
0.5564,1627
0.562,1629
0.5677,1623
0.573,1625
0.5787,1629
0.5843,1628
0.5899,1624
0.5953,1624
0.6009,1628
0.6066,1626
0.6119,1623
0.6176,1623
0.6232,1630
0.6288,1627
0.6342,1624
0.6398,1626
0.6455,1629
0.6508,1624
0.6565,1624
0.6621,1627
0.6675,1627
0.6732,1623
0.6789,1629
0.6843,1629
0.6897,1623
0.6953,1624
0.7009,1627
0.7064,1629
0.712,1623
0.7177,1624
0.723,1629
0.7287,1634
0.7342,1629
0.7398,1622
0.7452,1620
0.7508,1621
0.7564,1627
0.762,1629
0.7675,1623
0.7731,1623
0.7787,1629
0.7844,1627
0.7897,1624
0.7954,1627
0.801,1625
0.8064,1624
0.8121,1623
0.8176,1627
