Experiment: Apr24_2022_tst_expt vial 8, Sun Apr 24 16:07:10 2022
0.0019,1616
0.0065,1621
0.0119,1624
0.0175,1630
0.0232,1637
0.0288,1640
0.0342,1635
0.0398,1632
0.0455,1636
0.0508,1639
0.0565,1638
0.0621,1632
0.0675,1637
0.0731,1638
0.0787,1636
0.0844,1633
0.0897,1637
0.0954,1639
0.101,1633
0.1063,1634
0.112,1636
0.1176,1638
0.1232,1634
0.1286,1635
0.1342,1637
0.1399,1636
0.1455,1635
0.1509,1638
0.1565,1638
0.1621,1634
0.1675,1637
0.1731,1638
0.1786,1637
0.1843,1633
0.1896,1639
0.1953,1639
0.2009,1634
0.2066,1636
0.2119,1640
0.2176,1636
0.2232,1635
0.2286,1636
0.2342,1638
0.2398,1637
0.2454,1635
0.2508,1638
0.2564,1637
0.2621,1633
0.2677,1635
0.2731,1639
0.2787,1636
0.2843,1635
0.2897,1636
0.2953,1638
0.3008,1635
0.3065,1635
0.3121,1637
0.3175,1638
0.3231,1635
0.3287,1634
0.3344,1640
0.3398,1636
0.3452,1634
0.3508,1632
0.3565,1637
0.3621,1638
0.3675,1634
0.373,1631
0.3787,1637
0.3843,1639
0.3899,1634
0.3953,1633
0.4009,1638
0.4066,1637
0.4119,1635
0.4176,1636
0.423,1639
0.4287,1637
0.4343,1633
0.4397,1634
0.4453,1636
0.4509,1638
0.4566,1634
0.4619,1636
0.4676,1638
0.4732,1633
0.4788,1634
0.4842,1639
0.4898,1638
0.4955,1634
0.5008,1634
0.5065,1637
0.5121,1637
0.5177,1631
0.5231,1635
0.5287,1637
0.5344,1638
0.5397,1634
0.5454,1636
0.551,1638
0.5564,1637
0.562,1634
0.5677,1636
0.573,1639
0.5787,1636
0.5843,1634
0.5899,1638
0.5953,1638
0.6009,1632
0.6066,1634
0.6119,1637
0.6176,1636
0.6232,1632
0.6288,1633
0.6342,1639
0.6398,1638
0.6455,1633
0.6508,1636
0.6565,1639
0.6621,1635
0.6675,1630
0.6732,1637
0.6789,1638
0.6843,1634
0.6897,1633
0.6953,1639
0.7009,1639
0.7064,1634
0.712,1633
0.7177,1638
0.723,1640
0.7287,1643
0.7342,1640
0.7398,1633
0.7452,1632
0.7508,1635
0.7564,1640
0.762,1637
0.7675,1633
0.7731,1636
0.7787,1639
0.7844,1636
0.7897,1631
0.7954,1635
0.801,1640
0.8064,1637
0.8121,1632
0.8176,1637
