Experiment: Apr24_2022_tst_expt vial 14, Sun Apr 24 16:07:10 2022
0.0019,1587
0.0065,1594
0.0119,1596
0.0175,1607
0.0232,1615
0.0288,1626
0.0342,1624
0.0398,1619
0.0455,1622
0.0508,1625
0.0565,1621
0.0621,1625
0.0675,1623
0.0731,1624
0.0787,1625
0.0844,1621
0.0897,1626
0.0954,1622
0.101,1624
0.1063,1623
0.112,1620
0.1176,1626
0.1232,1624
0.1286,1621
0.1342,1625
0.1399,1623
0.1455,1623
0.1509,1628
0.1565,1620
0.1621,1623
0.1675,1626
0.1731,1621
0.1786,1624
0.1843,1622
0.1896,1623
0.1953,1625
0.2009,1621
0.2066,1624
0.2119,1623
0.2176,1622
0.2232,1625
0.2286,1621
0.2342,1624
0.2398,1623
0.2454,1620
0.2508,1626
0.2564,1621
0.2621,1622
0.2677,1627
0.2731,1620
0.2787,1624
0.2843,1624
0.2897,1621
0.2953,1625
0.3008,1624
0.3065,1620
0.3121,1625
0.3175,1622
0.3231,1623
0.3287,1626
0.3344,1621
0.3398,1622
0.3452,1627
0.3508,1618
0.3565,1624
0.3621,1626
0.3675,1619
0.373,1624
0.3787,1626
0.3843,1621
0.3899,1622
0.3953,1626
0.4009,1619
0.4066,1624
0.4119,1626
0.4176,1619
0.423,1624
0.4287,1625
0.4343,1619
0.4397,1623
0.4453,1625
0.4509,1621
0.4566,1625
0.4619,1625
0.4676,1618
0.4732,1624
0.4788,1627
0.4842,1620
0.4898,1625
0.4955,1623
0.5008,1620
0.5065,1625
0.5121,1622
0.5177,1622
0.5231,1625
0.5287,1621
0.5344,1624
0.5397,1625
0.5454,1619
0.551,1624
0.5564,1624
0.562,1620
0.5677,1625
0.573,1623
0.5787,1623
0.5843,1625
0.5899,1622
0.5953,1624
0.6009,1626
0.6066,1619
0.6119,1623
0.6176,1626
0.6232,1620
0.6288,1625
0.6342,1624
0.6398,1620
0.6455,1625
0.6508,1624
0.6565,1620
0.6621,1624
0.6675,1624
0.6732,1621
0.6789,1626
0.6843,1621
0.6897,1622
0.6953,1627
0.7009,1622
0.7064,1624
0.712,1624
0.7177,1621
0.723,1626
0.7287,1632
0.7342,1625
0.7398,1619
0.7452,1622
0.7508,1627
0.7564,1621
0.762,1621
0.7675,1625
0.7731,1622
0.7787,1622
0.7844,1625
0.7897,1620
0.7954,1621
0.801,1624
0.8064,1621
0.8121,1624
0.8176,1623
