Experiment: Apr24_2022_tst_expt vial 12, Sun Apr 24 16:07:10 2022
0.0019,2051
0.0065,2051
0.0119,2050
0.0175,2050
0.0232,2050
0.0288,2049
0.0342,2049
0.0398,2047
0.0455,2048
0.0508,2048
0.0565,2048
0.0621,2046
0.0675,2046
0.0731,2047
0.0787,2045
0.0844,2046
0.0897,2045
0.0954,2043
0.101,2044
0.1063,2044
0.112,2043
0.1176,2042
0.1232,2042
0.1286,2041
0.1342,2039
0.1399,2040
0.1455,2040
0.1509,2041
0.1565,2039
0.1621,2040
0.1675,2039
0.1731,2038
0.1786,2036
0.1843,2038
0.1896,2037
0.1953,2037
0.2009,2036
0.2066,2037
0.2119,2035
0.2176,2034
0.2232,2033
0.2286,2034
0.2342,2033
0.2398,2033
0.2454,2033
0.2508,2033
0.2564,2034
0.2621,2031
0.2677,2032
0.2731,2032
0.2787,2034
0.2843,2030
0.2897,2034
0.2953,2029
0.3008,2028
0.3065,2030
0.3121,2030
0.3175,2028
0.3231,2030
0.3287,2029
0.3344,2028
0.3398,2028
0.3452,2028
0.3508,2029
0.3565,2026
0.3621,2027
0.3675,2027
0.373,2027
0.3787,2028
0.3843,2026
0.3899,2026
0.3953,2025
0.4009,2025
0.4066,2026
0.4119,2026
0.4176,2025
0.423,2026
0.4287,2024
0.4343,2025
0.4397,2024
0.4453,2024
0.4509,2024
0.4566,2023
0.4619,2023
0.4676,2023
0.4732,2023
0.4788,2021
0.4842,2023
0.4898,2022
0.4955,2022
0.5008,2021
0.5065,2021
0.5121,2022
0.5177,2021
0.5231,2020
0.5287,2022
0.5344,2021
0.5397,2021
0.5454,2021
0.551,2020
0.5564,2019
0.562,2020
0.5677,2018
0.573,2018
0.5787,2019
0.5843,2018
0.5899,2019
0.5953,2017
0.6009,2018
0.6066,2018
0.6119,2019
0.6176,2018
0.6232,2017
0.6288,2017
0.6342,2018
0.6398,2016
0.6455,2015
0.6508,2016
0.6565,2015
0.6621,2015
0.6675,2016
0.6732,2015
0.6789,2015
0.6843,2016
0.6897,2014
0.6953,2015
0.7009,2016
0.7064,2015
0.712,2014
0.7177,2014
0.723,2012
0.7287,2015
0.7342,2013
0.7398,2015
0.7452,2013
0.7508,2014
0.7564,2012
0.762,2014
0.7675,2012
0.7731,2013
0.7787,2013
0.7844,2013
0.7897,2013
0.7954,2012
0.801,2013
0.8064,2011
0.8121,2011
0.8176,2012
