Experiment: Apr24_2022_tst_expt vial 9, Sun Apr 24 16:07:10 2022
0.0019,1611
0.0065,1612
0.0119,1611
0.0175,1619
0.0232,1621
0.0288,1632
0.0342,1637
0.0398,1633
0.0455,1632
0.0508,1637
0.0565,1634
0.0621,1632
0.0675,1635
0.0731,1635
0.0787,1633
0.0844,1638
0.0897,1633
0.0954,1635
0.101,1635
0.1063,1634
0.112,1638
0.1176,1634
0.1232,1637
0.1286,1636
0.1342,1633
0.1399,1635
0.1455,1635
0.1509,1636
0.1565,1635
0.1621,1636
0.1675,1636
0.1731,1636
0.1786,1636
0.1843,1633
0.1896,1634
0.1953,1636
0.2009,1634
0.2066,1637
0.2119,1633
0.2176,1634
0.2232,1635
0.2286,1633
0.2342,1636
0.2398,1635
0.2454,1633
0.2508,1637
0.2564,1633
0.2621,1636
0.2677,1636
0.2731,1632
0.2787,1636
0.2843,1633
0.2897,1634
0.2953,1635
0.3008,1634
0.3065,1636
0.3121,1632
0.3175,1635
0.3231,1633
0.3287,1635
0.3344,1637
0.3398,1634
0.3452,1636
0.3508,1634
0.3565,1633
0.3621,1637
0.3675,1636
0.373,1634
0.3787,1638
0.3843,1631
0.3899,1634
0.3953,1637
0.4009,1632
0.4066,1637
0.4119,1635
0.4176,1634
0.423,1637
0.4287,1633
0.4343,1636
0.4397,1635
0.4453,1635
0.4509,1636
0.4566,1632
0.4619,1636
0.4676,1636
0.4732,1634
0.4788,1637
0.4842,1634
0.4898,1636
0.4955,1636
0.5008,1635
0.5065,1637
0.5121,1634
0.5177,1635
0.5231,1636
0.5287,1638
0.5344,1636
0.5397,1634
0.5454,1636
0.551,1633
0.5564,1636
0.562,1635
0.5677,1634
0.573,1638
0.5787,1634
0.5843,1632
0.5899,1636
0.5953,1632
0.6009,1638
0.6066,1634
0.6119,1633
0.6176,1636
0.6232,1635
0.6288,1634
0.6342,1635
0.6398,1634
0.6455,1638
0.6508,1635
0.6565,1636
0.6621,1634
0.6675,1635
0.6732,1637
0.6789,1635
0.6843,1636
0.6897,1634
0.6953,1636
0.7009,1635
0.7064,1636
0.712,1635
0.7177,1634
0.723,1637
0.7287,1640
0.7342,1633
0.7398,1630
0.7452,1637
0.7508,1633
0.7564,1635
0.762,1637
0.7675,1633
0.7731,1635
0.7787,1635
0.7844,1633
0.7897,1637
0.7954,1633
0.801,1637
0.8064,1634
0.8121,1634
0.8176,1634
