Experiment: Apr24_2022_tst_expt vial 7, Sun Apr 24 16:07:10 2022
0.0019,1628
0.0065,1622
0.0119,1625
0.0175,1630
0.0232,1631
0.0288,1628
0.0342,1630
0.0398,1632
0.0455,1627
0.0508,1629
0.0565,1631
0.0621,1627
0.0675,1628
0.0731,1631
0.0787,1626
0.0844,1630
0.0897,1631
0.0954,1629
0.101,1629
0.1063,1629
0.112,1628
0.1176,1631
0.1232,1627
0.1286,1628
0.1342,1631
0.1399,1629
0.1455,1627
0.1509,1632
0.1565,1625
0.1621,1628
0.1675,1632
0.1731,1626
0.1786,1629
0.1843,1632
0.1896,1627
0.1953,1632
0.2009,1631
0.2066,1629
0.2119,1632
0.2176,1628
0.2232,1627
0.2286,1632
0.2342,1626
0.2398,1627
0.2454,1631
0.2508,1628
0.2564,1627
0.2621,1632
0.2677,1632
0.2731,1627
0.2787,1631
0.2843,1629
0.2897,1624
0.2953,1632
0.3008,1629
0.3065,1627
0.3121,1632
0.3175,1629
0.3231,1629
0.3287,1632
0.3344,1628
0.3398,1628
0.3452,1632
0.3508,1628
0.3565,1628
0.3621,1630
0.3675,1629
0.373,1627
0.3787,1631
0.3843,1629
0.3899,1628
0.3953,1632
0.4009,1630
0.4066,1627
0.4119,1631
0.4176,1629
0.423,1627
0.4287,1631
0.4343,1630
0.4397,1626
0.4453,1630
0.4509,1628
0.4566,1626
0.4619,1630
0.4676,1630
0.4732,1625
0.4788,1632
0.4842,1630
0.4898,1626
0.4955,1629
0.5008,1631
0.5065,1627
0.5121,1631
0.5177,1630
0.5231,1627
0.5287,1631
0.5344,1630
0.5397,1627
0.5454,1630
0.551,1632
0.5564,1626
0.562,1631
0.5677,1629
0.573,1628
0.5787,1632
0.5843,1627
0.5899,1627
0.5953,1630
0.6009,1629
0.6066,1627
0.6119,1632
0.6176,1631
0.6232,1626
0.6288,1632
0.6342,1630
0.6398,1627
0.6455,1632
0.6508,1627
0.6565,1628
0.6621,1631
0.6675,1627
0.6732,1630
0.6789,1629
0.6843,1627
0.6897,1630
0.6953,1632
0.7009,1627
0.7064,1629
0.712,1632
0.7177,1627
0.723,1629
0.7287,1633
0.7342,1628
0.7398,1627
0.7452,1632
0.7508,1631
0.7564,1626
0.762,1630
0.7675,1632
0.7731,1625
0.7787,1629
0.7844,1633
0.7897,1627
0.7954,1628
0.801,1633
0.8064,1625
0.8121,1628
0.8176,1632
