Experiment: Apr24_2022_tst_expt vial 3, Sun Apr 24 16:07:10 2022
0.0019,1638
0.0065,1634
0.0119,1629
0.0175,1625
0.0232,1631
0.0288,1629
0.0342,1624
0.0398,1629
0.0455,1632
0.0508,1626
0.0565,1629
0.0621,1631
0.0675,1625
0.0731,1628
0.0787,1630
0.0844,1625
0.0897,1629
0.0954,1630
0.101,1626
0.1063,1629
0.112,1629
0.1176,1626
0.1232,1628
0.1286,1630
0.1342,1625
0.1399,1628
0.1455,1631
0.1509,1626
0.1565,1625
0.1621,1631
0.1675,1628
0.1731,1626
0.1786,1632
0.1843,1629
0.1896,1624
0.1953,1630
0.2009,1628
0.2066,1626
0.2119,1629
0.2176,1629
0.2232,1626
0.2286,1631
0.2342,1627
0.2398,1626
0.2454,1631
0.2508,1628
0.2564,1625
0.2621,1631
0.2677,1628
0.2731,1627
0.2787,1632
0.2843,1627
0.2897,1624
0.2953,1630
0.3008,1627
0.3065,1625
0.3121,1632
0.3175,1629
0.3231,1626
0.3287,1629
0.3344,1629
0.3398,1624
0.3452,1630
0.3508,1630
0.3565,1626
0.3621,1629
0.3675,1631
0.373,1626
0.3787,1628
0.3843,1630
0.3899,1627
0.3953,1624
0.4009,1632
0.4066,1629
0.4119,1628
0.4176,1630
0.423,1627
0.4287,1626
0.4343,1630
0.4397,1630
0.4453,1626
0.4509,1630
0.4566,1628
0.4619,1625
0.4676,1630
0.4732,1630
0.4788,1625
0.4842,1629
0.4898,1631
0.4955,1626
0.5008,1629
0.5065,1631
0.5121,1625
0.5177,1630
0.5231,1630
0.5287,1627
0.5344,1631
0.5397,1628
0.5454,1625
0.551,1631
0.5564,1629
0.562,1628
0.5677,1632
0.573,1630
0.5787,1626
0.5843,1628
0.5899,1631
0.5953,1624
0.6009,1627
0.6066,1632
0.6119,1627
0.6176,1624
0.6232,1633
0.6288,1628
0.6342,1625
0.6398,1630
0.6455,1631
0.6508,1625
0.6565,1628
0.6621,1630
0.6675,1626
0.6732,1628
0.6789,1629
0.6843,1628
0.6897,1629
0.6953,1629
0.7009,1624
0.7064,1630
0.712,1631
0.7177,1625
0.723,1630
0.7287,1634
0.7342,1630
0.7398,1624
0.7452,1628
0.7508,1630
0.7564,1626
0.762,1627
0.7675,1631
0.7731,1626
0.7787,1626
0.7844,1632
0.7897,1630
0.7954,1625
0.801,1630
0.8064,1632
0.8121,1623
0.8176,1629
