Experiment: Mar_16_osmo_expt vial 12, Tue Mar 16 20:56:38 2021
0.0015,0.0
0.0064,0.008858656018557898
0.0118,0.005884562340996324
0.0175,0.00498185556157843
0.0229,0.004240823257664561
0.0286,0.002642687501405394
0.034,0.005726722859847266
0.0397,-0.0016587266019932878
0.0451,0.0006298989248791909
0.0508,-0.0023773758264930556
0.0562,0.0006420243545503523
0.0619,-0.004877785390433709
0.0673,-0.0021731572838017965
0.073,0.006608187754727157
0.0784,-0.004226857074643153
0.0841,0.00011204482577431563
0.0897,-0.003464567458422607
0.0951,-0.0025131285859074093
0.1008,0.0036697462427633387
0.1062,-0.0012818906358479376
0.1119,0.0009506287020440429
0.1173,-6.0614778897294386e-05
0.123,-0.0019787863157346153
0.1284,-0.0047999872643233465
0.1341,-0.005028250323085626
0.1395,-0.002629495982343466
0.1452,-0.004858335555508797
0.1505,-0.0004214145001274483
0.1562,0.008044399024412952
0.1619,0.0012944212918999387
0.1673,-0.0012950424443461395
0.173,0.0015030611719140663
0.1784,0.0017346028721489937
0.1841,0.0008917812303237405
0.1895,0.00373714501657052
0.1952,0.003518881020599496
0.2006,0.0041668890688464355
0.2063,0.004856062655724469
0.2117,0.004430180398579064
0.2173,0.016381759398260254
0.2231,0.009388242066776353
0.2285,0.013004005485376502
0.2342,0.013199665616941247
0.2395,0.009388242066776353
0.2452,0.011835719278546708
0.2506,0.010093193834014746
0.2563,0.008860688272827266
0.2617,0.01374858468152046
0.2673,0.006959496373226348
0.273,0.002363861170853687
0.2784,0.011740471710678213
0.284,0.0031209744815659524
0.2897,0.006046400161135057
0.2951,0.007716771119146815
0.3008,0.005388135037421415
0.3062,0.00521237636405375
0.3119,0.005020277717984578
0.3173,0.0022446891130528113
0.3229,0.007472181806335576
0.3286,0.004625372153345519
0.334,0.0071082214287171985
0.3397,0.01700634652337224
0.3451,0.006995496930914891
0.3507,0.011970381354861004
0.3561,0.01357902791776594
0.3618,0.003993777492710182
0.3673,0.007856033105758775
0.3729,0.005629376379107598
0.3785,0.0037659557202165406
0.3839,0.010301464012254236
0.3897,0.003551523331758344
0.3951,0.002646033805124237
0.4007,0.00227105216805229
0.4061,0.007831633834132934
0.4118,0.0044907892429498775
0.4172,0.0012633854771557096
0.4229,0.0002706412188889229
0.4283,0.0044361411780464155
0.434,0.006561784103731816
0.4397,0.009384010561831246
0.4451,0.012214239593157872
0.4508,0.01282599422648728
0.4562,-0.0011831083680878263
0.462,-0.00041734961998779463
0.4674,0.0040962135655155385
0.473,0.005938941404607656
0.4785,0.0011244022908287743
0.4841,0.0005719398417242672
0.4895,0.00046169324021927416
0.4952,-0.0008884461956989997
0.5007,0.0003246437240357891
0.5063,-0.000892743071199964
0.5117,-0.0038719032401767217
0.5174,0.000100713757728077
0.5228,-0.001882428247425627
0.5285,-0.00420742098249427
0.5342,-0.00026669445893451327
0.5396,-0.004318984402951864
0.5453,-0.0028770748298377335
0.5507,0.004420046064671501
0.5564,-0.0004366939682032278
0.5618,-0.004382353093413394
0.5675,0.019048343213850183
0.5729,0.012562402273066209
0.5786,-0.0007872307334630957
0.584,0.004654128653885703
0.5897,0.0014912038422317253
0.5951,0.008212329546895325
0.6008,0.0013174648408972311
0.6062,0.0006685373023172514
0.6119,-0.0006991914898336615
0.6173,-0.0047999872643233465
0.623,-0.004134663192638777
0.6285,-0.0001616760529105088
0.6341,-0.0048726168991502505
0.6395,-0.005985708719313365
0.6452,-0.00175123048505893
0.6506,-0.006612349632504455
0.6563,-0.005693600489919959
0.6617,-0.009398503876115238
0.6674,-0.009855529312597977
0.6728,-0.010456155787972932
0.6785,-0.009248913571861916
0.684,-0.009900950975019696
0.6897,-0.006606751959112478
0.6951,-0.004619740194537925
0.7007,-0.004372155418736923
0.7062,-0.0065677607532375615
0.7119,-0.005590779395037326
0.7173,-0.00947674415305444
0.723,-0.004134663192638777
0.7286,-0.006267073223591435
0.7341,-0.009914244377255022
0.7398,-0.004246293369059628
0.7451,-0.0067765496810909265
0.7508,-0.007695674046747147
0.7562,-0.004903597867248033
0.7619,-0.00697466047234635
0.7673,-0.009992533961856287
0.773,-0.000359317788939828
0.7784,-0.00441104517756663
0.7841,-0.0008408020959783102
0.7895,0.001661123031331424
0.7952,0.0013599293655540134
0.8006,-0.008027561393272653
0.8063,0.0043101486598871586
0.812,0.005248036449582161
0.8174,0.0033396402996827557
0.8231,-0.0004947282264442521
0.8285,-0.0030422871303540933
0.8341,-0.001921807484463245
0.8396,-0.004401791005954447
0.8453,-0.001619984754852144
0.8507,-0.0023339195325719486
0.8561,-0.0012475340299882842
0.8618,0.005788550942795734
0.8675,-0.004013071185609618
0.8729,-0.004167028672336814
0.8786,-0.0039014967667607703
0.884,-0.0032111966472785913
0.8897,-0.005674128226084096
0.8951,-0.007988512789104063
0.9008,-0.001150685002687113
0.9062,-0.00238985053623908
0.9119,-0.008125186443336707
0.9173,-0.005593243551945792
0.923,-0.00977084036694209
0.9284,-0.008380821332673205
0.9341,-0.006860214518201624
0.9395,-0.009515865505121401
0.9452,-0.013219730085219927
0.9507,-0.008863310583856088
0.9564,-0.008439438180889713
0.9618,-0.007147106300879835
0.9675,-0.008987795516958552
0.9729,-0.006481423746135917
0.9786,0.03676303473482745
0.984,0.011264158021655535
0.9897,-0.011826937184950759
0.9951,0.002039619623558031
1.0008,0.0010225265024052521
1.0062,-0.010430079323933306
1.0119,-0.01097858990171785
1.0173,-0.005543194200650914
1.023,-0.005754881043149418
1.0284,-0.007637111759449977
1.0341,-0.010279839680500003
1.0395,-0.010887219689994676
1.0452,-0.011446906570460547
1.0506,-0.012226431689789541
1.0563,-0.010286469834618839
1.0618,-0.008323028244460684
1.0675,-0.01365749397742605
1.0729,-0.01510866878452094
1.0786,-0.01129222351734166
1.084,-0.013357296317060174
1.0897,-0.00994053456864763
1.0951,-0.014990477836259009
1.1007,-0.01395008517569013
1.1062,-0.01297137923862457
1.1119,-0.013441211798185082
1.1173,-0.01709698291351297
1.1229,-0.01607105771790862
1.1284,-0.009470496080715096
1.134,-0.008537136973233606
1.1394,-0.016568269621304088
1.1451,-0.01818203115046968
1.1508,0.027357322103450266
1.1563,-0.010733101023695124
1.1619,-0.014004227616250753
1.1673,-0.014343658901203094
1.173,-0.009457183780421374
1.1784,0.010937252831592748
1.1841,-0.011826937184950759
1.1895,0.020015897442457242
1.1952,-0.011448449482479972
1.2006,-0.00045810555497866057
1.2063,-0.008661500689080615
1.212,0.010865081698534562
1.2174,-0.010430079323933306
1.2231,-0.0077542381544364325
1.2285,-0.0072806561395195035
1.2342,-0.005212279090559657
1.2396,-0.012873154024049593
1.2453,-0.008713007542205276
1.2507,-0.008400360079808766
1.2564,-0.013409126320821307
1.2618,-0.012278405914902368
1.2674,-0.008999308608924839
1.2728,-0.011246346094954729
1.2785,-0.013350156031720795
1.284,-0.012703406505397807
1.2897,-0.012271391205966264
1.2951,-0.012937414979010853
1.3007,-0.01586190531397952
1.3064,-0.014887402688571916
1.3118,-0.005103534463709425
1.3175,-0.012293685481456429
1.3229,-0.009992533961856287
1.3286,-0.012592534225269736
1.334,-0.017045807860429807
1.3397,-0.014331367258533012
1.3451,-0.013108903034191655
1.3508,-0.014311690285869705
1.3562,-0.011671042682358468
1.3619,-0.017105039441943914
1.3673,-0.016540593884138866
1.373,-0.015467668721562189
1.3784,-0.01307498541888985
1.3841,-0.014292013515470381
1.3895,-0.018577597409021762
1.3952,-0.014596560597843922
1.4006,-0.016260479113367643
1.4063,-0.014911687916072836
1.4117,-0.013062523670492987
1.4174,-0.017870892352639833
1.4228,-0.01687611582207338
1.4285,-0.013507414181302857
1.4339,-0.015479563435359944
1.4396,-0.011906432807385903
1.445,-0.0163591064696878
1.4507,-0.012801605453665155
1.4561,-0.011462032553884227
1.4618,-0.009000145488019973
1.4672,-0.009783544476909989
1.4729,-0.008406376636713897
1.4786,-0.00539274984326249
1.484,-0.007291674110142532
1.4897,-0.005871785519761585
1.4951,-0.010195082064664518
1.5008,-0.007832326463071804
1.5062,-0.004553150112984794
1.5119,-0.012147923861494936
1.5173,-0.013507414181302857
1.523,-0.013259033711557344
1.5284,-0.012750185010519888
1.5341,-0.016319654920364135
1.5395,-0.012017393840250912
1.5452,-0.016090777329112682
1.5507,-0.015017759020904242
1.5564,-0.014785782204231324
1.5617,-0.015369122215069808
1.5674,-0.015802764667337488
1.5729,-0.016023794089317145
1.5785,-0.01918539995118329
1.584,-0.01667874289692628
1.5897,-0.01815916786697458
1.5951,-0.018806589361941795
1.6008,-0.01844748593816703
1.6062,-0.015921047781008335
1.6119,-0.016887865876094643
1.6173,-0.004906256476964965
1.6229,-0.00411523154468757
1.6286,0.0044169101992601045
1.634,0.0031017158149653223
1.6397,-0.0019987144008000723
1.6451,0.04030516218882163
1.6508,0.0026798609892960124
1.6562,0.006461373779717339
1.6619,0.010373372376877521
1.6673,0.0213552697182956
1.673,0.017498572097828013
1.6784,0.009562029292545737
1.6841,0.009370943094262063
1.6895,0.011646484703839388
1.6952,0.012635599212316828
1.7006,0.0037338149173535284
1.7061,0.01140470293953677
1.7118,0.0044553719545704085
1.7175,0.00516360468469429
1.7229,-0.0020523489814793794
1.7286,-0.005771491567908793
1.7339,0.0026530442296654466
1.7396,-0.005916370614422906
1.7453,-0.007375507445502916
1.7507,-0.0009895264468493536
1.7564,-0.00045603851868619705
1.7617,-0.005348531174235338
1.7674,-0.0048726168991502505
1.7731,-0.003100971121687668
1.7785,-0.009130892317284756
1.7842,-0.006325530029818172
1.7895,-0.01000574303360885
1.7952,-0.010678236998634183
1.8006,-0.011860426682267666
1.8063,-0.008595758675834397
1.8117,0.005644035443741258
1.8174,0.007544463393722334
1.823,0.001838632694317166
1.8284,-0.0084149447308986
1.8341,-0.011938908643132962
1.8396,-0.01084139147727714
1.8452,-0.012833865354082985
1.8506,-0.0110961964396033
1.8563,-0.01264448956362546
1.8617,-0.015416263197613134
1.8674,-0.014658576134156664
1.873,-0.01586190531397952
1.8784,-0.016287984565780678
1.8841,-0.015404178012027092
1.8897,-0.015842191562830066
1.8951,-0.00984264078752306
1.9008,-0.007045544028371709
1.9062,0.0005732898300451761
1.9119,-0.00699899608435911
1.9173,-0.005771491567908793
1.923,-0.0013250168926138284
1.9284,-0.0011745116641389552
1.9341,-0.005406927958369889
1.9397,-0.0059050340400669254
1.9452,-0.010508418216196636
1.9508,0.007419427274409918
1.9563,0.030237547139359944
1.9619,-0.00987510079855175
1.9674,-0.003949754823725893
1.973,-0.010129090071596958
1.9784,-0.00439160019701712
1.9841,-0.009575110393959974
1.9895,-0.011305167247472492
1.9952,-0.009692545950560794
2.0007,-0.006623070731994307
2.0064,-0.007592122386568589
2.0118,-0.005153888374398785
2.0173,-0.010084050395004263
2.023,-0.007494507478035761
2.0286,-0.013003574602356627
2.0341,-0.012271391205966264
2.0398,-0.01482833418303442
2.0452,-0.015645065175993345
2.0508,0.0028392305364781656
2.0562,-0.015573915808484662
2.0619,-0.006275352498083475
2.0673,-0.015423880245318822
2.073,-0.01325187626187091
2.0784,-0.011245316441787667
2.0841,-0.0051315134788259
2.0895,-0.016299929449100137
2.0952,-0.018119630231508088
2.1009,-0.015285968859847565
2.1063,-0.015207166803708594
2.112,-0.017085295379171028
2.1174,-0.01689585422705031
2.1228,-0.0159330261029188
2.1285,-0.013834470327996007
2.134,-0.01796148778027018
2.1396,-0.015980192068431043
2.1453,0.007923301296566099
2.1507,-0.0013979809863583492
2.1564,-0.01243546359758163
2.1618,-0.005222810306923342
2.1675,-0.007603914166233516
2.1729,-0.009398503876115238
2.1786,-0.0025564448200119383
2.184,-0.00631433763598116
2.1897,-0.00405693781442501
2.1951,-0.00030774914524811514
2.2008,-0.010946008716144817
2.2062,-0.009894672486774947
