Experiment: Feb_23_T2_chemo_expt vial 13, Tue Feb 23 14:55:02 2021
0.0047,51935
0.0107,51947
0.0163,51931
0.022,51937
0.0273,51921
0.033,51973
0.0386,51991
0.044,51982
0.0496,51970
0.0553,51944
0.0609,51989
0.0662,51959
0.0719,51936
0.0775,51935
0.0829,51965
0.0885,51934
0.0942,51928
0.0995,51913
0.1052,51916
0.1108,51904
0.1164,51900
0.1218,51898
0.1274,51910
0.1331,51914
0.1385,51942
0.1441,51902
0.1497,51919
0.1551,51908
0.1607,51936
0.1664,51879
0.1717,51871
0.1774,51911
0.183,51921
0.1886,51910
0.194,51928
0.1997,51948
0.2051,51924
0.2108,51903
0.2162,51936
0.2219,51929
0.2275,51915
0.2332,51900
0.2385,51909
0.2442,51921
0.2498,51918
0.2552,51889
0.2608,51897
0.2664,51859
0.2718,51861
0.2774,51858
0.2831,51850
0.2884,51849
0.2941,51881
0.2997,51872
0.3051,51865
0.3107,51849
0.3164,51857
0.322,51869
0.3274,51866
0.333,51863
0.3386,51852
0.344,51880
0.3496,51881
0.3553,51884
0.3606,51858
0.3663,51880
0.3719,51869
0.3775,51849
0.3829,51856
0.3886,51869
0.3942,51869
0.3996,51855
0.4052,51863
0.4109,51878
0.4162,51868
0.4219,51876
0.4275,51876
0.4332,51871
0.4385,51875
0.4442,51902
0.4498,51886
0.4552,51915
0.4608,51892
0.4665,51869
0.4718,51870
0.4775,51883
0.4829,51909
0.4885,51883
0.4941,51918
0.4998,51896
0.5051,51910
0.5108,51905
0.5164,51910
0.522,51878
0.5274,51903
0.533,51921
0.5387,51931
0.544,51928
0.5497,51904
0.5553,51895
0.5607,51889
0.5663,51900
0.5719,51898
0.5776,51881
0.5829,51882
0.5886,51870
0.5942,51884
0.5996,51854
0.6052,51861
0.6108,51870
0.6162,51880
0.6217,51878
0.6274,51880
0.633,51893
0.6386,51892
0.644,51868
0.6496,51855
0.6553,51868
0.6609,51872
0.6663,51838
0.6719,51850
0.6773,51868
0.683,51856
0.6886,51853
0.694,51843
0.6996,51862
0.7051,51855
0.7108,51846
0.7165,51864
0.7218,51866
0.7275,51844
0.7329,51877
0.7386,51867
0.7442,51852
0.7496,51858
0.7552,51869
0.7608,51859
0.7664,51860
0.7718,51875
0.7774,51861
0.7831,51891
0.7886,51890
0.7942,51863
0.7996,51857
0.8052,51849
0.8108,51869
0.8164,51854
0.822,51867
0.8274,51850
0.8331,51868
0.8384,51874
0.8441,51870
0.8497,51877
0.8554,51887
0.8607,51875
0.8664,51874
0.872,51890
0.8773,51903
0.883,51883
0.8886,51868
0.894,51869
0.8996,51834
0.9053,51850
0.9106,51843
0.9163,51828
0.9219,51810
0.9273,51822
0.933,51843
0.9386,51830
0.9443,51820
0.9496,51813
0.9552,51835
0.9609,51838
0.9662,51826
0.9719,51801
0.9775,51852
0.9829,51847
0.9885,51809
0.9942,51847
0.9998,51844
1.0052,51832
1.0109,51844
1.0162,51822
1.0219,51825
1.0275,51836
1.0329,51843
1.0385,51857
1.0442,51872
1.0495,51863
1.0552,51868
1.0608,51867
1.0662,51860
1.0719,51881
1.0775,51861
1.0829,51835
1.0885,51863
1.0942,51863
1.0995,51848
1.1052,51871
1.1108,51874
1.1162,51885
1.1219,51898
1.1275,51901
1.1331,51909
1.1385,51931
1.1441,51943
1.1498,51923
1.1551,51900
1.1608,51934
1.1664,51930
1.1718,51915
1.1774,51901
1.1831,51925
1.1885,51934
1.1941,51933
1.1997,51891
1.2051,51926
1.2107,51936
1.2164,51923
1.222,51905
1.2274,51906
1.233,51936
1.2387,51927
1.244,51938
1.2497,51922
1.2553,51902
1.2607,51916
1.2663,51934
1.2719,51892
1.2776,51862
1.2829,51884
1.2886,51887
1.2942,51909
1.2996,51925
1.3052,51924
1.3109,51923
1.3165,51915
1.3219,51928
1.3275,51938
1.3329,51930
1.3385,51939
1.3442,51928
1.3498,51935
1.3552,51927
1.3608,51937
1.3664,51939
1.3718,51942
1.3774,51932
1.383,51936
1.3884,51954
1.394,51909
1.3997,51895
1.4053,51899
1.411,51883
1.4163,51905
1.422,51875
1.4273,51884
1.433,51881
1.4386,51907
1.4442,51891
1.4496,51865
1.4553,51849
1.4606,51835
1.4663,51869
1.4719,51868
1.4776,51842
1.4829,51877
1.4886,51893
1.4943,51887
1.4996,51867
1.5053,51872
1.5109,51883
1.5163,51864
1.5219,51880
1.5276,51884
1.5329,51904
1.5386,51896
1.544,51855
1.5496,51839
1.5552,51876
1.5609,51858
1.5665,51855
1.5719,51849
1.5775,51842
1.5832,51850
1.5885,51833
1.5942,51803
1.5995,51855
1.6052,51863
1.6108,51847
1.6165,51851
1.6218,51855
1.6275,51831
1.6328,51819
1.6385,51835
1.6441,51837
1.6497,51848
1.6554,51852
1.6607,51832
1.6664,51818
1.672,51830
1.6774,51834
1.683,51843
1.6887,51820
1.694,51793
1.6997,51841
1.7053,51857
1.7107,51856
1.7163,51833
1.722,51821
1.7276,51822
1.733,51848
1.7386,51821
1.7443,51826
1.7496,51846
1.7553,51856
1.7609,51823
1.7663,51829
1.7719,51859
1.7775,51851
1.7829,51859
1.7886,51837
1.7942,51844
1.7995,51840
1.8052,51829
1.8108,51844
1.8165,51830
1.8218,51859
1.8274,51833
1.8331,51824
1.8387,51847
1.8441,51831
1.8497,51843
1.8554,51855
1.8607,51843
1.8664,51863
1.8721,51882
1.8774,51854
1.8831,51858
1.8885,51857
1.8941,51889
1.8998,51862
1.9052,51866
1.9108,51862
1.9165,51847
1.9218,51856
1.9275,51857
1.9329,51863
1.9385,51873
1.9442,51888
1.9495,51869
1.9552,51878
1.9609,51872
1.9662,51882
1.9719,51887
1.9775,51879
1.9832,51892
1.9885,51896
1.9942,51876
1.9998,51882
2.0052,51882
2.0109,51890
2.0165,51878
2.0218,51870
2.0275,51882
2.0331,51892
2.0386,51890
2.0442,51890
2.0499,51881
2.0552,51894
2.0609,51904
2.0663,51898
2.0719,51889
2.0776,51895
2.083,51909
2.0886,51871
2.0943,51879
2.0997,51869
2.1053,51874
2.111,51884
2.1164,51884
2.122,51851
2.1276,51877
2.1331,51863
2.1387,51856
2.1441,51870
2.1497,51887
2.1554,51817
2.1607,51817
2.1664,51816
2.172,51845
2.1774,51850
2.1831,51830
2.1887,51807
2.1941,51845
2.1997,51840
2.2051,51844
2.2108,51805
2.2164,51839
2.2221,51822
2.2274,51831
2.2331,51813
2.2388,51807
2.2441,51789
2.2498,51803
2.2552,51805
2.2608,51777
2.2664,51810
2.2721,51834
2.2775,51792
2.2831,51805
2.2887,51797
2.2941,51776
2.2998,51774
2.3052,51760
2.3108,51740
2.3165,51739
2.3221,51761
2.3275,51743
2.3331,51734
2.3387,51761
2.3441,51759
2.3498,51774
2.3554,51755
2.3608,51747
2.3665,51745
2.3719,51752
2.3775,51746
2.3829,51738
