Experiment: Feb_23_T2_chemo_expt vial 7, Tue Feb 23 14:55:02 2021
0.0047,55866
0.0107,55867
0.0163,55868
0.022,55874
0.0273,55862
0.033,55866
0.0386,55869
0.044,55869
0.0496,55862
0.0553,55870
0.0609,55870
0.0662,55861
0.0719,55874
0.0775,55868
0.0829,55865
0.0885,55861
0.0942,55869
0.0995,55867
0.1052,55866
0.1108,55874
0.1164,55874
0.1218,55873
0.1274,55876
0.1331,55878
0.1385,55872
0.1441,55877
0.1497,55884
0.1551,55879
0.1607,55878
0.1664,55869
0.1717,55867
0.1774,55864
0.183,55878
0.1886,55879
0.194,55875
0.1997,55877
0.2051,55870
0.2108,55870
0.2162,55878
0.2219,55877
0.2275,55884
0.2332,55886
0.2385,55884
0.2442,55884
0.2498,55884
0.2552,55884
0.2608,55880
0.2664,55874
0.2718,55869
0.2774,55864
0.2831,55874
0.2884,55868
0.2941,55861
0.2997,55863
0.3051,55867
0.3107,55867
0.3164,55870
0.322,55873
0.3274,55872
0.333,55876
0.3386,55876
0.344,55882
0.3496,55882
0.3553,55886
0.3606,55877
0.3663,55879
0.3719,55878
0.3775,55876
0.3829,55884
0.3886,55878
0.3942,55874
0.3996,55872
0.4052,55878
0.4109,55875
0.4162,55875
0.4219,55881
0.4275,55873
0.4332,55873
0.4385,55876
0.4442,55873
0.4498,55876
0.4552,55875
0.4608,55877
0.4665,55872
0.4718,55874
0.4775,55873
0.4829,55863
0.4885,55868
0.4941,55869
0.4998,55874
0.5051,55866
0.5108,55874
0.5164,55875
0.522,55874
0.5274,55874
0.533,55879
0.5387,55880
0.544,55890
0.5497,55882
0.5553,55883
0.5607,55886
0.5663,55882
0.5719,55885
0.5776,55883
0.5829,55886
0.5886,55882
0.5942,55875
0.5996,55879
0.6052,55875
0.6108,55874
0.6162,55879
0.6217,55871
0.6274,55876
0.633,55874
0.6386,55876
0.644,55880
0.6496,55878
0.6553,55874
0.6609,55873
0.6663,55880
0.6719,55883
0.6773,55880
0.683,55883
0.6886,55888
0.694,55883
0.6996,55884
0.7051,55879
0.7108,55870
0.7165,55886
0.7218,55889
0.7275,55883
0.7329,55879
0.7386,55878
0.7442,55872
0.7496,55883
0.7552,55882
0.7608,55886
0.7664,55879
0.7718,55884
0.7774,55888
0.7831,55883
0.7886,55886
0.7942,55883
0.7996,55888
0.8052,55890
0.8108,55890
0.8164,55886
0.822,55887
0.8274,55890
0.8331,55888
0.8384,55891
0.8441,55894
0.8497,55890
0.8554,55896
0.8607,55884
0.8664,55888
0.872,55889
0.8773,55890
0.883,55881
0.8886,55885
0.894,55890
0.8996,55879
0.9053,55876
0.9106,55878
0.9163,55878
0.9219,55877
0.9273,55880
0.933,55880
0.9386,55878
0.9443,55879
0.9496,55886
0.9552,55873
0.9609,55877
0.9662,55873
0.9719,55876
0.9775,55874
0.9829,55877
0.9885,55868
0.9942,55864
0.9998,55872
1.0052,55865
1.0109,55870
1.0162,55866
1.0219,55868
1.0275,55864
1.0329,55871
1.0385,55867
1.0442,55872
1.0495,55873
1.0552,55873
1.0608,55870
1.0662,55867
1.0719,55871
1.0775,55872
1.0829,55867
1.0885,55876
1.0942,55871
1.0995,55858
1.1052,55862
1.1108,55863
1.1162,55863
1.1219,55866
1.1275,55878
1.1331,55871
1.1385,55872
1.1441,55875
1.1498,55879
1.1551,55871
1.1608,55876
1.1664,55881
1.1718,55879
1.1774,55874
1.1831,55883
1.1885,55883
1.1941,55881
1.1997,55882
1.2051,55880
1.2107,55882
1.2164,55881
1.222,55873
1.2274,55870
1.233,55875
1.2387,55867
1.244,55862
1.2497,55869
1.2553,55862
1.2607,55857
1.2663,55864
1.2719,55863
1.2776,55858
1.2829,55864
1.2886,55865
1.2942,55859
1.2996,55858
1.3052,55863
1.3109,55869
1.3165,55869
1.3219,55868
1.3275,55870
1.3329,55863
1.3385,55862
1.3442,55865
1.3498,55858
1.3552,55864
1.3608,55866
1.3664,55863
1.3718,55861
1.3774,55869
1.383,55876
1.3884,55866
1.394,55870
1.3997,55872
1.4053,55877
1.411,55872
1.4163,55876
1.422,55866
1.4273,55872
1.433,55870
1.4386,55871
1.4442,55864
1.4496,55874
1.4553,55872
1.4606,55867
1.4663,55875
1.4719,55874
1.4776,55870
1.4829,55873
1.4886,55876
1.4943,55872
1.4996,55873
1.5053,55877
1.5109,55878
1.5163,55876
1.5219,55876
1.5276,55873
1.5329,55867
1.5386,55870
1.544,55865
1.5496,55868
1.5552,55872
1.5609,55862
1.5665,55870
1.5719,55869
1.5775,55867
1.5832,55874
1.5885,55869
1.5942,55862
1.5995,55868
1.6052,55867
1.6108,55864
1.6165,55863
1.6218,55865
1.6275,55867
1.6328,55859
1.6385,55864
1.6441,55860
1.6497,55862
1.6554,55862
1.6607,55867
1.6664,55864
1.672,55864
1.6774,55863
1.683,55862
1.6887,55863
1.694,55860
1.6997,55869
1.7053,55865
1.7107,55858
1.7163,55868
1.722,55862
1.7276,55865
1.733,55870
1.7386,55863
1.7443,55865
1.7496,55870
1.7553,55862
1.7609,55862
1.7663,55869
1.7719,55865
1.7775,55867
1.7829,55870
1.7886,55862
1.7942,55861
1.7995,55867
1.8052,55870
1.8108,55864
1.8165,55870
1.8218,55869
1.8274,55864
1.8331,55865
1.8387,55873
1.8441,55870
1.8497,55868
1.8554,55867
1.8607,55870
1.8664,55861
1.8721,55863
1.8774,55868
1.8831,55870
1.8885,55865
1.8941,55871
1.8998,55868
1.9052,55871
1.9108,55873
1.9165,55869
1.9218,55862
1.9275,55869
1.9329,55870
1.9385,55866
1.9442,55866
1.9495,55865
1.9552,55868
1.9609,55873
1.9662,55866
1.9719,55864
1.9775,55870
1.9832,55873
1.9885,55866
1.9942,55872
1.9998,55875
2.0052,55866
2.0109,55875
2.0165,55877
2.0218,55868
2.0275,55875
2.0331,55873
2.0386,55871
2.0442,55871
2.0499,55873
2.0552,55867
2.0609,55870
2.0663,55866
2.0719,55866
2.0776,55870
2.083,55868
2.0886,55866
2.0943,55860
2.0997,55867
2.1053,55867
2.111,55862
2.1164,55864
2.122,55860
2.1276,55858
2.1331,55864
2.1387,55863
2.1441,55859
2.1497,55866
2.1554,55864
2.1607,55856
2.1664,55861
2.172,55873
2.1774,55860
2.1831,55862
2.1887,55866
2.1941,55862
2.1997,55865
2.2051,55866
2.2108,55871
2.2164,55868
2.2221,55865
2.2274,55868
2.2331,55864
2.2388,55865
2.2441,55866
2.2498,55861
2.2552,55865
2.2608,55870
2.2664,55871
2.2721,55864
2.2775,55864
2.2831,55869
2.2887,55867
2.2941,55865
2.2998,55867
2.3052,55863
2.3108,55861
2.3165,55863
2.3221,55859
2.3275,55858
2.3331,55859
2.3387,55863
2.3441,55863
2.3498,55862
2.3554,55871
2.3608,55862
2.3665,55867
2.3719,55876
2.3775,55872
2.3829,55872
2.3885,55877
2.3941,55875
2.3998,55875
2.4054,55874
2.4108,55883
2.4165,55882
2.4219,55877
2.4275,55884
2.4332,55880
2.4386,55872
2.4442,55879
2.4497,55884
2.4553,55875
2.461,55879
2.4663,55880
2.472,55875
2.4775,55879
2.4832,55878
2.4885,55873
2.4942,55873
2.4998,55875
2.5052,55873
2.5108,55871
2.5165,55872
2.5218,55870
2.5275,55859
2.5331,55862
2.5388,55868
2.5441,55867
2.5498,55874
2.5554,55875
2.5608,55871
2.5665,55879
2.5721,55885
2.5775,55871
2.5831,55872
2.5886,55876
2.5942,55874
2.5999,55875
2.6052,55881
2.6109,55882
2.6165,55883
2.6219,55889
2.6276,55881
2.6332,55882
2.6386,55876
2.6442,55866
2.6499,55868
2.6553,55880
2.6609,55879
2.6665,55872
2.6719,55886
2.6775,55875
2.6832,55879
2.6886,55886
2.6942,55889
2.6999,55885
2.7052,55888
2.7109,55884
2.7163,55879
2.7219,55883
2.7276,55885
2.7332,55886
2.7386,55881
2.7442,55884
2.7496,55885
2.7553,55894
2.7609,55894
2.7663,55884
2.7719,55872
2.7776,55887
2.783,55884
2.7886,55879
2.7943,55878
2.7996,55886
2.8053,55883
2.811,55883
2.8163,55877
2.822,55879
2.8276,55880
2.833,55880
2.8387,55877
2.8443,55871
2.8497,55880
2.8553,55883
2.861,55875
2.8664,55869
2.872,55876
2.8777,55871
2.8831,55868
2.8887,55862
2.8941,55869
2.8998,55870
2.9054,55875
2.9108,55883
2.9165,55893
2.9219,55892
2.9275,55890
2.9332,55886
2.9388,55893
2.9442,55895
2.9498,55885
2.9552,55887
2.9609,55887
2.9666,55879
2.972,55880
2.9776,55890
2.983,55890
2.9886,55886
2.9943,55890
2.9996,55891
3.0054,55888
3.011,55886
3.0164,55892
3.022,55891
3.0276,55881
3.0332,55891
3.0386,55892
3.0442,55892
3.0499,55898
3.0553,55892
3.0609,55888
3.0666,55888
3.0719,55889
3.0776,55889
3.0832,55891
3.0886,55891
3.0943,55888
3.0996,55894
3.1053,55891
3.111,55889
3.1164,55893
3.122,55899
3.1276,55896
3.133,55892
3.1387,55900
3.1441,55895
3.1497,55894
3.1554,55895
3.161,55892
3.1665,55890
3.1718,55894
3.1775,55901
3.1831,55893
3.1888,55893
3.1941,55890
3.1998,55890
3.2054,55883
3.2108,55890
3.2165,55888
3.2221,55881
3.2275,55885
3.2332,55888
3.2386,55887
3.2442,55896
3.2499,55888
3.2552,55890
3.2609,55889
3.2665,55884
3.2722,55887
3.2776,55894
3.2832,55888
3.2886,55885
3.2942,55878
3.2999,55879
3.3053,55878
3.3109,55881
3.3166,55887
3.3219,55891
3.3276,55887
3.3332,55886
3.3386,55889
3.3443,55878
3.3499,55885
3.3553,55884
3.3609,55879
3.3666,55890
3.372,55893
3.3776,55883
3.3832,55889
3.3886,55886
3.3943,55882
3.3999,55886
3.4053,55896
3.4109,55879
3.4165,55885
3.422,55889
3.4276,55885
3.433,55890
3.4386,55891
3.4443,55889
3.4499,55886
3.4553,55886
3.4609,55893
3.4666,55889
3.472,55891
3.4776,55889
3.4833,55887
3.4886,55894
3.4943,55888
3.4997,55888
3.5053,55892
3.5109,55892
3.5166,55888
3.5219,55883
3.5276,55892
3.5332,55884
3.5387,55883
3.5443,55888
3.5499,55884
3.5553,55879
3.561,55888
3.5663,55887
3.572,55884
3.5776,55886
3.5832,55879
3.5886,55885
3.5942,55884
3.5999,55885
3.6053,55882
3.6109,55880
3.6165,55885
3.6219,55886
3.6276,55879
3.6332,55883
3.6386,55883
3.6443,55882
3.6499,55884
3.6553,55885
3.6609,55878
3.6666,55877
3.672,55885
3.6776,55884
3.6833,55876
3.6886,55879
3.6943,55886
3.6997,55885
3.7053,55886
3.711,55885
3.7164,55883
3.722,55882
3.7277,55885
3.7331,55890
3.7387,55887
3.7443,55882
3.7497,55886
3.7553,55880
3.761,55879
3.7664,55877
3.772,55877
3.7777,55877
3.7831,55888
3.7888,55886
3.7942,55881
3.7998,55885
3.8052,55884
3.8108,55883
3.8165,55887
3.8221,55889
3.8275,55884
3.8332,55881
3.8388,55890
3.8442,55884
3.8498,55885
3.8555,55885
3.8611,55888
3.8664,55883
3.8721,55884
3.8775,55888
3.8831,55885
3.8888,55883
3.8941,55888
3.8998,55880
3.9055,55887
3.9109,55881
3.9165,55882
3.9221,55881
3.9275,55874
3.9331,55881
3.9386,55884
3.9442,55874
3.9498,55882
3.9555,55876
3.9609,55871
3.9665,55872
3.9722,55877
3.9776,55880
3.9833,55870
3.9886,55877
3.9942,55877
3.9999,55876
4.0053,55882
4.0109,55883
4.0166,55883
4.022,55882
4.0276,55886
4.0333,55880
4.0386,55885
4.0443,55879
4.0497,55879
4.0553,55885
4.061,55884
4.0663,55884
4.072,55885
4.0776,55885
4.083,55882
4.0887,55884
4.0943,55887
4.0997,55888
4.1054,55884
4.111,55885
4.1164,55883
4.1221,55882
4.1274,55878
4.1331,55889
4.1386,55875
4.1442,55882
4.1499,55882
4.1553,55882
4.161,55880
4.1664,55880
4.1721,55887
4.1777,55884
4.1831,55880
4.1888,55886
4.1942,55885
4.1999,55882
4.2055,55882
4.2109,55883
4.2166,55877
4.2219,55883
4.2276,55885
4.2333,55881
4.2386,55885
4.2443,55884
4.2498,55877
4.2555,55873
4.2608,55884
4.2665,55877
4.2721,55876
4.2776,55881
4.283,55881
4.2887,55879
4.2943,55878
4.2997,55879
4.3054,55881
4.3111,55875
4.3164,55878
4.3221,55875
4.3277,55869
4.3331,55871
4.3387,55879
4.3441,55877
4.3498,55881
4.3554,55878
4.3608,55879
4.3665,55884
4.3722,55881
4.3775,55877
4.3832,55883
4.3887,55879
4.3944,55878
4.3997,55875
4.4054,55874
4.411,55878
4.4164,55874
4.4221,55870
4.4277,55878
4.433,55877
4.4387,55874
4.4444,55877
4.4497,55876
4.4554,55868
4.4611,55869
4.4664,55873
4.4721,55871
4.4775,55877
4.4831,55876
4.4888,55879
4.4944,55877
4.4998,55877
4.5055,55879
4.5108,55871
4.5165,55886
4.5221,55877
4.5275,55883
4.5331,55877
4.5388,55885
4.5442,55879
4.5498,55881
4.5554,55884
4.5611,55872
4.5665,55870
4.5722,55869
4.5776,55865
4.5832,55864
4.5886,55867
4.5942,55864
4.5999,55862
4.6055,55866
4.6109,55866
4.6165,55864
4.6222,55872
4.6275,55862
4.6332,55864
4.6388,55869
4.6442,55875
4.6498,55873
4.6555,55875
4.6608,55878
4.6665,55877
4.6719,55873
4.6776,55880
4.6832,55882
4.6887,55874
4.6942,55881
4.6999,55879
4.7053,55879
4.711,55881
4.7164,55886
4.7221,55879
4.7274,55886
4.7331,55883
4.7388,55882
4.7441,55881
4.7498,55883
4.7554,55886
4.761,55878
4.7664,55886
4.7721,55882
4.7775,55884
4.7831,55886
4.7888,55886
4.7944,55880
4.7998,55887
4.8055,55888
4.8109,55882
4.8165,55886
4.8222,55886
4.8275,55888
4.8332,55893
4.8388,55889
4.8442,55884
4.8499,55888
4.8555,55890
4.8609,55897
4.8665,55892
4.8722,55894
4.8775,55890
4.8832,55892
4.8886,55893
4.8942,55888
4.8999,55891
4.9053,55891
4.9109,55893
4.9166,55893
4.922,55891
4.9276,55894
4.9333,55892
4.9387,55891
4.9444,55893
4.9498,55893
4.9554,55893
4.9611,55892
4.9665,55891
4.9721,55894
4.9775,55899
4.9831,55891
4.9888,55895
4.9944,55900
4.9998,55896
5.0052,55890
5.0109,55898
5.0165,55896
5.0219,55897
5.0276,55899
5.0332,55901
5.0389,55897
5.0442,55900
5.0499,55901
5.0555,55897
5.0609,55900
5.0665,55906
5.0719,55896
5.0776,55892
5.0833,55896
5.0886,55898
5.0943,55894
5.0996,55900
5.1053,55900
5.1109,55894
5.1166,55900
5.122,55900
5.1277,55896
5.1333,55896
5.1387,55902
5.1444,55893
5.1498,55901
5.1554,55902
5.161,55899
5.1664,55903
5.172,55902
5.1777,55900
5.1831,55901
5.1887,55904
5.1944,55902
5.1997,55906
5.2054,55907
5.2111,55907
5.2164,55904
5.2221,55910
5.2277,55907
5.2331,55905
5.2387,55903
5.2444,55906
5.2498,55900
5.2554,55902
5.2611,55910
5.2664,55907
5.2721,55905
5.2775,55910
5.2831,55910
5.2888,55903
5.2942,55908
5.2998,55902
5.3054,55904
5.3108,55907
5.3165,55906
5.3221,55907
5.3275,55909
5.3331,55910
5.3388,55905
5.3444,55910
5.3498,55911
5.3554,55907
5.3608,55910
5.3665,55912
5.3721,55907
5.3777,55906
5.3831,55913
5.3888,55909
5.3942,55913
5.3998,55911
5.4055,55907
5.411,55908
5.4166,55914
5.422,55910
5.4276,55907
5.433,55911
5.4386,55908
5.4443,55903
5.4499,55910
5.4553,55909
5.4609,55912
5.4666,55914
5.472,55914
5.4776,55917
5.483,55914
5.4887,55918
5.4943,55916
5.5,55913
5.5054,55910
5.511,55913
5.5164,55910
5.5221,55913
5.5277,55915
5.5331,55913
5.5387,55915
5.5444,55916
5.5497,55915
5.5554,55917
5.561,55911
5.5664,55907
5.5721,55913
5.5777,55907
5.5831,55899
5.5887,55909
5.5944,55910
5.5998,55905
5.6054,55900
5.6108,55900
5.6164,55900
5.6221,55897
5.6277,55902
5.6331,55901
5.6387,55899
5.6444,55898
5.6498,55895
5.6554,55896
5.6608,55897
5.6665,55889
5.6721,55890
5.6775,55889
5.6831,55886
5.6888,55882
5.6942,55884
5.6998,55885
5.7055,55882
5.7108,55880
5.7165,55889
5.7221,55889
5.7275,55880
5.7331,55888
5.7388,55890
5.7441,55881
5.7497,55881
5.7554,55891
5.7611,55883
5.7664,55883
5.7721,55892
5.7777,55889
5.7831,55881
5.7887,55889
5.7944,55886
5.7998,55886
5.8054,55889
5.811,55883
5.8164,55886
5.8221,55886
5.8275,55881
5.8331,55884
5.8388,55886
5.8442,55881
5.8499,55884
5.8553,55892
5.8609,55887
5.8666,55889
5.8719,55883
5.8776,55892
5.8831,55896
5.8887,55883
5.8944,55888
5.8998,55886
5.9054,55884
5.9109,55884
5.9166,55889
5.922,55881
5.9276,55885
5.933,55884
5.9386,55882
5.9443,55882
5.9499,55890
5.9553,55887
5.961,55880
5.9665,55889
5.9722,55886
5.9775,55879
5.9832,55884
5.9889,55888
5.9942,55883
5.9999,55889
6.0055,55885
6.0109,55879
6.0165,55883
6.0221,55886
6.0277,55886
6.0331,55881
6.0387,55885
6.0444,55881
6.0498,55877
6.0554,55883
6.0611,55885
6.0664,55878
6.0721,55884
6.0777,55887
6.0831,55885
6.0887,55890
6.0944,55889
6.0997,55882
6.1054,55881
6.1111,55883
6.1164,55878
6.1221,55881
6.1277,55889
6.1331,55888
6.1387,55895
6.1444,55895
6.1497,55885
6.1554,55891
6.161,55893
6.1666,55891
6.1721,55895
6.1774,55888
6.1831,55893
