Experiment: Feb_23_T2_chemo_expt vial 0, Tue Feb 23 14:55:02 2021
0.0047,56496
0.0107,56496
0.0163,56495
0.022,56498
0.0273,56498
0.033,56494
0.0386,56496
0.044,56496
0.0496,56491
0.0553,56496
0.0609,56497
0.0662,56494
0.0719,56498
0.0775,56501
0.0829,56494
0.0885,56489
0.0942,56496
0.0995,56499
0.1052,56500
0.1108,56497
0.1164,56495
0.1218,56499
0.1274,56494
0.1331,56492
0.1385,56492
0.1441,56488
0.1497,56494
0.1551,56490
0.1607,56496
0.1664,56498
0.1717,56493
0.1774,56487
0.183,56490
0.1886,56490
0.194,56501
0.1997,56504
0.2051,56496
0.2108,56499
0.2162,56496
0.2219,56494
0.2275,56497
0.2332,56495
0.2385,56497
0.2442,56496
0.2498,56494
0.2552,56496
0.2608,56504
0.2664,56493
0.2718,56496
0.2774,56504
0.2831,56501
0.2884,56507
0.2941,56502
0.2997,56495
0.3051,56504
0.3107,56502
0.3164,56499
0.322,56499
0.3274,56495
0.333,56497
0.3386,56501
0.344,56503
0.3496,56505
0.3553,56505
0.3606,56496
0.3663,56511
0.3719,56501
0.3775,56497
0.3829,56503
0.3886,56502
0.3942,56492
0.3996,56497
0.4052,56498
0.4109,56494
0.4162,56497
0.4219,56496
0.4275,56499
0.4332,56496
0.4385,56498
0.4442,56497
0.4498,56501
0.4552,56496
0.4608,56493
0.4665,56498
0.4718,56493
0.4775,56502
0.4829,56500
0.4885,56500
0.4941,56499
0.4998,56501
0.5051,56492
0.5108,56494
0.5164,56490
0.522,56495
0.5274,56492
0.533,56491
0.5387,56497
0.544,56495
0.5497,56496
0.5553,56497
0.5607,56495
0.5663,56493
0.5719,56497
0.5776,56497
0.5829,56498
0.5886,56496
0.5942,56494
0.5996,56498
0.6052,56503
0.6108,56504
0.6162,56501
0.6217,56501
0.6274,56502
0.633,56504
0.6386,56503
0.644,56496
0.6496,56502
0.6553,56504
0.6609,56499
0.6663,56502
0.6719,56500
0.6773,56503
0.683,56501
0.6886,56500
0.694,56497
0.6996,56502
0.7051,56502
0.7108,56495
0.7165,56502
0.7218,56496
0.7275,56491
0.7329,56495
0.7386,56499
0.7442,56494
0.7496,56495
0.7552,56499
0.7608,56496
0.7664,56503
0.7718,56497
0.7774,56494
0.7831,56500
0.7886,56499
0.7942,56498
0.7996,56500
0.8052,56500
0.8108,56500
0.8164,56503
0.822,56501
0.8274,56501
0.8331,56500
0.8384,56494
0.8441,56502
0.8497,56498
0.8554,56492
0.8607,56495
0.8664,56493
0.872,56490
0.8773,56502
