Experiment: Feb_19_eric7_chem_expt vial 9, Thu Feb 18 15:47:28 2021
0.0023,51459
0.0072,51466
0.0125,51463
0.0182,51482
0.0236,51472
0.0292,51466
0.0349,51424
0.0403,51448
0.046,51436
0.0516,51463
0.057,51457
0.0627,51471
0.0681,51489
0.0737,51494
0.0794,51512
0.0848,51523
0.0905,51530
0.0959,51560
0.1015,51564
0.1072,51566
0.1126,51569
0.1182,51577
0.1236,51574
0.1293,51582
0.135,51581
0.1403,51581
0.1459,51575
0.1516,51535
0.157,51529
0.1627,51528
0.1681,51534
0.1738,51534
0.1849,51546
0.1905,51554
0.196,51537
0.4459,51569
0.4516,51578
0.457,51562
0.4627,51568
0.4681,51587
0.4738,51589
0.4792,51581
0.4849,51583
0.4906,51598
0.496,51573
0.5016,51573
0.507,51588
